English Word	Emotion	Emotion-Intensity-Score	Xhosa Word
consequent	anticipation	0.492	isiphumo
perspective	anticipation	0.492	imbono
defense	anticipation	0.492	ukhuselo
repay	anticipation	0.492	buyisela
gaping	anticipation	0.492	umsantsa
youth	anticipation	0.492	ulutsha
parole	anticipation	0.492	Ingqawule
worry	anticipation	0.492	ixhala
bless	anticipation	0.492	sikelela
restorative	anticipation	0.492	ukubuyisela
court	anticipation	0.492	inkundla
highest	anticipation	0.491	phezulu
shortly	anticipation	0.484	kungekudala
auspicious	anticipation	0.484	ezintle
princely	anticipation	0.484	ngenkosana
correspondence	anticipation	0.484	imbalelwano
generosity	anticipation	0.484	ububele
sparkle	anticipation	0.484	ukumenyezela
voluptuous	anticipation	0.484	ngamandla
happen	anticipation	0.484	kwenzeke
tremor	anticipation	0.484	ukungcangcazela
letter	anticipation	0.484	ileta
vow	anticipation	0.484	isifungo
sharpen	anticipation	0.484	lola
duel	anticipation	0.484	duel
conjure	anticipation	0.484	dibanisa
threaten	anticipation	0.484	grogrisa
god	anticipation	0.484	uthixo
engulf	anticipation	0.484	gquba
unexplained	anticipation	0.484	engachazwanga
contagion	anticipation	0.484	ukosuleleka
glorify	anticipation	0.477	zukisa
submit	anticipation	0.477	ngenisa
enroll	anticipation	0.477	bhalisa
unification	anticipation	0.477	umanyano
gravitate	anticipation	0.477	ukuxhuzula
glide	anticipation	0.477	tyibilika
accompaniment	anticipation	0.477	ukukhapha
cherish	anticipation	0.477	xabisa
adore	anticipation	0.477	nqula
powerful	anticipation	0.477	enamandla
clue	anticipation	0.477	umkhondo
medal	anticipation	0.477	imbasa
contemplate	anticipation	0.477	camngca
perilous	anticipation	0.477	yingozi
determinate	anticipation	0.477	zimisele
arbitration	anticipation	0.477	ulamlo
recipient	anticipation	0.477	umamkeli
onset	anticipation	0.477	ukuqala
predispose	anticipation	0.477	i-predispose
score	anticipation	0.477	Inqaku
torture	anticipation	0.477	intuthumbo
glow	anticipation	0.477	khazimla
praiseworthy	anticipation	0.473	encomekayo
football	anticipation	0.469	ibhola ekhatywayo
scare	anticipation	0.469	uloyiko
elite	anticipation	0.469	abaphezulu
unknown	anticipation	0.469	ayaziwa
precursor	anticipation	0.469	umanduleli
pry	anticipation	0.469	pry
providing	anticipation	0.469	ukunika
sweets	anticipation	0.469	iilekese
cautious	anticipation	0.469	lumkile
opera	anticipation	0.469	iopera
motion	anticipation	0.469	intshukumo
cash	anticipation	0.469	imali
creeping	anticipation	0.469	ezirhubuluzayo
invoke	anticipation	0.469	cela
star	anticipation	0.469	inkwenkwezi
shaky	anticipation	0.469	ngcangcazela
production	anticipation	0.469	imveliso
successful	anticipation	0.469	ngempumelelo
immediately	anticipation	0.469	ngoko nangoko
dawn	anticipation	0.469	isifingo
starry	anticipation	0.469	inkwenkwezi
unsurpassed	anticipation	0.469	engagqithwanga
completion	anticipation	0.469	ukugqitywa
hire	anticipation	0.469	qesha
fete	anticipation	0.469	ukugqiba
commemorative	anticipation	0.461	isikhumbuzo
shining	anticipation	0.461	ekhanyayo
testament	anticipation	0.461	itestamente
pay	anticipation	0.461	hlawula
alive	anticipation	0.461	ephila
plight	anticipation	0.461	ingxaki
preliminary	anticipation	0.461	eyandulelayo
overture	anticipation	0.461	ukugqithisa
sanctuary	anticipation	0.461	indawo engcwele
regatta	anticipation	0.461	i-regatta
draft	anticipation	0.461	uyilo
synchronize	anticipation	0.461	ngqamanisa
soundness	anticipation	0.461	ukuba sempilweni
extricate	anticipation	0.461	khupha
excel	anticipation	0.461	ukugqwesa
punt	anticipation	0.461	ipunt
untold	anticipation	0.461	engachazwanga
brilliant	anticipation	0.461	eqaqambileyo
cheerfulness	anticipation	0.461	ukuchwayita
jeopardy	anticipation	0.461	ingozi
friendly	anticipation	0.461	nobubele
mail	anticipation	0.461	imeyile
unexpected	anticipation	0.453	engalindelekanga
basketball	anticipation	0.453	ibhola yomnyazi
inaugural	anticipation	0.453	yokuqala
supremacy	anticipation	0.453	ukongama
rehabilitation	anticipation	0.453	ukubuyisela kwisimo sangaphambili
intimately	anticipation	0.453	ngokusondeleyo
career	anticipation	0.453	umsebenzi
prevention	anticipation	0.453	uthintelo
renovate	anticipation	0.453	hlaziya
compliment	anticipation	0.453	ncoma
prologue	anticipation	0.453	Intshayelelo
elegance	anticipation	0.453	ubuhle
complement	anticipation	0.453	umphelelisi
flinch	anticipation	0.453	qhwanyaza
infinity	anticipation	0.453	ngokungenasiphelo
perpetuity	anticipation	0.453	unaphakade
sunset	anticipation	0.453	ukutshona kwelanga
improve	anticipation	0.453	ukuphucula
fitting	anticipation	0.445	kufanelekile
confidence	anticipation	0.445	ukuzithemba
concealment	anticipation	0.445	ukufihla
sweet	anticipation	0.445	mnandi
perfect	anticipation	0.445	igqibelele
epidemic	anticipation	0.445	indyikitya yesifo esisulelayo
fain	anticipation	0.445	ufefe
volunteer	anticipation	0.445	ivolontiya
share	anticipation	0.445	ukwabelana
surround	anticipation	0.445	rhangqa
conjecture	anticipation	0.445	ukucinga
sun	anticipation	0.445	ilanga
veracity	anticipation	0.445	ubunyani
serial	anticipation	0.438	uthotho
angel	anticipation	0.438	ingelosi
aloha	anticipation	0.438	uloha
saint	anticipation	0.438	ongcwele
tickle	anticipation	0.438	khala
superstitious	anticipation	0.438	iinkolelo
ferment	anticipation	0.438	ukubila
conservation	anticipation	0.438	ulondolozo
devout	anticipation	0.438	ozinikeleyo
respect	anticipation	0.438	intlonipho
reconstruction	anticipation	0.438	ukwakhiwa ngokutsha
goodness	anticipation	0.438	ukulunga
reconstruct	anticipation	0.438	Yakha ngokutsha
faith	anticipation	0.438	ukholo
recombination	anticipation	0.438	ukudibanisa kwakhona
prepared	anticipation	0.438	ilungisiwe
rabid	anticipation	0.438	nomsindo
plea	anticipation	0.438	isibongozo
medical	anticipation	0.438	ezonyango
passenger	anticipation	0.438	umkhweli
charitable	anticipation	0.430	abanobubele
tabulate	anticipation	0.430	itheyibhile
peace	anticipation	0.430	uxolo
install	anticipation	0.430	faka
serenity	anticipation	0.430	ukuzola
venerable	anticipation	0.430	ohloniphekileyo
spa	anticipation	0.430	I-spa
labyrinth	anticipation	0.430	i-labyrinth
luscious	anticipation	0.430	luscious
perpetuate	anticipation	0.430	qhubeleka
strategist	anticipation	0.430	ingcali
unverified	anticipation	0.430	ayingqinwanga
tribunal	anticipation	0.430	inkundla
clap	anticipation	0.430	qhwaba
peaceful	anticipation	0.422	enoxolo
patience	anticipation	0.422	umonde
unresolved	anticipation	0.422	engasonjululwanga
worship	anticipation	0.422	unqulo
edification	anticipation	0.422	ukwakhiwa
oasis	anticipation	0.422	i-oasis
grin	anticipation	0.422	grin
revere	anticipation	0.422	hlonipha
candid	anticipation	0.422	ngokuphandle
vista	anticipation	0.422	ukubona
conspirator	anticipation	0.422	umenzi weyelenqe
adrift	anticipation	0.422	adrift
recognizable	anticipation	0.422	iyaqondakala
volatility	anticipation	0.422	ukuguquguquka
forestall	anticipation	0.422	khusela
laughter	anticipation	0.422	ukuhleka
continue	anticipation	0.414	qhubeka
ongoing	anticipation	0.414	iyaqhuba
astrologer	anticipation	0.414	umvumisi ngeenkwenkwezi
mediate	anticipation	0.414	lamla
punctual	anticipation	0.414	ukufika ngexesha
grant	anticipation	0.414	isibonelelo
morn	anticipation	0.414	kusasa
pretty	anticipation	0.414	intle
withstand	anticipation	0.414	ukumelana
frisky	anticipation	0.414	frisky
thought	anticipation	0.414	cinga
probation	anticipation	0.414	ukulingwa
ordination	anticipation	0.414	ukumiselwa
calls	anticipation	0.414	iminxeba
detainee	anticipation	0.414	ibanjwa
craps	anticipation	0.414	craps
weigh	anticipation	0.414	ubunzima
proficiency	anticipation	0.414	ubuchule
sing	anticipation	0.411	cula
continuation	anticipation	0.406	ukuqhubeka
university	anticipation	0.406	eyunivesithi
chicane	anticipation	0.406	chicane
nurture	anticipation	0.406	ukondla
mother	anticipation	0.406	umama
punished	anticipation	0.406	wohlwaywa
twinkle	anticipation	0.406	kudanyaza
confession	anticipation	0.406	ukuvuma izono
outdo	anticipation	0.406	ngaphandle
prophylactic	anticipation	0.406	iprophylactic
proud	anticipation	0.406	ndinebhongo
midwife	anticipation	0.406	umbelekisi
wizard	anticipation	0.406	wizard
headlight	anticipation	0.406	isibane esikhulu
long	anticipation	0.406	ixesha elide
banquet	anticipation	0.406	isidlo
comfort	anticipation	0.406	intuthuzelo
navigable	anticipation	0.406	inokuhamba
subscribe	anticipation	0.406	rhuma
opponent	anticipation	0.406	umchasi
debenture	anticipation	0.406	isivumelwano
deal	anticipation	0.402	isivumelwano
symphony	anticipation	0.398	i-symphony
saintly	anticipation	0.398	ngokungcwele
judiciary	anticipation	0.398	inkundla
lettered	anticipation	0.398	onobumba
vigil	anticipation	0.398	umlindo
reliance	anticipation	0.398	ukuxhomekeka
distracting	anticipation	0.398	ukuphazamisa
mortification	anticipation	0.398	umvandedwa
balm	anticipation	0.398	ibhalsam
simmer	anticipation	0.398	bilisa
top	anticipation	0.398	phezulu
obliging	anticipation	0.398	kuyanyanzeleka
efficient	anticipation	0.398	esebenzayo
guillotine	anticipation	0.398	i-guillotine
representing	anticipation	0.398	ukumela
death	anticipation	0.398	ukufa
assurance	anticipation	0.391	isiqinisekiso
familiarity	anticipation	0.391	ukuqhelana
depraved	anticipation	0.391	wonakele
condemnation	anticipation	0.391	ukugwetywa
undoubted	anticipation	0.391	ngaphandle kwamathandabuzo
sanctify	anticipation	0.391	ngcwalisa
diplomacy	anticipation	0.391	idiplomacy
antidote	anticipation	0.391	iyeza
trust	anticipation	0.391	ithemba
linger	anticipation	0.391	hlala
objective	anticipation	0.391	injongo
chuckle	anticipation	0.391	hleka
poke	anticipation	0.391	qhwaba
abeyance	anticipation	0.391	ukushiya
maternal	anticipation	0.391	umama
art	anticipation	0.391	ubugcisa
unfulfilled	anticipation	0.391	engazalisekanga
inoculation	anticipation	0.384	ukugonywa
simplify	anticipation	0.383	yenza lula
depend	anticipation	0.383	zixhomekeke
chant	anticipation	0.383	ingoma
ram	anticipation	0.383	i-ram
banger	anticipation	0.383	banger
playground	anticipation	0.383	ibala lokudlala
labor	anticipation	0.383	umsebenzi
scientist	anticipation	0.383	isazinzulu
good	anticipation	0.383	kulungile
humanitarian	anticipation	0.383	ongumntu
failing	anticipation	0.383	ukusilela
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	uthembekile
hymn	anticipation	0.383	iculo
ship	anticipation	0.383	inqanawa
discretion	anticipation	0.383	ingqiqo
undecided	anticipation	0.383	engagqibanga
gradual	anticipation	0.375	ngokuthe ngcembe
navigator	anticipation	0.375	umqhubi wenqanawa
track	anticipation	0.375	umkhondo
cradle	anticipation	0.375	imbeleko
sterling	anticipation	0.375	intle
interim	anticipation	0.375	okwethutyana
clock	anticipation	0.375	iwotshi
mountain	anticipation	0.375	intaba
interminable	anticipation	0.375	esingenasiphelo
public	anticipation	0.375	uluntu
recurrent	anticipation	0.375	phinda-phinda
savor	anticipation	0.375	ubumnandi
abide	anticipation	0.367	hlala
concealed	anticipation	0.367	ifihliwe
spear	anticipation	0.367	umkhonto
lesson	anticipation	0.367	isifundo
instructions	anticipation	0.367	imiyalelo
sonar	anticipation	0.367	Isonr
biennial	anticipation	0.367	iminyaka emibini
convince	anticipation	0.367	qinisekisa
whim	anticipation	0.367	umnqweno
shiver	anticipation	0.367	ukungcangcazela
towering	anticipation	0.367	umphezulu
musical	anticipation	0.367	zomculo
offset	anticipation	0.359	i-offset
theory	anticipation	0.359	ithiyori
theology	anticipation	0.359	zakwalizwi
undying	anticipation	0.359	engafiyo
timidity	anticipation	0.359	uloyiko
plump	anticipation	0.359	tyebile
atone	anticipation	0.359	hlawulela
audience	anticipation	0.357	abaphulaphuli
dietary	anticipation	0.352	ukutya
consecration	anticipation	0.352	ukungcwaliswa
localize	anticipation	0.352	yenza indawo
paragon	anticipation	0.352	iparagon
store	anticipation	0.352	ivenkile
farm	anticipation	0.352	ifama
daily	anticipation	0.352	yonke imihla
cramp	anticipation	0.352	ikram
nobility	anticipation	0.352	ubuhandiba
closure	anticipation	0.352	ukuvalwa
edition	anticipation	0.352	uhlelo
kindred	anticipation	0.352	izalamane
stripped	anticipation	0.344	hlutywa
errand	anticipation	0.344	umsebenzi
archaeology	anticipation	0.344	inzululwazi yezinto zakudala
mutable	anticipation	0.344	iyaguquguquka
wireless	anticipation	0.344	wireless
meditate	anticipation	0.344	camngca
mobile	anticipation	0.344	mobile
germ	anticipation	0.336	intsholongwane
brotherly	anticipation	0.336	ngabazalwana
lessen	anticipation	0.336	nciphisa
unbeaten	anticipation	0.336	engabethwa
pare	anticipation	0.336	pare
buddy	anticipation	0.336	umhlobo
unaccountable	anticipation	0.336	ayinakuphendula
dove	anticipation	0.328	ihobe
patient	anticipation	0.328	umonde
secular	anticipation	0.328	ezehlabathi
digress	anticipation	0.328	ukugqabhuka
chastity	anticipation	0.328	ubunyulu
council	anticipation	0.328	ibhunga
olfactory	anticipation	0.328	ukunuka
ribbon	anticipation	0.328	iribhoni
possess	anticipation	0.328	zuza
disposed	anticipation	0.320	ilahliwe
scrutinize	anticipation	0.320	hlolisisa
immature	anticipation	0.320	engekavuthwa
mediator	anticipation	0.320	umlamli
regularity	anticipation	0.320	rhoqo
cove	anticipation	0.320	ukugquma
infanticide	anticipation	0.320	ukubulala iintsana
paddle	anticipation	0.320	bheqa
heft	anticipation	0.320	heft
fancy	anticipation	0.320	fancy
preservative	anticipation	0.320	isilondolozi
unpublished	anticipation	0.312	engapapashwanga
church	anticipation	0.312	ecaweni
bugle	anticipation	0.312	ibug
grim	anticipation	0.312	umbi
denying	anticipation	0.312	ukukhanyela
analyst	anticipation	0.312	umhlalutyi
judicial	anticipation	0.305	ezomthetho
priesthood	anticipation	0.305	ububingeleli
broadside	anticipation	0.305	ububanzi
mill	anticipation	0.305	ilitye lokusila
dismay	anticipation	0.297	ukudana
cap	anticipation	0.297	ikepusi
thermocouple	anticipation	0.297	thermocouple
tributary	anticipation	0.297	isebe
instructor	anticipation	0.297	umqeqeshi
exhaustion	anticipation	0.297	ukudinwa
saliva	anticipation	0.297	amathe
cataract	anticipation	0.289	urhatyazo
network	anticipation	0.289	inethiwekhi
visor	anticipation	0.289	ivisor
shackle	anticipation	0.289	ikhonkco
wont	anticipation	0.289	asoze
addresses	anticipation	0.289	iidilesi
discreet	anticipation	0.289	eyingqondi
noncompliance	anticipation	0.289	ukungathotyelwa
bruise	anticipation	0.289	ukugruzuka
homeless	anticipation	0.289	abangenamakhaya
astronomer	anticipation	0.281	isazi ngeenkwenkwezi
skewed	anticipation	0.281	igwetyiwe
neighbor	anticipation	0.281	ummelwane
holiness	anticipation	0.273	ubungcwele
devil	anticipation	0.273	usathana
picket	anticipation	0.273	ipiki
sentence	anticipation	0.273	isivakalisi
latent	anticipation	0.273	latent
cream	anticipation	0.273	cream
immaturity	anticipation	0.273	ukungakhuli
habitual	anticipation	0.266	ngokwesiqhelo
morals	anticipation	0.266	ukuziphatha
neighborhood	anticipation	0.266	Ebumelwaneni
lull	anticipation	0.266	zola
bye	anticipation	0.258	bye
weight	anticipation	0.258	ubunzima
organ	anticipation	0.250	ilungu
clown	anticipation	0.250	umhlekisi
forearm	anticipation	0.250	umphambili
commonplace	anticipation	0.242	indawo eqhelekileyo
quote	anticipation	0.242	caphula
rail	anticipation	0.234	uloliwe
dictatorship	anticipation	0.234	ubuzwilakhe
treadmill	anticipation	0.234	i-treadmill
board	anticipation	0.234	ibhodi
tree	anticipation	0.227	umthi
sundial	anticipation	0.227	sundial
paralysis	anticipation	0.211	ukukhubazeka
cement	anticipation	0.203	isamente
worm	anticipation	0.203	umbungu
organization	anticipation	0.203	umbutho
lagging	anticipation	0.180	ukushiyeka
neutral	anticipation	0.148	ngathathi hlangothi
cannibalism	disgust	0.953	ubuzim
mutilation	disgust	0.930	ukutyunyuzwa
molestation	disgust	0.914	ukuxhatshazwa
incest	disgust	0.914	umbulo
rape	disgust	0.906	udlwengulo
gonorrhea	disgust	0.906	i-gonorrhea
cannibal	disgust	0.898	umntu odla inyama
rot	disgust	0.891	ukubola
corpse	disgust	0.883	isidumbu
massacre	disgust	0.883	ukubulawa kwabantu abaninzi
excrement	disgust	0.883	ilindle
barf	disgust	0.875	ibhafu
slaughter	disgust	0.875	ukuxhela
slaughterhouse	disgust	0.867	indawo yokuxhela
incestuous	disgust	0.859	umbulo
sewerage	disgust	0.859	ugutyulo
filth	disgust	0.859	ukungcola
bigot	disgust	0.859	indoda enkulu
rancid	disgust	0.859	nomsindo
infestation	disgust	0.852	uhlaselo
plague	disgust	0.852	isibetho
holocaust	disgust	0.852	iHolocaust
bloodthirsty	disgust	0.852	onxanelwe igazi
rotting	disgust	0.844	ukubola
fecal	disgust	0.844	ilindle
maggot	disgust	0.844	iimpethu
feces	disgust	0.844	ilindle
murder	disgust	0.839	ukubulala
asshole	disgust	0.836	Umgqobho wempundu
homicide	disgust	0.836	ukubulala
enslaved	disgust	0.836	enziwe amakhoboka
infanticide	disgust	0.836	ukubulala iintsana
perverted	disgust	0.828	igqwethiwe
excretion	disgust	0.828	ukukhupha
gore	disgust	0.828	unyaka
slaughtering	disgust	0.828	ukuxhela
torture	disgust	0.828	intuthumbo
contaminate	disgust	0.821	ngcolisa
revolting	disgust	0.820	uvukelo
gory	disgust	0.820	gory
shit	disgust	0.820	ikaka
terrorist	disgust	0.820	umnqolobi
murderer	disgust	0.820	umbulali
repugnant	disgust	0.820	lizothe
manure	disgust	0.820	umgquba
pervert	disgust	0.820	gqwetha
diarrhoea	disgust	0.820	urhudo
grotesque	disgust	0.820	grotesque
desecration	disgust	0.820	ukungcoliswa
faeces	disgust	0.812	ilindle
slavery	disgust	0.812	ubukhoboka
sewer	disgust	0.812	umjelo wamanzi amdaka
cadaver	disgust	0.812	umqolomba
manslaughter	disgust	0.812	ukubulala umntu
dismemberment	disgust	0.812	ukunqunyulwa
vomit	disgust	0.812	hlanza
perverse	disgust	0.805	gwenxa
repulsive	disgust	0.805	nenyanyekayo
hemorrhage	disgust	0.805	ukopha
sewage	disgust	0.797	ilindle
filthy	disgust	0.797	umdaka
diseased	disgust	0.797	nesifo
depravity	disgust	0.797	ukonakala
carcass	disgust	0.795	isidumbu
decompose	disgust	0.789	ukubola
gruesome	disgust	0.789	yoyikekayo
mutilated	disgust	0.789	yacwiywa
puke	disgust	0.789	phuqa
herpes	disgust	0.789	herpes
decayed	disgust	0.789	ibolile
dung	disgust	0.789	ubulongwe
vermin	disgust	0.789	intaka
murderous	disgust	0.789	umbulali
parasite	disgust	0.789	isifunxi-gazi
horrific	disgust	0.789	eyoyikekayo
carnage	disgust	0.781	imbubhiso
malaria	disgust	0.781	isifo seengcongconi
slime	disgust	0.781	i-slime
flatulence	disgust	0.781	ukuqunjelwa
pestilence	disgust	0.781	indyikitya yokufa
crap	disgust	0.781	inkohlakalo
monstrosity	disgust	0.781	ubugebenga
loathsome	disgust	0.773	lizothe
toxic	disgust	0.773	inetyhefu
morgue	disgust	0.773	indawo yokugcina izidumbu
pus	disgust	0.773	ubovu
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	iqhenqa
insidious	disgust	0.773	ngobuqhophololo
cruel	disgust	0.766	ukhohlakele
regurgitation	disgust	0.766	ukubuyisela kwakhona
anthrax	disgust	0.766	i-anthrax
xenophobia	disgust	0.766	ukoyika abantu basemzini
repugnance	disgust	0.766	ukucaphuka
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	ukucaphuka
whore	disgust	0.766	ihenyukazi
dissection	disgust	0.759	ukuqhekeka
mucous	disgust	0.758	imifinya
canker	disgust	0.758	umhlaza
slum	disgust	0.758	ematyotyombeni
infectious	disgust	0.758	eyosulelayo
evil	disgust	0.758	ububi
phlegm	disgust	0.758	iphlegm
cruelty	disgust	0.758	inkohlakalo
perversion	disgust	0.758	ugqweso
sinister	disgust	0.750	bubi
leeches	disgust	0.750	iileetshi
corrupting	disgust	0.750	yonakalisa
decomposition	disgust	0.750	ukubola
abomination	disgust	0.742	isikizi
stinking	disgust	0.742	ukunuka
bile	disgust	0.742	inyongo
demonic	disgust	0.742	yobudemon
deranged	disgust	0.742	udidekile
abhorrence	disgust	0.742	inzondo
soiled	disgust	0.742	imdaka
mucus	disgust	0.742	umfinya
septic	disgust	0.742	i-septic
sickening	disgust	0.742	ukugula
demon	disgust	0.742	idemon
cancer	disgust	0.734	umhlaza
obese	disgust	0.734	utyebe kakhulu
degeneracy	disgust	0.734	ukuwohloka
despicable	disgust	0.734	edelekileyo
atrocity	disgust	0.734	inkohlakalo
foul	disgust	0.734	umbi
sicken	disgust	0.734	gula
crucifixion	disgust	0.734	ubethelelo
terrorism	disgust	0.734	ubunqolobi
repulsion	disgust	0.727	ukunyanyeka
morbidity	disgust	0.727	ukugula
dysentery	disgust	0.727	isifo segazi
enema	disgust	0.727	enema
bacterium	disgust	0.727	ibhaktiriya
dirty	disgust	0.727	imdaka
adultery	disgust	0.727	ukukrexeza
contamination	disgust	0.727	ungcoliso
grisly	disgust	0.727	ngoburhalarhume
diabolical	disgust	0.727	kaSathana
autopsy	disgust	0.719	utyando lwesidumbu
barbaric	disgust	0.719	burhabaxa
vulgar	disgust	0.719	krwada
entrails	disgust	0.719	izibilini
disgust	disgust	0.719	ukucaphuka
lewd	disgust	0.719	amanyala
muck	disgust	0.719	muck
bowels	disgust	0.719	izibilini
garbage	disgust	0.719	inkunkuma
deterioration	disgust	0.719	ukuwohloka
contagion	disgust	0.719	ukosuleleka
vicious	disgust	0.719	khohlakele
disfigured	disgust	0.719	yonakele
pungent	disgust	0.719	bukhali
gross	disgust	0.719	gross
bloodshed	disgust	0.714	ukuphalala kwegazi
gag	disgust	0.711	gag
pollute	disgust	0.711	ngcolisa
nausea	disgust	0.711	isicaphucaphu
tyrant	disgust	0.711	uzwilakhe
wretched	disgust	0.711	lusizi
mortification	disgust	0.711	umvandedwa
violent	disgust	0.711	ezinobundlobongela
poisoned	disgust	0.711	ityhefu
nauseate	disgust	0.703	isicaphucaphu
slimy	disgust	0.703	bhityile
grope	disgust	0.703	phuthaphutha
slut	disgust	0.703	ihule
nasty	disgust	0.703	mbi
disgusting	disgust	0.703	lizothe
depraved	disgust	0.703	wonakele
porn	disgust	0.703	amanyala
hateful	disgust	0.703	nentiyo
vulgarity	disgust	0.703	ubukrwada
noxious	disgust	0.703	yingozi
grime	disgust	0.703	ubumdaka
constipation	disgust	0.703	ukuqhinwa
secretion	disgust	0.703	imfihlo
poisoning	disgust	0.703	ukutyhefa
despotism	disgust	0.703	ubungendawo
measles	disgust	0.696	imasisi
contagious	disgust	0.695	iyasulela
obesity	disgust	0.695	ukutyeba
wart	disgust	0.695	intsumpa
hate	disgust	0.695	inzondo
hellish	disgust	0.695	isihogo
scum	disgust	0.695	umgquba
suicidal	disgust	0.695	ukuzibulala
wretch	disgust	0.695	lusizi
abuse	disgust	0.695	ukuxhatshazwa
waste	disgust	0.695	inkcitho
intestinal	disgust	0.695	amathumbu
heartworm	disgust	0.688	Intliziyo
ooze	disgust	0.688	xukuxa
treason	disgust	0.688	ukungcatsha umbuso
contaminated	disgust	0.688	ingcolisekile
smut	disgust	0.688	intlebendwane
disease	disgust	0.688	isifo
rabid	disgust	0.688	nomsindo
deformed	disgust	0.680	isiphene
hell	disgust	0.680	isihogo
soulless	disgust	0.680	engenamphefumlo
cholera	disgust	0.680	ikholera
bestial	disgust	0.680	isilwanyana
antichrist	disgust	0.680	umchasi-Kristu
freakish	disgust	0.680	ukothuka
germ	disgust	0.680	intsholongwane
detest	disgust	0.680	ukucekisa
pollution	disgust	0.680	ungcoliseko
grimy	disgust	0.680	lusizi
abhorrent	disgust	0.680	inezothe
hatred	disgust	0.680	inzondo
abominate	disgust	0.680	lizothe
sickness	disgust	0.680	ukugula
hideous	disgust	0.672	eyoyikekayo
dictatorship	disgust	0.672	ubuzwilakhe
loathful	disgust	0.672	lizothe
greasy	disgust	0.672	inamafutha
dilapidated	disgust	0.672	edlekile
inhuman	disgust	0.672	engenabuntu
loathing	disgust	0.672	ukucekisa
obscene	disgust	0.672	amanyala
cess	disgust	0.670	cess
devil	disgust	0.664	usathana
deformity	disgust	0.664	ukukhubazeka
nauseous	disgust	0.664	isicaphucaphu
deadly	disgust	0.664	ebulalayo
swine	disgust	0.664	iihagu
discrimination	disgust	0.664	ucalucalulo
abominable	disgust	0.664	elizothe
masochism	disgust	0.664	i-masochism
heretic	disgust	0.664	umqhekeki
latrines	disgust	0.656	izindlu zangasese
corruption	disgust	0.656	urhwaphilizo
poisonous	disgust	0.656	enetyhefu
horror	disgust	0.656	uloyiko
nefarious	disgust	0.656	ekhohlakeleyo
bacteria	disgust	0.656	iintsholongwane
horrible	disgust	0.656	eyoyikekayo
trash	disgust	0.656	inkunkuma
abortion	disgust	0.656	ukuqhomfa
death	disgust	0.656	ukufa
prejudiced	disgust	0.656	ucalucalulo
poison	disgust	0.656	ityhefu
oppression	disgust	0.656	ingcinezelo
goo	disgust	0.656	yho
victimized	disgust	0.656	ixhoba
mange	disgust	0.656	imange
sludge	disgust	0.648	udaka
trashy	disgust	0.648	inkunkuma
vindictive	disgust	0.648	ukuziphindezela
horrid	disgust	0.648	imbi
ugly	disgust	0.648	imbi
immoral	disgust	0.648	eziphethe kakubi
bitch	disgust	0.648	mazenja
outhouse	disgust	0.648	indlu yangaphandle
detestation	disgust	0.648	ukucekisa
horrifying	disgust	0.641	iyoyikeka
laxative	disgust	0.641	i-laxative
unsightly	disgust	0.641	ngokungathandekiyo
derogatory	disgust	0.641	ethobayo
slop	disgust	0.641	ukutyibilika
malfeasance	disgust	0.641	ukungasebenzi kakuhle
spew	disgust	0.641	hlaza
pimple	disgust	0.641	iqhakuva
criminality	disgust	0.641	ubugebenga
indecency	disgust	0.641	amanyala
cystic	disgust	0.641	icystic
villainous	disgust	0.641	ngendawo
queasy	disgust	0.633	kheasy
mildew	disgust	0.633	ukungunda
oppressive	disgust	0.633	cinezela
prostitution	disgust	0.633	ubuhenyu
secrete	disgust	0.633	yimfihlo
ulcer	disgust	0.633	isilonda
rat	disgust	0.633	impuku
bigoted	disgust	0.633	likhulu
perpetrator	disgust	0.633	umenzi wobubi
doomsday	disgust	0.633	imini yentshabalalo
sinful	disgust	0.633	unesono
degrading	disgust	0.625	ukuthoba isidima
ghastly	disgust	0.625	ngokumanyumnyezi
suffering	disgust	0.625	ukubandezeleka
obscenity	disgust	0.625	amanyala
devilish	disgust	0.625	umtyholi
disgraceful	disgust	0.625	ilihlazo
persecution	disgust	0.625	intshutshiso
contemptible	disgust	0.625	kudelekileyo
cuckold	disgust	0.625	inkomo
stools	disgust	0.625	izitulo
dastardly	disgust	0.625	ngokukrakra
sin	disgust	0.625	isono
gluttony	disgust	0.625	ubudlakudla
bloated	disgust	0.625	udumbile
fungus	disgust	0.625	umngundo
aghast	disgust	0.625	lusizi
diaper	disgust	0.617	idiaper
malicious	disgust	0.617	enolunya
polygamy	disgust	0.617	isithembu
dying	disgust	0.617	ukufa
termite	disgust	0.617	intubi
fat	disgust	0.617	amafutha
deceit	disgust	0.617	inkohliso
atrocious	disgust	0.617	ngenkohlakalo
guillotine	disgust	0.617	i-guillotine
tetanus	disgust	0.617	umhlathi-ngqi
spoil	disgust	0.617	konakalisa
crusty	disgust	0.617	uqweqwe
sickly	disgust	0.617	ngokugula
louse	disgust	0.617	intwala
strangle	disgust	0.617	krwitsha
betrayal	disgust	0.617	ukungcatshwa
loathe	disgust	0.617	zothe
wench	disgust	0.617	wench
infect	disgust	0.617	ukosulela
violently	disgust	0.609	ngogonyamelo
brothel	disgust	0.609	ihenyukazi
drool	disgust	0.609	drool
