English Word	Emotion	Emotion-Intensity-Score	Catalan Word
distracting	anticipation	0.398	distreure
mortification	anticipation	0.398	mortificació
balm	anticipation	0.398	bàlsam
simmer	anticipation	0.398	bullir a foc lent
top	anticipation	0.398	superior
obliging	anticipation	0.398	complaent
efficient	anticipation	0.398	eficient
guillotine	anticipation	0.398	guillotina
representing	anticipation	0.398	representant
death	anticipation	0.398	mort
assurance	anticipation	0.391	garantia
familiarity	anticipation	0.391	familiaritat
depraved	anticipation	0.391	depravada
condemnation	anticipation	0.391	condemna
undoubted	anticipation	0.391	indubtable
sanctify	anticipation	0.391	santificar
diplomacy	anticipation	0.391	diplomàcia
antidote	anticipation	0.391	antídot
trust	anticipation	0.391	confiar
linger	anticipation	0.391	perdurar
objective	anticipation	0.391	objectiu
chuckle	anticipation	0.391	riure
poke	anticipation	0.391	picar
abeyance	anticipation	0.391	suspensió
maternal	anticipation	0.391	maternal
art	anticipation	0.391	art
unfulfilled	anticipation	0.391	incomplert
inoculation	anticipation	0.384	inoculació
simplify	anticipation	0.383	simplificar
depend	anticipation	0.383	depenen
chant	anticipation	0.383	cantar
ram	anticipation	0.383	ram
banger	anticipation	0.383	banger
playground	anticipation	0.383	parc infantil
labor	anticipation	0.383	treball
scientist	anticipation	0.383	científic
good	anticipation	0.383	bo
humanitarian	anticipation	0.383	humanitari
failing	anticipation	0.383	fracassar
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	obedient
hymn	anticipation	0.383	himne
ship	anticipation	0.383	vaixell
discretion	anticipation	0.383	discreció
undecided	anticipation	0.383	indecisos
gradual	anticipation	0.375	gradual
navigator	anticipation	0.375	navegador
track	anticipation	0.375	pista
cradle	anticipation	0.375	bressol
sterling	anticipation	0.375	esterlina
interim	anticipation	0.375	provisional
clock	anticipation	0.375	rellotge
mountain	anticipation	0.375	muntanya
interminable	anticipation	0.375	interminable
public	anticipation	0.375	públic
recurrent	anticipation	0.375	recurrent
savor	anticipation	0.375	assaborir
abide	anticipation	0.367	acatar
concealed	anticipation	0.367	amagat
spear	anticipation	0.367	llança
lesson	anticipation	0.367	lliçó
instructions	anticipation	0.367	instruccions
sonar	anticipation	0.367	sonar
biennial	anticipation	0.367	biennal
convince	anticipation	0.367	convèncer
whim	anticipation	0.367	caprici
shiver	anticipation	0.367	calfred
towering	anticipation	0.367	imponent
musical	anticipation	0.367	musical
offset	anticipation	0.359	compensació
theory	anticipation	0.359	teoria
theology	anticipation	0.359	teologia
undying	anticipation	0.359	etern
timidity	anticipation	0.359	timidesa
plump	anticipation	0.359	rabassut
atone	anticipation	0.359	expiar
audience	anticipation	0.357	públic
dietary	anticipation	0.352	dietètica
consecration	anticipation	0.352	consagració
localize	anticipation	0.352	localitzar
paragon	anticipation	0.352	paragon
store	anticipation	0.352	botiga
farm	anticipation	0.352	granja
daily	anticipation	0.352	diàriament
cramp	anticipation	0.352	rampes
nobility	anticipation	0.352	noblesa
closure	anticipation	0.352	tancament
edition	anticipation	0.352	edició
kindred	anticipation	0.352	afins
stripped	anticipation	0.344	despullat
errand	anticipation	0.344	encàrrec
archaeology	anticipation	0.344	arqueologia
mutable	anticipation	0.344	mutable
wireless	anticipation	0.344	sense fil
meditate	anticipation	0.344	meditar
mobile	anticipation	0.344	mòbil
germ	anticipation	0.336	germen
brotherly	anticipation	0.336	fraternal
lessen	anticipation	0.336	disminuir
unbeaten	anticipation	0.336	invicte
pare	anticipation	0.336	pare
buddy	anticipation	0.336	amic
unaccountable	anticipation	0.336	inexplicable
dove	anticipation	0.328	coloma
patient	anticipation	0.328	pacient
secular	anticipation	0.328	secular
digress	anticipation	0.328	digressió
chastity	anticipation	0.328	castedat
council	anticipation	0.328	consell
olfactory	anticipation	0.328	olfactiu
ribbon	anticipation	0.328	cinta
possess	anticipation	0.328	posseir
disposed	anticipation	0.320	disposat
scrutinize	anticipation	0.320	examinar
immature	anticipation	0.320	immadurs
mediator	anticipation	0.320	mediador
regularity	anticipation	0.320	regularitat
cove	anticipation	0.320	cala
infanticide	anticipation	0.320	infanticidi
paddle	anticipation	0.320	pàdel
heft	anticipation	0.320	pes
fancy	anticipation	0.320	luxós
preservative	anticipation	0.320	conservant
unpublished	anticipation	0.312	inèdit
church	anticipation	0.312	Església
bugle	anticipation	0.312	corneta
grim	anticipation	0.312	trist
denying	anticipation	0.312	negant
analyst	anticipation	0.312	analista
judicial	anticipation	0.305	judicial
priesthood	anticipation	0.305	sacerdoci
broadside	anticipation	0.305	banda ampla
mill	anticipation	0.305	molí
dismay	anticipation	0.297	consternació
cap	anticipation	0.297	cap
thermocouple	anticipation	0.297	termoparell
tributary	anticipation	0.297	tributari
instructor	anticipation	0.297	instructor
exhaustion	anticipation	0.297	esgotament
saliva	anticipation	0.297	saliva
cataract	anticipation	0.289	cataracta
network	anticipation	0.289	xarxa
visor	anticipation	0.289	visera
shackle	anticipation	0.289	mantell
wont	anticipation	0.289	no
addresses	anticipation	0.289	adreces
discreet	anticipation	0.289	discret
noncompliance	anticipation	0.289	incompliment
bruise	anticipation	0.289	hematoma
homeless	anticipation	0.289	sense sostre
astronomer	anticipation	0.281	astrònom
skewed	anticipation	0.281	esbiaixat
neighbor	anticipation	0.281	veí
holiness	anticipation	0.273	santedat
devil	anticipation	0.273	diable
picket	anticipation	0.273	piquet
sentence	anticipation	0.273	frase
latent	anticipation	0.273	latent
cream	anticipation	0.273	crema
immaturity	anticipation	0.273	immaduresa
habitual	anticipation	0.266	habitual
morals	anticipation	0.266	morals
neighborhood	anticipation	0.266	barri
lull	anticipation	0.266	calmar
bye	anticipation	0.258	adéu
weight	anticipation	0.258	pes
organ	anticipation	0.250	òrgan
clown	anticipation	0.250	pallasso
forearm	anticipation	0.250	avantbraç
commonplace	anticipation	0.242	lloc comú
quote	anticipation	0.242	cita
rail	anticipation	0.234	ferrocarril
dictatorship	anticipation	0.234	dictadura
treadmill	anticipation	0.234	cinta de córrer
board	anticipation	0.234	pissarra
tree	anticipation	0.227	arbre
sundial	anticipation	0.227	rellotge de sol
paralysis	anticipation	0.211	paràlisi
cement	anticipation	0.203	ciment
worm	anticipation	0.203	cuc
organization	anticipation	0.203	organització
lagging	anticipation	0.180	endarrerit
neutral	anticipation	0.148	neutre
cannibalism	disgust	0.953	canibalisme
mutilation	disgust	0.930	mutilació
molestation	disgust	0.914	maltractament
incest	disgust	0.914	incest
rape	disgust	0.906	violació
gonorrhea	disgust	0.906	gonorrea
cannibal	disgust	0.898	caníbal
rot	disgust	0.891	podridura
corpse	disgust	0.883	cadàver
massacre	disgust	0.883	massacre
excrement	disgust	0.883	excrements
barf	disgust	0.875	barf
slaughter	disgust	0.875	matança
slaughterhouse	disgust	0.867	escorxador
incestuous	disgust	0.859	incestuosa
sewerage	disgust	0.859	clavegueram
filth	disgust	0.859	brutícia
bigot	disgust	0.859	fanàtic
rancid	disgust	0.859	ranci
infestation	disgust	0.852	infestació
plague	disgust	0.852	plaga
holocaust	disgust	0.852	holocaust
bloodthirsty	disgust	0.852	assedegat de sang
rotting	disgust	0.844	podrida
fecal	disgust	0.844	fecal
maggot	disgust	0.844	cuc
feces	disgust	0.844	femta
murder	disgust	0.839	assassinat
asshole	disgust	0.836	idiota
homicide	disgust	0.836	homicidi
enslaved	disgust	0.836	esclavitzat
infanticide	disgust	0.836	infanticidi
perverted	disgust	0.828	pervertit
excretion	disgust	0.828	excreció
gore	disgust	0.828	gore
slaughtering	disgust	0.828	matança
torture	disgust	0.828	tortura
contaminate	disgust	0.821	contaminar
revolting	disgust	0.820	revoltant
gory	disgust	0.820	sangrienta
shit	disgust	0.820	merda
terrorist	disgust	0.820	terrorista
murderer	disgust	0.820	assassí
repugnant	disgust	0.820	repugnant
manure	disgust	0.820	fems
pervert	disgust	0.820	pervertit
diarrhoea	disgust	0.820	diarrea
grotesque	disgust	0.820	grotesc
desecration	disgust	0.820	profanació
faeces	disgust	0.812	femtes
slavery	disgust	0.812	esclavitud
sewer	disgust	0.812	clavegueram
cadaver	disgust	0.812	cadàver
manslaughter	disgust	0.812	homicidi involuntari
dismemberment	disgust	0.812	desmembrament
vomit	disgust	0.812	vòmit
perverse	disgust	0.805	pervers
repulsive	disgust	0.805	repulsiu
hemorrhage	disgust	0.805	hemorràgia
sewage	disgust	0.797	aigües residuals
filthy	disgust	0.797	brut
diseased	disgust	0.797	malalt
depravity	disgust	0.797	depravació
carcass	disgust	0.795	carcassa
decompose	disgust	0.789	descompondre
gruesome	disgust	0.789	horripilant
mutilated	disgust	0.789	mutilat
puke	disgust	0.789	vomitar
herpes	disgust	0.789	herpes
decayed	disgust	0.789	deteriorat
dung	disgust	0.789	fems
vermin	disgust	0.789	insectes
murderous	disgust	0.789	assassina
parasite	disgust	0.789	paràsit
horrific	disgust	0.789	horrible
carnage	disgust	0.781	carnisseria
malaria	disgust	0.781	malària
slime	disgust	0.781	llim
flatulence	disgust	0.781	flatulència
pestilence	disgust	0.781	pestilència
crap	disgust	0.781	merda
monstrosity	disgust	0.781	monstruositat
loathsome	disgust	0.773	repugnant
toxic	disgust	0.773	tòxic
morgue	disgust	0.773	tancament
pus	disgust	0.773	pus
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	la lepra
insidious	disgust	0.773	insidiosa
cruel	disgust	0.766	cruel
regurgitation	disgust	0.766	regurgitació
anthrax	disgust	0.766	àntrax
xenophobia	disgust	0.766	xenofòbia
repugnance	disgust	0.766	repugnància
lynch	disgust	0.766	linxament
revulsion	disgust	0.766	repulsió
whore	disgust	0.766	puta
dissection	disgust	0.759	dissecció
mucous	disgust	0.758	mucosos
canker	disgust	0.758	cancre
slum	disgust	0.758	barri marginal
infectious	disgust	0.758	infecciosa
evil	disgust	0.758	dolent
phlegm	disgust	0.758	flegma
cruelty	disgust	0.758	crueltat
perversion	disgust	0.758	perversió
sinister	disgust	0.750	sinistre
leeches	disgust	0.750	sangoneres
corrupting	disgust	0.750	corrupte
decomposition	disgust	0.750	descomposició
abomination	disgust	0.742	abominació
stinking	disgust	0.742	pudent
bile	disgust	0.742	bilis
demonic	disgust	0.742	demoníac
deranged	disgust	0.742	trastornat
abhorrence	disgust	0.742	abominació
soiled	disgust	0.742	brut
mucus	disgust	0.742	moc
septic	disgust	0.742	sèptic
sickening	disgust	0.742	malaltissa
demon	disgust	0.742	dimoni
cancer	disgust	0.734	càncer
obese	disgust	0.734	obesos
degeneracy	disgust	0.734	degeneració
despicable	disgust	0.734	menyspreable
atrocity	disgust	0.734	atrocitat
foul	disgust	0.734	falta
sicken	disgust	0.734	emmalaltir
crucifixion	disgust	0.734	crucifixió
terrorism	disgust	0.734	terrorisme
repulsion	disgust	0.727	repulsió
morbidity	disgust	0.727	morbilitat
dysentery	disgust	0.727	disenteria
enema	disgust	0.727	ènema
bacterium	disgust	0.727	bacteri
dirty	disgust	0.727	brut
adultery	disgust	0.727	adulteri
contamination	disgust	0.727	contaminació
grisly	disgust	0.727	espantós
diabolical	disgust	0.727	diabòlic
autopsy	disgust	0.719	autòpsia
barbaric	disgust	0.719	bàrbar
vulgar	disgust	0.719	vulgar
entrails	disgust	0.719	entranyes
disgust	disgust	0.719	fàstic
lewd	disgust	0.719	lasciva
muck	disgust	0.719	fang
bowels	disgust	0.719	intestins
garbage	disgust	0.719	escombraries
deterioration	disgust	0.719	deteriorament
contagion	disgust	0.719	contagi
vicious	disgust	0.719	viciós
disfigured	disgust	0.719	desfigurat
pungent	disgust	0.719	picant
gross	disgust	0.719	brut
bloodshed	disgust	0.714	vessament de sang
gag	disgust	0.711	mordassa
pollute	disgust	0.711	contaminar
nausea	disgust	0.711	nàusees
tyrant	disgust	0.711	tirà
wretched	disgust	0.711	miserable
mortification	disgust	0.711	mortificació
violent	disgust	0.711	violents
poisoned	disgust	0.711	enverinat
nauseate	disgust	0.703	nàusees
slimy	disgust	0.703	llisós
grope	disgust	0.703	palpar
slut	disgust	0.703	puta
nasty	disgust	0.703	desagradable
disgusting	disgust	0.703	repugnant
depraved	disgust	0.703	depravada
porn	disgust	0.703	porno
hateful	disgust	0.703	odiós
vulgarity	disgust	0.703	vulgaritat
noxious	disgust	0.703	nocius
grime	disgust	0.703	brutícia
constipation	disgust	0.703	restrenyiment
secretion	disgust	0.703	secreció
poisoning	disgust	0.703	intoxicació
despotism	disgust	0.703	despotisme
measles	disgust	0.696	xarampió
contagious	disgust	0.695	contagiós
obesity	disgust	0.695	l'obesitat
wart	disgust	0.695	berruga
hate	disgust	0.695	odi
hellish	disgust	0.695	infernal
scum	disgust	0.695	escombra
suicidal	disgust	0.695	suïcida
wretch	disgust	0.695	miserable
abuse	disgust	0.695	abús
waste	disgust	0.695	malbaratament
intestinal	disgust	0.695	intestinal
heartworm	disgust	0.688	cuc del cor
ooze	disgust	0.688	sutura
treason	disgust	0.688	traïció
contaminated	disgust	0.688	contaminat
smut	disgust	0.688	smut
disease	disgust	0.688	malaltia
rabid	disgust	0.688	rabiosa
deformed	disgust	0.680	deformat
hell	disgust	0.680	infern
soulless	disgust	0.680	sense ànima
cholera	disgust	0.680	còlera
bestial	disgust	0.680	bestial
antichrist	disgust	0.680	anticrist
freakish	disgust	0.680	estrany
germ	disgust	0.680	germen
detest	disgust	0.680	detestar
pollution	disgust	0.680	Pol · lució
grimy	disgust	0.680	brut
abhorrent	disgust	0.680	repugnant
hatred	disgust	0.680	odi
abominate	disgust	0.680	abominar
sickness	disgust	0.680	malaltia
hideous	disgust	0.672	horrible
dictatorship	disgust	0.672	dictadura
loathful	disgust	0.672	detestable
greasy	disgust	0.672	greixós
dilapidated	disgust	0.672	en ruïnes
inhuman	disgust	0.672	inhumà
loathing	disgust	0.672	odi
obscene	disgust	0.672	obscè
cess	disgust	0.670	cess
devil	disgust	0.664	diable
deformity	disgust	0.664	deformitat
nauseous	disgust	0.664	nàusees
deadly	disgust	0.664	mortal
swine	disgust	0.664	porcs
discrimination	disgust	0.664	discriminació
abominable	disgust	0.664	abominable
masochism	disgust	0.664	masoquisme
heretic	disgust	0.664	heretge
latrines	disgust	0.656	latrines
corruption	disgust	0.656	corrupció
poisonous	disgust	0.656	verinós
horror	disgust	0.656	horror
nefarious	disgust	0.656	nefast
bacteria	disgust	0.656	bacteris
horrible	disgust	0.656	horrible
trash	disgust	0.656	escombraries
abortion	disgust	0.656	l'avortament
death	disgust	0.656	mort
prejudiced	disgust	0.656	prejudiciats
poison	disgust	0.656	verí
oppression	disgust	0.656	opressió
goo	disgust	0.656	bo
victimized	disgust	0.656	victimitzat
mange	disgust	0.656	sarna
sludge	disgust	0.648	fangs
trashy	disgust	0.648	escombraries
vindictive	disgust	0.648	reivindicatiu
horrid	disgust	0.648	horrible
ugly	disgust	0.648	lleig
immoral	disgust	0.648	immoral
bitch	disgust	0.648	gossa
outhouse	disgust	0.648	dependència
detestation	disgust	0.648	detestació
horrifying	disgust	0.641	horripilant
laxative	disgust	0.641	laxant
unsightly	disgust	0.641	antiestètic
derogatory	disgust	0.641	despectiu
slop	disgust	0.641	pendent
malfeasance	disgust	0.641	malversació
spew	disgust	0.641	vomitar
pimple	disgust	0.641	gran
criminality	disgust	0.641	criminalitat
indecency	disgust	0.641	indecència
cystic	disgust	0.641	quística
villainous	disgust	0.641	vilà
queasy	disgust	0.633	malestar
mildew	disgust	0.633	floridura
oppressive	disgust	0.633	opressiu
prostitution	disgust	0.633	prostitució
secrete	disgust	0.633	secretar
ulcer	disgust	0.633	úlcera
rat	disgust	0.633	rata
bigoted	disgust	0.633	fanàtic
perpetrator	disgust	0.633	autor
doomsday	disgust	0.633	dia del judici final
sinful	disgust	0.633	pecador
degrading	disgust	0.625	degradant
ghastly	disgust	0.625	espantós
suffering	disgust	0.625	patiment
obscenity	disgust	0.625	obscenitat
devilish	disgust	0.625	diabòlic
disgraceful	disgust	0.625	vergonyós
persecution	disgust	0.625	persecució
contemptible	disgust	0.625	menyspreable
cuckold	disgust	0.625	cornut
stools	disgust	0.625	femtes
dastardly	disgust	0.625	miserable
sin	disgust	0.625	pecat
gluttony	disgust	0.625	gula
bloated	disgust	0.625	inflat
fungus	disgust	0.625	fong
aghast	disgust	0.625	horroritzat
diaper	disgust	0.617	bolquer
malicious	disgust	0.617	maliciós
polygamy	disgust	0.617	poligàmia
dying	disgust	0.617	morint
termite	disgust	0.617	tèrmits
fat	disgust	0.617	greix
deceit	disgust	0.617	engany
atrocious	disgust	0.617	atroç
guillotine	disgust	0.617	guillotina
tetanus	disgust	0.617	tètanus
spoil	disgust	0.617	espatllar
crusty	disgust	0.617	cruixent
sickly	disgust	0.617	malaltissa
louse	disgust	0.617	poll
strangle	disgust	0.617	estranyar
betrayal	disgust	0.617	traïció
loathe	disgust	0.617	detestar
wench	disgust	0.617	noia
infect	disgust	0.617	infectar
violently	disgust	0.609	violentament
brothel	disgust	0.609	bordell
drool	disgust	0.609	bava
bleeding	disgust	0.609	sagnant
deform	disgust	0.609	deformar
ghetto	disgust	0.609	gueto
sabotage	disgust	0.609	sabotatge
venomous	disgust	0.609	verinós
abhor	disgust	0.609	aborrecer
slander	disgust	0.609	calúmnies
hostile	disgust	0.609	hostil
musty	disgust	0.602	enfosquit
illicit	disgust	0.602	il·lícit
ugliness	disgust	0.602	lletjor
unwashed	disgust	0.602	sense rentar
swampy	disgust	0.602	pantanós
deprivation	disgust	0.602	privació
poaching	disgust	0.602	caça furtiva
hag	disgust	0.602	bruja
infidel	disgust	0.602	infidel
imprisonment	disgust	0.602	presó
traitor	disgust	0.602	traïdor
lunacy	disgust	0.602	bogeria
queasiness	disgust	0.594	malestar
hostility	disgust	0.594	hostilitat
repelling	disgust	0.594	repel·lent
intoxicated	disgust	0.594	intoxicat
thug	disgust	0.594	brètol
catastrophe	disgust	0.594	catàstrofe
lunatic	disgust	0.594	boig
misery	disgust	0.594	misèria
venom	disgust	0.594	verí
butcher	disgust	0.594	carnisser
toilet	disgust	0.594	lavabo
blister	disgust	0.594	ampolla
lurid	disgust	0.594	espantós
slug	disgust	0.594	llimac
gut	disgust	0.594	tripa
sinner	disgust	0.594	pecador
deceitful	disgust	0.594	enganyós
epidemic	disgust	0.594	epidèmia
deteriorated	disgust	0.586	deteriorat
lavatory	disgust	0.586	lavabo
unclean	disgust	0.586	brut
prostitute	disgust	0.586	prostituta
incubus	disgust	0.586	íncubus
appalling	disgust	0.586	espantós
dreadful	disgust	0.586	terrible
pornography	disgust	0.586	pornografia
harass	disgust	0.586	assetjar
squeamish	disgust	0.578	esquitxada
expulsion	disgust	0.578	expulsió
unfaithful	disgust	0.578	infidel
offensive	disgust	0.578	ofensiu
hypocrite	disgust	0.578	hipòcrita
humiliating	disgust	0.578	humiliant
larceny	disgust	0.578	robatori
ruinous	disgust	0.578	ruïnós
retard	disgust	0.578	retardar
rash	disgust	0.578	erupció
flea	disgust	0.578	puça
debauchery	disgust	0.578	disbauxa
fiend	disgust	0.578	dimoni
quagmire	disgust	0.578	pantà
conspirator	disgust	0.578	conspirador
sick	disgust	0.578	malalt
mangle	disgust	0.578	mutilar
dogsick	disgust	0.570	mare de gos
egregious	disgust	0.570	flagrant
flog	disgust	0.570	flagel·lar
despise	disgust	0.570	menysprear
treacherous	disgust	0.570	traïdor
oppress	disgust	0.570	oprimir
swamp	disgust	0.570	pantà
messy	disgust	0.570	desordenat
spit	disgust	0.570	escopir
dank	disgust	0.570	humit
bastard	disgust	0.570	bastard
devastating	disgust	0.570	devastador
serpent	disgust	0.570	serp
loo	disgust	0.562	vaja
indecent	disgust	0.562	indecent
insanity	disgust	0.562	bogeria
stealing	disgust	0.562	robar
terrible	disgust	0.562	terrible
tyrannical	disgust	0.562	tirànic
humiliation	disgust	0.562	humiliació
snake	disgust	0.562	serp
sloppy	disgust	0.562	descuidat
sinning	disgust	0.562	pecant
harmful	disgust	0.562	nocius
harlot	disgust	0.562	prostituta
sordid	disgust	0.562	sòrdid
enemy	disgust	0.562	enemic
alcoholism	disgust	0.562	alcoholisme
awful	disgust	0.562	horrible
ruthless	disgust	0.562	despietat
scoundrel	disgust	0.562	canalla
bloody	disgust	0.555	sagnant
flabby	disgust	0.555	flàccid
odious	disgust	0.555	odiós
beastly	disgust	0.555	bèstia
collusion	disgust	0.555	connivència
ridicule	disgust	0.555	ridícul
discriminating	disgust	0.555	discriminant
unattractive	disgust	0.555	poc atractiu
insufferable	disgust	0.555	insuportable
segregate	disgust	0.555	segregar
arsenic	disgust	0.555	arsènic
threatening	disgust	0.555	amenaçador
atrophy	disgust	0.555	atròfia
varicella	disgust	0.555	varicel·la
slayer	disgust	0.555	assassí
distaste	disgust	0.555	disgust
coward	disgust	0.555	covard
robbery	disgust	0.555	robatori
wickedness	disgust	0.555	maldat
anathema	disgust	0.547	anatema
malevolent	disgust	0.547	malèvol
sty	disgust	0.547	porc
pillage	disgust	0.547	saqueig
thief	disgust	0.547	lladre
suffocating	disgust	0.547	sufocant
condemnation	disgust	0.547	condemna
deleterious	disgust	0.547	perjudicial
slur	disgust	0.547	insult
purgatory	disgust	0.547	purgatori
attacking	disgust	0.547	atacant
burglar	disgust	0.547	lladre
ogre	disgust	0.547	ogre
coercion	disgust	0.547	coerció
vesicular	disgust	0.547	vesicular
miserable	disgust	0.547	miserable
bitterly	disgust	0.547	amargament
sneer	disgust	0.539	riure
greedy	disgust	0.539	avariciós
gob	disgust	0.539	gob
repellant	disgust	0.539	repel·lent
jealous	disgust	0.539	gelós
drunken	disgust	0.539	borratxo
shame	disgust	0.539	vergonya
thrash	disgust	0.539	golejar
fatty	disgust	0.539	grassa
liar	disgust	0.539	mentider
imprisoned	disgust	0.539	empresonat
sloth	disgust	0.539	mandros
repudiation	disgust	0.539	repudi
disgrace	disgust	0.539	desgràcia
infidelity	disgust	0.539	infidelitat
pig	disgust	0.539	porc
lethal	disgust	0.536	letal
burnt	disgust	0.531	cremat
brawl	disgust	0.531	baralla
withered	disgust	0.531	marcit
blemish	disgust	0.531	taca
hydrocephalus	disgust	0.531	hidrocefàlia
aberration	disgust	0.531	aberració
smuggler	disgust	0.531	contrabandista
painful	disgust	0.531	dolorós
condescension	disgust	0.531	condescendència
intolerant	disgust	0.531	intolerant
blasphemous	disgust	0.531	blasfema
lying	disgust	0.531	estirat
hanging	disgust	0.531	penjant
travesty	disgust	0.531	farsa
ruined	disgust	0.531	arruïnat
intrusive	disgust	0.531	intrusiu
disintegrate	disgust	0.531	desintegrar-se
destructive	disgust	0.531	destructiu
neurotic	disgust	0.531	neuròtic
disparaging	disgust	0.523	menyspreant
blighted	disgust	0.523	arruïnat
intolerance	disgust	0.523	intolerància
mistress	disgust	0.523	mestressa
avarice	disgust	0.523	avarícia
disgraced	disgust	0.523	deshonrat
derogation	disgust	0.523	derogació
rubbish	disgust	0.523	escombraries
accusation	disgust	0.523	acusació
incarceration	disgust	0.523	empresonament
tortious	disgust	0.516	tortuós
dishonor	disgust	0.516	deshonor
stink	disgust	0.516	pudor
grim	disgust	0.516	trist
rob	disgust	0.516	robar
defraud	disgust	0.516	estafar
sump	disgust	0.516	dipòsit
cringe	disgust	0.516	encongir-se
vulture	disgust	0.516	voltor
deplorable	disgust	0.516	deplorable
mite	disgust	0.516	àcar
eradication	disgust	0.516	eradicació
degrade	disgust	0.516	degradar
gutter	disgust	0.516	canaló
convict	disgust	0.516	condemnat
remains	disgust	0.516	restes
betray	disgust	0.516	trair
daemon	disgust	0.516	dimoni
sham	disgust	0.509	farsa
distasteful	disgust	0.508	desagradable
prisoner	disgust	0.508	pres
dreadfully	disgust	0.508	terriblement
worthless	disgust	0.508	sense valor
crude	disgust	0.508	cru
delirium	disgust	0.508	deliri
incurable	disgust	0.508	incurable
smelling	disgust	0.508	olorant
idiocy	disgust	0.508	idiotesa
resentment	disgust	0.508	ressentiment
bombed	disgust	0.508	bombardejat
blob	disgust	0.508	taca
cheat	disgust	0.508	enganyar
schizophrenia	disgust	0.508	esquizofrènia
rejection	disgust	0.508	rebuig
belittle	disgust	0.508	menystenir
glut	disgust	0.508	excés
disaster	disgust	0.508	desastre
distress	disgust	0.508	angoixa
pest	disgust	0.508	plaga
endemic	disgust	0.508	endèmic
theft	disgust	0.500	robatori
banish	disgust	0.500	desterrar
mire	disgust	0.500	fang
flagrant	disgust	0.500	flagrant
derision	disgust	0.500	burla
dirt	disgust	0.500	brutícia
screaming	disgust	0.500	cridant
offense	disgust	0.500	ofensa
jealousy	disgust	0.500	gelosia
bribery	disgust	0.500	suborn
polemic	disgust	0.500	polèmica
blight	disgust	0.500	plaga
impeach	disgust	0.500	destitució
bitterness	disgust	0.500	amargor
taboo	disgust	0.500	tabú
duress	disgust	0.500	coacció
goblin	disgust	0.500	follet
shackle	disgust	0.500	mantell
idolatry	disgust	0.500	idolatria
greed	disgust	0.500	cobdícia
impurity	disgust	0.500	impuresa
tirade	disgust	0.500	diatriba
idiot	disgust	0.492	idiota
boil	disgust	0.492	bullir
unconscionable	disgust	0.492	inconcebible
disreputable	disgust	0.492	de mala reputació
robber	disgust	0.492	lladre
malign	disgust	0.492	maligne
wreck	disgust	0.492	naufragi
recession	disgust	0.492	recessió
gorge	disgust	0.492	congost
leer	disgust	0.492	llegeix
ill	disgust	0.492	malalt
squirm	disgust	0.492	retorçar-se
raging	disgust	0.484	furiós
servile	disgust	0.484	servil
mess	disgust	0.484	embolic
nappy	disgust	0.484	bolquer
possessed	disgust	0.484	posseït
unbearable	disgust	0.484	insuportable
occult	disgust	0.484	ocult
contraband	disgust	0.484	contraban
snarl	disgust	0.484	grunyir
mutiny	disgust	0.484	motí
mad	disgust	0.484	boig
affliction	disgust	0.484	aflicció
stain	disgust	0.484	taca
animosity	disgust	0.484	animositat
contempt	disgust	0.484	menyspreu
tramp	disgust	0.484	vagabund
nepotism	disgust	0.484	nepotisme
disrespectful	disgust	0.484	irrespectuós
defamation	disgust	0.484	difamació
inexcusable	disgust	0.484	inexcusable
aversation	disgust	0.484	aversió
wasteful	disgust	0.484	malbaratador
offender	disgust	0.484	delinqüent
subjugation	disgust	0.484	submissió
illegality	disgust	0.477	il·legalitat
dismal	disgust	0.477	trist
criminal	disgust	0.477	criminal
unpleasant	disgust	0.477	desagradable
palsy	disgust	0.477	paràlisi
antagonistic	disgust	0.477	antagònic
pathetic	disgust	0.477	patètic
uncaring	disgust	0.477	indiferent
suppression	disgust	0.477	supressió
immorality	disgust	0.477	immoralitat
mockery	disgust	0.477	burla
outrage	disgust	0.469	indignació
mocking	disgust	0.469	burlant
wallow	disgust	0.469	revolcar-se
cough	disgust	0.469	tos
arrogant	disgust	0.469	arrogant
angry	disgust	0.469	enfadat
poverty	disgust	0.469	pobresa
grating	disgust	0.469	reixa
livid	disgust	0.469	lívid
aggravation	disgust	0.469	agreujament
repellent	disgust	0.469	repel·lent
perspiration	disgust	0.469	transpiració
banishment	disgust	0.469	desterrament
furious	disgust	0.469	furiós
shoddy	disgust	0.469	de mala qualitat
banshee	disgust	0.469	banshee
deceive	disgust	0.461	enganyar
fool	disgust	0.461	ximple
quack	disgust	0.461	cuac
distorted	disgust	0.461	distorsionat
spider	disgust	0.461	aranya
unjustifiable	disgust	0.461	injustificable
deplore	disgust	0.461	deplorar
spurious	disgust	0.461	espuria
perdition	disgust	0.461	perdició
muddy	disgust	0.461	fangós
fraudulent	disgust	0.461	fraudulent
scar	disgust	0.461	cicatriu
prick	disgust	0.461	punxada
insulting	disgust	0.461	insultant
plunder	disgust	0.461	saqueig
recklessness	disgust	0.461	imprudència
stigma	disgust	0.453	estigma
disparage	disgust	0.453	menysprear
unthinkable	disgust	0.453	impensable
disingenuous	disgust	0.453	falses
bane	disgust	0.453	maledicció
dishonest	disgust	0.453	deshonest
aphid	disgust	0.453	pugó
elimination	disgust	0.453	eliminació
cur	disgust	0.453	cur
selfish	disgust	0.453	egoista
