English Word	Emotion	Emotion-Intensity-Score	Korean Word
holiday	anticipation	0.672	휴일
crescendo	anticipation	0.672	진전
celebrating	anticipation	0.672	축하
wishful	anticipation	0.672	탐내는
waiting	anticipation	0.664	대기 중
invitation	anticipation	0.664	초대
rescue	anticipation	0.664	구조하다
impending	anticipation	0.664	절박한
winning	anticipation	0.664	승리
craving	anticipation	0.664	갈망
winnings	anticipation	0.664	상금
triumph	anticipation	0.664	승리
orgasm	anticipation	0.664	오르가슴
marriage	anticipation	0.656	결혼
bridal	anticipation	0.656	신부
victory	anticipation	0.656	승리
courtship	anticipation	0.656	구애
gain	anticipation	0.656	얻다
aspiring	anticipation	0.656	야심찬
strive	anticipation	0.656	애쓰다
reward	anticipation	0.656	보상
celebration	anticipation	0.656	축하
jackpot	anticipation	0.656	공동 자금
bridegroom	anticipation	0.656	신랑
fortune	anticipation	0.656	행운
tomorrow	anticipation	0.648	내일
rising	anticipation	0.648	상승
inheritance	anticipation	0.648	계승
alertness	anticipation	0.648	경보
crowning	anticipation	0.648	더할 나위 없는
aspiration	anticipation	0.648	포부
delivery	anticipation	0.648	배달
opportunity	anticipation	0.648	기회
intrigue	anticipation	0.648	음모
prescient	anticipation	0.648	미리 아는
treasure	anticipation	0.648	보물
erotic	anticipation	0.641	에로틱
revolution	anticipation	0.641	혁명
launch	anticipation	0.641	시작하다
reckoning	anticipation	0.641	계산
prognosis	anticipation	0.641	예지
happiness	anticipation	0.641	행복
celebrated	anticipation	0.641	유명한
receiving	anticipation	0.641	전수
possibility	anticipation	0.641	가능성
expedition	anticipation	0.641	원정
bride	anticipation	0.641	신부
engaged	anticipation	0.641	약속 된
anxious	anticipation	0.641	불안해하는
hype	anticipation	0.641	과대 광고
spectacular	anticipation	0.641	장관을 이루는
award	anticipation	0.641	상
prepare	anticipation	0.633	준비하다
coming	anticipation	0.633	오는
graduation	anticipation	0.633	눈금
destiny	anticipation	0.633	운명
miracle	anticipation	0.633	기적
beware	anticipation	0.633	조심하다
succeed	anticipation	0.633	성공하다
passionate	anticipation	0.633	열렬한
birthday	anticipation	0.633	생신
passion	anticipation	0.633	열정
ominous	anticipation	0.633	불길한
captivate	anticipation	0.633	마음을 사로잡다
vision	anticipation	0.633	전망
delight	anticipation	0.633	기쁨
curious	anticipation	0.633	궁금한
firstborn	anticipation	0.633	맏아들
await	anticipation	0.633	기다리다
triumphant	anticipation	0.625	의기 양양한
escape	anticipation	0.625	탈출하다
optimism	anticipation	0.625	낙천주의
retirement	anticipation	0.625	퇴직
foresee	anticipation	0.625	예견하다
inspiration	anticipation	0.625	영감
ripen	anticipation	0.625	익히다
gift	anticipation	0.625	선물
revival	anticipation	0.625	회복
lust	anticipation	0.625	색욕
risky	anticipation	0.617	위험한
foreboding	anticipation	0.617	예언
bloom	anticipation	0.617	꽃
verge	anticipation	0.617	가장자리
embrace	anticipation	0.617	포옹하다
destined	anticipation	0.617	향하는
surprisingly	anticipation	0.617	놀랍게도
ambition	anticipation	0.617	큰 뜻
simmering	anticipation	0.617	끓는
enchanting	anticipation	0.617	매혹적인
foresight	anticipation	0.617	선견
lookout	anticipation	0.609	임무
anxiety	anticipation	0.609	불안
forecast	anticipation	0.609	예측
seductive	anticipation	0.609	매혹적인
bonus	anticipation	0.609	보너스
succeeding	anticipation	0.609	성공
matrimony	anticipation	0.609	결혼
magical	anticipation	0.609	마법 같은
alerts	anticipation	0.609	경고
winner	anticipation	0.602	우승자
applicant	anticipation	0.602	응모자
fulfillment	anticipation	0.602	이행
deserve	anticipation	0.602	~ 받을 만하다
inspire	anticipation	0.602	고무하다
foreseen	anticipation	0.602	예견된
intended	anticipation	0.602	예정된
boomerang	anticipation	0.602	부메랑
picnic	anticipation	0.602	피크닉
longing	anticipation	0.602	갈망
revenge	anticipation	0.602	복수
success	anticipation	0.602	성공
diagnosis	anticipation	0.602	진단
visionary	anticipation	0.602	공상가
prophetic	anticipation	0.602	예언적인
entertaining	anticipation	0.602	재미있는
nervous	anticipation	0.602	불안한
illuminate	anticipation	0.594	비추다
accelerate	anticipation	0.594	가속하다
advent	anticipation	0.594	출현
romance	anticipation	0.594	로맨스
result	anticipation	0.594	결과
arrive	anticipation	0.594	도착하다
momentum	anticipation	0.594	기세
buzz	anticipation	0.594	버저 소리
rekindle	anticipation	0.594	다시 불을 붙이다
preparedness	anticipation	0.594	준비
acquiring	anticipation	0.594	획득
luck	anticipation	0.594	운
marry	anticipation	0.594	결혼하다
predict	anticipation	0.589	예측하다
money	anticipation	0.586	돈
auspices	anticipation	0.586	원조
uplift	anticipation	0.586	융기
fiesta	anticipation	0.586	축제
enjoying	anticipation	0.586	즐기는
preparation	anticipation	0.586	준비
raffle	anticipation	0.586	래플
investigation	anticipation	0.586	조사
progression	anticipation	0.586	진행
overdue	anticipation	0.586	연체
crave	anticipation	0.586	갈망하다
impatient	anticipation	0.586	짜증난
enthusiast	anticipation	0.586	열성가
flirt	anticipation	0.586	바람둥이
seek	anticipation	0.586	찾다. 목표물 탐색
sequel	anticipation	0.586	계속
presumption	anticipation	0.586	가정
delightful	anticipation	0.586	매우 기쁜
gambling	anticipation	0.586	도박
immerse	anticipation	0.586	잠그다
endeavor	anticipation	0.586	노력
experiment	anticipation	0.580	실험
enjoy	anticipation	0.578	즐겨
completing	anticipation	0.578	완료
clamor	anticipation	0.578	외치다
angling	anticipation	0.578	낚시
majestic	anticipation	0.578	위엄 있는
divination	anticipation	0.578	점
transcendence	anticipation	0.578	초월
thriving	anticipation	0.578	번성
excavation	anticipation	0.578	발굴
thirst	anticipation	0.578	갈증
remedy	anticipation	0.578	치료
harvest	anticipation	0.578	수확하다
risk	anticipation	0.578	위험
healing	anticipation	0.578	치유
heavenly	anticipation	0.578	천국 같은
inviting	anticipation	0.578	초대
precarious	anticipation	0.578	믿을 수 없는
attainable	anticipation	0.578	이를 수 있는
blessing	anticipation	0.578	축복
prosper	anticipation	0.578	번영하다
tease	anticipation	0.570	놀리다
plan	anticipation	0.570	계획
sweetheart	anticipation	0.570	여보
zest	anticipation	0.570	풍미
magnificence	anticipation	0.570	웅대
ultimate	anticipation	0.570	궁극적인
emancipation	anticipation	0.570	해방
restlessness	anticipation	0.570	안절부절
finally	anticipation	0.570	마지막으로
intimate	anticipation	0.570	친밀한
omen	anticipation	0.570	전조
matchmaker	anticipation	0.570	결혼 중매인
gambler	anticipation	0.570	노름꾼
prospectively	anticipation	0.570	전향적으로
dare	anticipation	0.570	도전
warned	anticipation	0.570	경고
invite	anticipation	0.570	초대
mysterious	anticipation	0.562	신비한
accolade	anticipation	0.562	영예
lover	anticipation	0.562	애인
expose	anticipation	0.562	폭로하다
enchant	anticipation	0.562	호리다
attempt	anticipation	0.562	시도
festival	anticipation	0.562	제전
exalt	anticipation	0.562	높이다
rejoice	anticipation	0.562	기쁘게 하다
independence	anticipation	0.562	독립
expected	anticipation	0.562	예상되는
fanfare	anticipation	0.562	과시
immortality	anticipation	0.562	불사
quicken	anticipation	0.562	빠르게 하다
parade	anticipation	0.562	퍼레이드
fun	anticipation	0.562	재미있는
predilection	anticipation	0.562	편애
champion	anticipation	0.562	챔피언
forewarned	anticipation	0.562	미리 경고
hypothesis	anticipation	0.562	가설
trophy	anticipation	0.562	트로피
shopping	anticipation	0.555	쇼핑
salvation	anticipation	0.555	구원
feeling	anticipation	0.555	감정
speculative	anticipation	0.555	위험한
oracle	anticipation	0.555	신탁
heroism	anticipation	0.555	영웅적 자질
boisterous	anticipation	0.555	거친
grasping	anticipation	0.555	붙잡는
uneasiness	anticipation	0.555	불안
curiosity	anticipation	0.555	호기심
happy	anticipation	0.555	행복하다
rejoicing	anticipation	0.555	기쁨
fate	anticipation	0.555	운명
liberty	anticipation	0.555	자유
unfold	anticipation	0.555	펴다
amour	anticipation	0.555	정사
lovely	anticipation	0.555	사랑스러운
splendor	anticipation	0.555	화려
grow	anticipation	0.555	자라다
glimmer	anticipation	0.547	희미한 빛
incite	anticipation	0.547	선동하다
abundance	anticipation	0.547	풍부
resultant	anticipation	0.547	결과적인
probability	anticipation	0.547	개연성
recreational	anticipation	0.547	레크리에이션
glory	anticipation	0.547	영광
agape	anticipation	0.547	입을 딱 벌리고
delighted	anticipation	0.547	아주 기뻐하는
changeable	anticipation	0.547	변하기 쉬운
convergence	anticipation	0.547	수렴
bountiful	anticipation	0.547	풍부한
warn	anticipation	0.547	경고하다
monetary	anticipation	0.547	통화의
sorcery	anticipation	0.547	마법
morrow	anticipation	0.547	이튿날
apprehensive	anticipation	0.547	불안한
hungry	anticipation	0.547	굶주린
vote	anticipation	0.547	투표
suspicious	anticipation	0.547	의심스러운
pray	anticipation	0.547	기도하다
leisure	anticipation	0.547	여가
hunting	anticipation	0.539	수렵
sensual	anticipation	0.539	관능적 인
tempest	anticipation	0.539	대소동
auction	anticipation	0.539	경매
ballot	anticipation	0.539	투표권
grandchildren	anticipation	0.539	손자
hankering	anticipation	0.539	열망
entertainment	anticipation	0.539	오락
merge	anticipation	0.539	병합
exceed	anticipation	0.539	초과하다
vindication	anticipation	0.539	옹호
blessings	anticipation	0.539	축복
inquiry	anticipation	0.539	문의
bounty	anticipation	0.539	하사품
worrying	anticipation	0.539	걱정
contingent	anticipation	0.539	대표단
glad	anticipation	0.536	기쁜
harbinger	anticipation	0.531	선구자
magnificent	anticipation	0.531	웅장한
virginity	anticipation	0.531	처녀성
stealthy	anticipation	0.531	은밀한
appeal	anticipation	0.531	항소
forming	anticipation	0.531	형성
celestial	anticipation	0.531	천체의
raving	anticipation	0.531	미쳐 날뛰는
deliverance	anticipation	0.531	구출
feat	anticipation	0.531	위업
cheer	anticipation	0.531	환호
responsive	anticipation	0.531	반응하는
hurried	anticipation	0.531	서둘러
betrothed	anticipation	0.531	약혼자
overthrow	anticipation	0.531	타도
spirits	anticipation	0.531	주정
dread	anticipation	0.531	공포
visitor	anticipation	0.531	방문객
wait	anticipation	0.523	기다리다
revive	anticipation	0.523	소생하다
watch	anticipation	0.523	보다
hunter	anticipation	0.523	사냥꾼
radiance	anticipation	0.523	발광
planning	anticipation	0.523	계획
germination	anticipation	0.523	발아
competition	anticipation	0.523	경쟁
preparatory	anticipation	0.523	준비
prognostic	anticipation	0.523	전조
beaming	anticipation	0.523	빛나는
cheery	anticipation	0.523	기분 좋은
prevail	anticipation	0.523	만연하다
importance	anticipation	0.523	중요성
notification	anticipation	0.523	공고
explosive	anticipation	0.523	폭발물
pleasant	anticipation	0.523	즐거운
ultimately	anticipation	0.523	궁극적으로
child	anticipation	0.523	어린이
haste	anticipation	0.523	서두름
prophet	anticipation	0.523	예언자
recreation	anticipation	0.516	휴양
present	anticipation	0.516	현재
time	anticipation	0.516	시각
sensuality	anticipation	0.516	호색
owing	anticipation	0.516	빚진
loom	anticipation	0.516	직조기
begun	anticipation	0.516	시작된
salary	anticipation	0.516	샐러리
celebrity	anticipation	0.516	유명 인사
treat	anticipation	0.516	치료하다
chocolate	anticipation	0.516	초콜릿
caution	anticipation	0.516	주의
fermentation	anticipation	0.516	발효
uncontrollable	anticipation	0.516	통제할 수 없는
precious	anticipation	0.516	귀중한
compensate	anticipation	0.516	보상하다
endanger	anticipation	0.516	위태롭게
renovation	anticipation	0.516	혁신
signify	anticipation	0.508	의미하다
vigilance	anticipation	0.508	각성
prerequisite	anticipation	0.508	전제 조건
perfection	anticipation	0.508	완전
cultivate	anticipation	0.508	기르다
develop	anticipation	0.508	개발하다
cue	anticipation	0.508	큐
exigent	anticipation	0.508	긴급
transitional	anticipation	0.508	과도기
commemoration	anticipation	0.508	기념
intermission	anticipation	0.508	중지
elevation	anticipation	0.508	높이
infant	anticipation	0.508	유아
practise	anticipation	0.508	관행
contemplation	anticipation	0.508	묵상
dreadful	anticipation	0.508	무서운
wilderness	anticipation	0.508	황야
horizon	anticipation	0.508	수평선
sneaking	anticipation	0.500	몰래
uphill	anticipation	0.500	고개 위로
puppy	anticipation	0.500	강아지
blindfold	anticipation	0.500	눈가리개
unbridled	anticipation	0.500	고삐 풀린
horoscope	anticipation	0.500	점성
airport	anticipation	0.500	공항
reconciliation	anticipation	0.500	화해
advocacy	anticipation	0.500	옹호
litigate	anticipation	0.500	소송하다
sunny	anticipation	0.500	맑은
intuitively	anticipation	0.500	직관적으로
hero	anticipation	0.500	영웅
ardent	anticipation	0.500	불타는
commemorate	anticipation	0.500	기념하다
romantic	anticipation	0.500	로맨틱
doomsday	anticipation	0.500	최후의 날
ready	anticipation	0.500	준비가 된
nascent	anticipation	0.500	초기
invocation	anticipation	0.500	기도
depart	anticipation	0.500	출발
undisclosed	anticipation	0.500	비공개
attendance	anticipation	0.500	출석
peril	anticipation	0.500	위험
income	anticipation	0.500	소득
calculation	anticipation	0.500	계산
zeal	anticipation	0.500	열성
eventuality	anticipation	0.500	궁극
favorable	anticipation	0.500	유리한
utopian	anticipation	0.500	유토피아
swim	anticipation	0.500	수영
proceeding	anticipation	0.492	진행
eventual	anticipation	0.492	어쩌면 일어날 수도 있는
heyday	anticipation	0.492	전성기
undertaking	anticipation	0.492	사업
improvise	anticipation	0.492	즉흥적으로
inauguration	anticipation	0.492	취임
consequent	anticipation	0.492	당연한 결과
perspective	anticipation	0.492	관점
defense	anticipation	0.492	방어
repay	anticipation	0.492	갚다
gaping	anticipation	0.492	갈라지는
youth	anticipation	0.492	청소년
parole	anticipation	0.492	맹세
worry	anticipation	0.492	걱정하다
bless	anticipation	0.492	신을 하다
restorative	anticipation	0.492	강장제
court	anticipation	0.492	법원
highest	anticipation	0.491	제일 높은
shortly	anticipation	0.484	곧
auspicious	anticipation	0.484	길조
princely	anticipation	0.484	왕자 다운
correspondence	anticipation	0.484	일치
generosity	anticipation	0.484	관대
sparkle	anticipation	0.484	불꽃
voluptuous	anticipation	0.484	기분 좋은
happen	anticipation	0.484	일어나다
tremor	anticipation	0.484	떨림
letter	anticipation	0.484	편지
vow	anticipation	0.484	맹세
sharpen	anticipation	0.484	갈다
duel	anticipation	0.484	결투
conjure	anticipation	0.484	상상하다
threaten	anticipation	0.484	위협하다
god	anticipation	0.484	하느님
engulf	anticipation	0.484	삼키다
unexplained	anticipation	0.484	설명할 수 없는
contagion	anticipation	0.484	전염병
glorify	anticipation	0.477	영화 롭게하다
submit	anticipation	0.477	제출하다
enroll	anticipation	0.477	싸다
unification	anticipation	0.477	통일
gravitate	anticipation	0.477	끌리다
glide	anticipation	0.477	활주
accompaniment	anticipation	0.477	반주
cherish	anticipation	0.477	아끼다
adore	anticipation	0.477	숭배하다
powerful	anticipation	0.477	강한
clue	anticipation	0.477	단서
medal	anticipation	0.477	메달
contemplate	anticipation	0.477	숙고하다
perilous	anticipation	0.477	위험한
determinate	anticipation	0.477	한정된
arbitration	anticipation	0.477	중재
recipient	anticipation	0.477	받는 사람
onset	anticipation	0.477	습격
predispose	anticipation	0.477	영향을 미치다
score	anticipation	0.477	점수
torture	anticipation	0.477	고문
glow	anticipation	0.477	불타는 듯한 빛깔
praiseworthy	anticipation	0.473	기특한
football	anticipation	0.469	축구
scare	anticipation	0.469	공황
elite	anticipation	0.469	엘리트
unknown	anticipation	0.469	알려지지 않은
precursor	anticipation	0.469	전구 물질
pry	anticipation	0.469	캐내다
providing	anticipation	0.469	제공
sweets	anticipation	0.469	과자
cautious	anticipation	0.469	조심성 있는
opera	anticipation	0.469	오페라
motion	anticipation	0.469	운동
cash	anticipation	0.469	현금
creeping	anticipation	0.469	포복
invoke	anticipation	0.469	부르다
star	anticipation	0.469	별
shaky	anticipation	0.469	흔들리는
production	anticipation	0.469	생산
successful	anticipation	0.469	성공적인
immediately	anticipation	0.469	즉시
dawn	anticipation	0.469	새벽
starry	anticipation	0.469	별이 빛나는
unsurpassed	anticipation	0.469	이겨낼 사람 없는
completion	anticipation	0.469	완성
hire	anticipation	0.469	고용하다
fete	anticipation	0.469	축제
commemorative	anticipation	0.461	기념품
shining	anticipation	0.461	빛나는
testament	anticipation	0.461	성서
pay	anticipation	0.461	지불
alive	anticipation	0.461	살아 있는
plight	anticipation	0.461	상태
preliminary	anticipation	0.461	예비의
overture	anticipation	0.461	서장
sanctuary	anticipation	0.461	성역
regatta	anticipation	0.461	요트 경주
draft	anticipation	0.461	초안
synchronize	anticipation	0.461	동기화
soundness	anticipation	0.461	건강
extricate	anticipation	0.461	구해 내다
excel	anticipation	0.461	뛰어나다
punt	anticipation	0.461	펀트
untold	anticipation	0.461	헤아릴 수 없는
brilliant	anticipation	0.461	훌륭한
cheerfulness	anticipation	0.461	쾌활함
jeopardy	anticipation	0.461	위험
friendly	anticipation	0.461	친숙한
mail	anticipation	0.461	우편
unexpected	anticipation	0.453	예기치 않은
basketball	anticipation	0.453	농구
inaugural	anticipation	0.453	취임
supremacy	anticipation	0.453	최고
rehabilitation	anticipation	0.453	복권
intimately	anticipation	0.453	친밀하게
career	anticipation	0.453	직업
prevention	anticipation	0.453	방지
renovate	anticipation	0.453	새롭게 하다
compliment	anticipation	0.453	칭찬
prologue	anticipation	0.453	프롤로그
elegance	anticipation	0.453	우아
complement	anticipation	0.453	보어
flinch	anticipation	0.453	주춤하다
infinity	anticipation	0.453	무한대
perpetuity	anticipation	0.453	영속
sunset	anticipation	0.453	일몰
improve	anticipation	0.453	개선하다
fitting	anticipation	0.445	장착
confidence	anticipation	0.445	신뢰
concealment	anticipation	0.445	은폐
sweet	anticipation	0.445	달콤한
perfect	anticipation	0.445	완벽한
epidemic	anticipation	0.445	감염병 유행
fain	anticipation	0.445	기꺼이
volunteer	anticipation	0.445	자원 봉사자
share	anticipation	0.445	공유하다
surround	anticipation	0.445	둘러 싸다
conjecture	anticipation	0.445	어림짐작
sun	anticipation	0.445	태양
veracity	anticipation	0.445	정확성
serial	anticipation	0.438	연속물
angel	anticipation	0.438	천사
aloha	anticipation	0.438	알로하
saint	anticipation	0.438	성자
tickle	anticipation	0.438	간지럼
superstitious	anticipation	0.438	미신적인
ferment	anticipation	0.438	효소
conservation	anticipation	0.438	보존
devout	anticipation	0.438	독실한
respect	anticipation	0.438	존경
reconstruction	anticipation	0.438	재건
goodness	anticipation	0.438	선량
reconstruct	anticipation	0.438	재구성하다
faith	anticipation	0.438	믿음
recombination	anticipation	0.438	재조합
prepared	anticipation	0.438	준비된
rabid	anticipation	0.438	맹렬한
plea	anticipation	0.438	항변
medical	anticipation	0.438	의료
passenger	anticipation	0.438	승객
charitable	anticipation	0.430	자비로운
tabulate	anticipation	0.430	표로 만들다
peace	anticipation	0.430	평화
install	anticipation	0.430	설치
serenity	anticipation	0.430	평온
venerable	anticipation	0.430	오래된
spa	anticipation	0.430	온천
labyrinth	anticipation	0.430	미궁
luscious	anticipation	0.430	감미로운
perpetuate	anticipation	0.430	영속시키다
strategist	anticipation	0.430	전략가
unverified	anticipation	0.430	검증되지 않은
tribunal	anticipation	0.430	법정
clap	anticipation	0.430	박수
peaceful	anticipation	0.422	평화로운
patience	anticipation	0.422	인내심
unresolved	anticipation	0.422	미해결
worship	anticipation	0.422	예배
edification	anticipation	0.422	교화
oasis	anticipation	0.422	오아시스
grin	anticipation	0.422	이를 드러내고 웃다
revere	anticipation	0.422	존경하다
candid	anticipation	0.422	솔직한
vista	anticipation	0.422	추억
conspirator	anticipation	0.422	공모자
adrift	anticipation	0.422	떠돌아
recognizable	anticipation	0.422	확인할 수 있는
volatility	anticipation	0.422	휘발성
forestall	anticipation	0.422	앞서다
laughter	anticipation	0.422	웃음
continue	anticipation	0.414	계속하다
ongoing	anticipation	0.414	전진
astrologer	anticipation	0.414	점성가
mediate	anticipation	0.414	중재하다
punctual	anticipation	0.414	시간을 엄수
grant	anticipation	0.414	승인하다
morn	anticipation	0.414	아침
pretty	anticipation	0.414	예쁜
withstand	anticipation	0.414	버티다
frisky	anticipation	0.414	상쾌한
thought	anticipation	0.414	생각
probation	anticipation	0.414	집행 유예
ordination	anticipation	0.414	안수
calls	anticipation	0.414	전화
detainee	anticipation	0.414	억류자
craps	anticipation	0.414	크랩
weigh	anticipation	0.414	달다
proficiency	anticipation	0.414	진보
sing	anticipation	0.411	노래
continuation	anticipation	0.406	계속
university	anticipation	0.406	대학교
chicane	anticipation	0.406	발뺌
nurture	anticipation	0.406	양육하다
mother	anticipation	0.406	어머니
punished	anticipation	0.406	처벌
twinkle	anticipation	0.406	눈빛
confession	anticipation	0.406	고백
outdo	anticipation	0.406	아웃도
prophylactic	anticipation	0.406	예방적
proud	anticipation	0.406	자랑스러운
midwife	anticipation	0.406	산파
wizard	anticipation	0.406	마법사
headlight	anticipation	0.406	전조등
long	anticipation	0.406	긴
banquet	anticipation	0.406	연회
comfort	anticipation	0.406	편안
navigable	anticipation	0.406	항해 가능한
subscribe	anticipation	0.406	구독하다
opponent	anticipation	0.406	상대
debenture	anticipation	0.406	회사채
deal	anticipation	0.402	거래
symphony	anticipation	0.398	교향곡
saintly	anticipation	0.398	성스럽게
judiciary	anticipation	0.398	사법부
lettered	anticipation	0.398	글자
vigil	anticipation	0.398	철야 기도
reliance	anticipation	0.398	신뢰
distracting	anticipation	0.398	산만
mortification	anticipation	0.398	고행
balm	anticipation	0.398	향유
simmer	anticipation	0.398	끓이다
top	anticipation	0.398	맨 위
obliging	anticipation	0.398	기꺼이 남을 돌봐 주는
efficient	anticipation	0.398	효율적인
guillotine	anticipation	0.398	기요틴
representing	anticipation	0.398	대표하는
death	anticipation	0.398	죽음
assurance	anticipation	0.391	보증
familiarity	anticipation	0.391	정통
depraved	anticipation	0.391	타락한
condemnation	anticipation	0.391	비난
undoubted	anticipation	0.391	의심의 여지가 없는
sanctify	anticipation	0.391	거룩하게 하다
diplomacy	anticipation	0.391	외교
antidote	anticipation	0.391	해독제
trust	anticipation	0.391	신뢰하다
linger	anticipation	0.391	질질 끌게 하다
objective	anticipation	0.391	목적
chuckle	anticipation	0.391	킬킬 웃음
poke	anticipation	0.391	찌름
abeyance	anticipation	0.391	중지
maternal	anticipation	0.391	산모
art	anticipation	0.391	미술
unfulfilled	anticipation	0.391	충족되지 않은
inoculation	anticipation	0.384	접종
simplify	anticipation	0.383	단순화
depend	anticipation	0.383	의존하다
chant	anticipation	0.383	성가
ram	anticipation	0.383	램
banger	anticipation	0.383	소시지
playground	anticipation	0.383	운동장
labor	anticipation	0.383	노동
scientist	anticipation	0.383	과학자
good	anticipation	0.383	좋은
humanitarian	anticipation	0.383	인도적
failing	anticipation	0.383	실패
hap	anticipation	0.383	우연
dutiful	anticipation	0.383	충실한
hymn	anticipation	0.383	찬송가
ship	anticipation	0.383	배
discretion	anticipation	0.383	재량
undecided	anticipation	0.383	미정
gradual	anticipation	0.375	점진적
navigator	anticipation	0.375	항해자
track	anticipation	0.375	길
cradle	anticipation	0.375	요람
sterling	anticipation	0.375	영화
interim	anticipation	0.375	연결되는 기간 동안
clock	anticipation	0.375	시계
mountain	anticipation	0.375	산
interminable	anticipation	0.375	끝없는
public	anticipation	0.375	공공의
recurrent	anticipation	0.375	재발
savor	anticipation	0.375	맛
abide	anticipation	0.367	머물다
concealed	anticipation	0.367	숨기는
spear	anticipation	0.367	창
lesson	anticipation	0.367	수업
instructions	anticipation	0.367	지침
sonar	anticipation	0.367	소나
biennial	anticipation	0.367	격년제
convince	anticipation	0.367	확신시키다
whim	anticipation	0.367	변덕
shiver	anticipation	0.367	떨다
towering	anticipation	0.367	높이 솟은
musical	anticipation	0.367	뮤지컬
offset	anticipation	0.359	오프셋
theory	anticipation	0.359	이론
theology	anticipation	0.359	신학
undying	anticipation	0.359	죽지 않는
timidity	anticipation	0.359	소심
plump	anticipation	0.359	통통한
atone	anticipation	0.359	속죄하다
audience	anticipation	0.357	청중
dietary	anticipation	0.352	다이어트
consecration	anticipation	0.352	헌신
localize	anticipation	0.352	현지화
paragon	anticipation	0.352	모범
store	anticipation	0.352	가게
farm	anticipation	0.352	농장
daily	anticipation	0.352	일일
cramp	anticipation	0.352	쥐
nobility	anticipation	0.352	귀족
closure	anticipation	0.352	폐쇄
edition	anticipation	0.352	판
kindred	anticipation	0.352	혈연
stripped	anticipation	0.344	벗겨진
errand	anticipation	0.344	심부름
archaeology	anticipation	0.344	고고학
mutable	anticipation	0.344	변하기 쉬운
wireless	anticipation	0.344	무선 전화
meditate	anticipation	0.344	꾀하다
mobile	anticipation	0.344	이동하는
germ	anticipation	0.336	세균
brotherly	anticipation	0.336	형제 같은
lessen	anticipation	0.336	적게 하다
unbeaten	anticipation	0.336	매 맞지 않은
pare	anticipation	0.336	깎아 다듬다
buddy	anticipation	0.336	친구
unaccountable	anticipation	0.336	책임질 수 없는
dove	anticipation	0.328	비둘기
patient	anticipation	0.328	인내심 있는
secular	anticipation	0.328	속가
digress	anticipation	0.328	탈선
chastity	anticipation	0.328	순결
council	anticipation	0.328	이사회
olfactory	anticipation	0.328	후각
ribbon	anticipation	0.328	리본
possess	anticipation	0.328	붙잡다
disposed	anticipation	0.320	처분
scrutinize	anticipation	0.320	자세히 보다
immature	anticipation	0.320	미성숙
mediator	anticipation	0.320	중재인
regularity	anticipation	0.320	정격
cove	anticipation	0.320	후미
infanticide	anticipation	0.320	영아 살해
paddle	anticipation	0.320	외륜
heft	anticipation	0.320	무게
fancy	anticipation	0.320	팬시한
preservative	anticipation	0.320	예방법
unpublished	anticipation	0.312	널리 알려지지 않은
church	anticipation	0.312	교회
bugle	anticipation	0.312	나팔
grim	anticipation	0.312	암울한
denying	anticipation	0.312	부정
analyst	anticipation	0.312	분석자
judicial	anticipation	0.305	사법
priesthood	anticipation	0.305	사제직
broadside	anticipation	0.305	현측
mill	anticipation	0.305	밀
dismay	anticipation	0.297	당황
cap	anticipation	0.297	캡
thermocouple	anticipation	0.297	열전대
tributary	anticipation	0.297	지류
instructor	anticipation	0.297	강사
exhaustion	anticipation	0.297	피로
saliva	anticipation	0.297	타액
cataract	anticipation	0.289	백내장
network	anticipation	0.289	회로망
visor	anticipation	0.289	챙
shackle	anticipation	0.289	걸쇠
wont	anticipation	0.289	습관
addresses	anticipation	0.289	구애
discreet	anticipation	0.289	신중한
noncompliance	anticipation	0.289	비준수
bruise	anticipation	0.289	타박상
homeless	anticipation	0.289	노숙자
astronomer	anticipation	0.281	천문학자
skewed	anticipation	0.281	비뚤어진
neighbor	anticipation	0.281	이웃
holiness	anticipation	0.273	신성한 것
devil	anticipation	0.273	악마
picket	anticipation	0.273	피켓
sentence	anticipation	0.273	문장
latent	anticipation	0.273	숨어있는
cream	anticipation	0.273	크림
immaturity	anticipation	0.273	미숙
habitual	anticipation	0.266	습관적인
morals	anticipation	0.266	수신
neighborhood	anticipation	0.266	이웃
lull	anticipation	0.266	달래다
bye	anticipation	0.258	안녕
weight	anticipation	0.258	무게
organ	anticipation	0.250	오르간
clown	anticipation	0.250	시골뜨기
forearm	anticipation	0.250	전완
commonplace	anticipation	0.242	평범한
quote	anticipation	0.242	인용하다
rail	anticipation	0.234	레일
dictatorship	anticipation	0.234	절대권
treadmill	anticipation	0.234	밟아 돌리는 바퀴
board	anticipation	0.234	판자
tree	anticipation	0.227	나무
sundial	anticipation	0.227	해시계
paralysis	anticipation	0.211	마비
cement	anticipation	0.203	시멘트
worm	anticipation	0.203	벌레
organization	anticipation	0.203	조직
lagging	anticipation	0.180	보온재
neutral	anticipation	0.148	중립적
cannibalism	disgust	0.953	식인 풍습
mutilation	disgust	0.930	절단
molestation	disgust	0.914	방해
incest	disgust	0.914	근친 상간
rape	disgust	0.906	강간
gonorrhea	disgust	0.906	임질
cannibal	disgust	0.898	식인종
rot	disgust	0.891	썩음
corpse	disgust	0.883	시체
massacre	disgust	0.883	대학살
excrement	disgust	0.883	배설물
barf	disgust	0.875	바프
slaughter	disgust	0.875	학살
slaughterhouse	disgust	0.867	도살장
incestuous	disgust	0.859	근친상간
