English Word	Emotion	Emotion-Intensity-Score	Slovak Word
deterioration	disgust	0.719	zhoršenie
contagion	disgust	0.719	nákaza
vicious	disgust	0.719	zhubný
disfigured	disgust	0.719	znetvorený
pungent	disgust	0.719	štipľavý
gross	disgust	0.719	hrubý
bloodshed	disgust	0.714	krviprelievanie
gag	disgust	0.711	roubík
pollute	disgust	0.711	znečisťovať
nausea	disgust	0.711	nevoľnosť
tyrant	disgust	0.711	tyran
wretched	disgust	0.711	biedny
mortification	disgust	0.711	umŕtvovanie
violent	disgust	0.711	násilný
poisoned	disgust	0.711	otrávený
nauseate	disgust	0.703	nevoľnosť
slimy	disgust	0.703	slizký
grope	disgust	0.703	tápať
slut	disgust	0.703	pobehlica
nasty	disgust	0.703	škaredý
disgusting	disgust	0.703	hnusné
depraved	disgust	0.703	skazený
porn	disgust	0.703	porno
hateful	disgust	0.703	nenávistný
vulgarity	disgust	0.703	vulgárnosť
noxious	disgust	0.703	škodlivý
grime	disgust	0.703	špina
constipation	disgust	0.703	zápcha
secretion	disgust	0.703	sekrétu
poisoning	disgust	0.703	otravy
despotism	disgust	0.703	despotizmus
measles	disgust	0.696	osýpky
contagious	disgust	0.695	nákazlivý
obesity	disgust	0.695	obezita
wart	disgust	0.695	bradavice
hate	disgust	0.695	nenávidieť
hellish	disgust	0.695	pekelný
scum	disgust	0.695	spodina
suicidal	disgust	0.695	samovražedné
wretch	disgust	0.695	úbohý
abuse	disgust	0.695	zneužívanie
waste	disgust	0.695	mrhať
intestinal	disgust	0.695	črevné
heartworm	disgust	0.688	srdcovka
ooze	disgust	0.688	vytekať
treason	disgust	0.688	zrada
contaminated	disgust	0.688	kontaminované
smut	disgust	0.688	šmudlo
disease	disgust	0.688	choroba
rabid	disgust	0.688	besný
deformed	disgust	0.680	deformované
hell	disgust	0.680	peklo
soulless	disgust	0.680	bezduchý
cholera	disgust	0.680	cholera
bestial	disgust	0.680	beštiálny
antichrist	disgust	0.680	antikrist
freakish	disgust	0.680	čudný
germ	disgust	0.680	zárodok
detest	disgust	0.680	nenávidieť
pollution	disgust	0.680	znečistenie
grimy	disgust	0.680	špinavý
abhorrent	disgust	0.680	odporný
hatred	disgust	0.680	nenávisť
abominate	disgust	0.680	ohavný
sickness	disgust	0.680	choroba
hideous	disgust	0.672	ohyzdný
dictatorship	disgust	0.672	diktatúra
loathful	disgust	0.672	ohavný
greasy	disgust	0.672	mastný
dilapidated	disgust	0.672	schátralý
inhuman	disgust	0.672	neľudské
loathing	disgust	0.672	nenávisť
obscene	disgust	0.672	obscénne
cess	disgust	0.670	ces
devil	disgust	0.664	diabol
deformity	disgust	0.664	deformácia
nauseous	disgust	0.664	nevoľno
deadly	disgust	0.664	smrteľný
swine	disgust	0.664	sviňa
discrimination	disgust	0.664	diskriminácia
abominable	disgust	0.664	ohavný
masochism	disgust	0.664	masochizmus
heretic	disgust	0.664	heretik
latrines	disgust	0.656	latríny
corruption	disgust	0.656	korupcia
poisonous	disgust	0.656	jedovatý
horror	disgust	0.656	hrôza
nefarious	disgust	0.656	hanebný
bacteria	disgust	0.656	baktérie
horrible	disgust	0.656	strašné
trash	disgust	0.656	smeti
abortion	disgust	0.656	potrat
death	disgust	0.656	smrť
prejudiced	disgust	0.656	predpojatý
poison	disgust	0.656	jed
oppression	disgust	0.656	útlaku
goo	disgust	0.656	dobrý
victimized	disgust	0.656	viktimizované
mange	disgust	0.656	svrab
sludge	disgust	0.648	kal
trashy	disgust	0.648	smetiarsky
vindictive	disgust	0.648	pomstychtivý
horrid	disgust	0.648	hrozné
ugly	disgust	0.648	škaredý
immoral	disgust	0.648	nemorálny
bitch	disgust	0.648	mrcha
outhouse	disgust	0.648	prístavok
detestation	disgust	0.648	nenávisť
horrifying	disgust	0.641	otrasné
laxative	disgust	0.641	laxatívum
unsightly	disgust	0.641	nevzhľadné
derogatory	disgust	0.641	hanlivý
slop	disgust	0.641	slopať
malfeasance	disgust	0.641	protiprávne konanie
spew	disgust	0.641	chrliť
pimple	disgust	0.641	pupienok
criminality	disgust	0.641	kriminality
indecency	disgust	0.641	neslušnosť
cystic	disgust	0.641	cystická
villainous	disgust	0.641	darebný
queasy	disgust	0.633	nevoľnosť
mildew	disgust	0.633	plesnivec
oppressive	disgust	0.633	utláčateľský
prostitution	disgust	0.633	prostitúcia
secrete	disgust	0.633	vylučovať
ulcer	disgust	0.633	vred
rat	disgust	0.633	potkan
bigoted	disgust	0.633	bigotný
perpetrator	disgust	0.633	páchateľ
doomsday	disgust	0.633	súdny deň
sinful	disgust	0.633	hriešny
degrading	disgust	0.625	ponižujúce
ghastly	disgust	0.625	príšerný
suffering	disgust	0.625	utrpenie
obscenity	disgust	0.625	obscénnosť
devilish	disgust	0.625	diabolský
disgraceful	disgust	0.625	hanebné
persecution	disgust	0.625	prenasledovanie
contemptible	disgust	0.625	opovrhnutiahodný
cuckold	disgust	0.625	paroháč
stools	disgust	0.625	stolice
dastardly	disgust	0.625	podlý
sin	disgust	0.625	hriech
gluttony	disgust	0.625	obžerstvo
bloated	disgust	0.625	nafúknutý
fungus	disgust	0.625	huba
aghast	disgust	0.625	zdesený
diaper	disgust	0.617	plienka
malicious	disgust	0.617	zlomyseľný
polygamy	disgust	0.617	mnohoženstvo
dying	disgust	0.617	umieranie
termite	disgust	0.617	termit
fat	disgust	0.617	tuku
deceit	disgust	0.617	zákernosť
atrocious	disgust	0.617	ukrutný
guillotine	disgust	0.617	gilotínu
tetanus	disgust	0.617	tetanus
spoil	disgust	0.617	pokaziť
crusty	disgust	0.617	chrumkavý
sickly	disgust	0.617	chorľavý
louse	disgust	0.617	voš
strangle	disgust	0.617	uškrtiť
betrayal	disgust	0.617	zrada
loathe	disgust	0.617	mať odpor
wench	disgust	0.617	dievča
infect	disgust	0.617	infikovať
violently	disgust	0.609	násilne
brothel	disgust	0.609	bordel
drool	disgust	0.609	slintať
bleeding	disgust	0.609	krvácajúca
deform	disgust	0.609	deformovať
ghetto	disgust	0.609	geto
sabotage	disgust	0.609	sabotáž
venomous	disgust	0.609	jedovatý
abhor	disgust	0.609	nenávidieť
slander	disgust	0.609	ohováranie
hostile	disgust	0.609	nepriateľský
musty	disgust	0.602	zatuchnutý
illicit	disgust	0.602	nedovolené
ugliness	disgust	0.602	škaredosť
unwashed	disgust	0.602	neumyté
swampy	disgust	0.602	močaristá
deprivation	disgust	0.602	deprivácia
poaching	disgust	0.602	pytliactvo
hag	disgust	0.602	ježibaba
infidel	disgust	0.602	neverník
imprisonment	disgust	0.602	uväznenie
traitor	disgust	0.602	zradca
lunacy	disgust	0.602	šialenstvo
queasiness	disgust	0.594	nevoľnosť
hostility	disgust	0.594	nepriateľstvo
repelling	disgust	0.594	odpudzujúce
intoxicated	disgust	0.594	opitý
thug	disgust	0.594	násilník
catastrophe	disgust	0.594	katastrofa
lunatic	disgust	0.594	šialenec
misery	disgust	0.594	bieda
venom	disgust	0.594	jed
butcher	disgust	0.594	mäsiar
toilet	disgust	0.594	toaleta, WC
blister	disgust	0.594	pľuzgier
lurid	disgust	0.594	desný
slug	disgust	0.594	slimák
gut	disgust	0.594	čreva
sinner	disgust	0.594	hriešnik
deceitful	disgust	0.594	klamlivý
epidemic	disgust	0.594	epidémia
deteriorated	disgust	0.586	zhoršené
lavatory	disgust	0.586	záchod
unclean	disgust	0.586	nečistý
prostitute	disgust	0.586	prostitútka
incubus	disgust	0.586	incubus
appalling	disgust	0.586	otrasné
dreadful	disgust	0.586	strašný
pornography	disgust	0.586	pornografia
harass	disgust	0.586	obťažovať
squeamish	disgust	0.578	štipľavý
expulsion	disgust	0.578	vyhostenie
unfaithful	disgust	0.578	neverný
offensive	disgust	0.578	urážlivý
hypocrite	disgust	0.578	pokrytec
humiliating	disgust	0.578	ponižujúce
larceny	disgust	0.578	rozkrádanie
ruinous	disgust	0.578	ničivý
retard	disgust	0.578	retardovať
rash	disgust	0.578	vyrážka
flea	disgust	0.578	blcha
debauchery	disgust	0.578	zhýralosť
fiend	disgust	0.578	diabol
quagmire	disgust	0.578	bažina
conspirator	disgust	0.578	konšpirátor
sick	disgust	0.578	chorý
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	psina
egregious	disgust	0.570	ohavný
flog	disgust	0.570	bičovať
despise	disgust	0.570	opovrhovať
treacherous	disgust	0.570	zradný
oppress	disgust	0.570	utláčať
swamp	disgust	0.570	močiar
messy	disgust	0.570	chaotický
spit	disgust	0.570	pľuvať
dank	disgust	0.570	vlhko
bastard	disgust	0.570	bastard
devastating	disgust	0.570	zničujúce
serpent	disgust	0.570	had
loo	disgust	0.562	hľa
indecent	disgust	0.562	neslušné
insanity	disgust	0.562	šialenstvo
stealing	disgust	0.562	kradnutie
terrible	disgust	0.562	hrozné
tyrannical	disgust	0.562	tyranský
humiliation	disgust	0.562	poníženie
snake	disgust	0.562	had
sloppy	disgust	0.562	nedbalý
sinning	disgust	0.562	hrešiť
harmful	disgust	0.562	škodlivé
harlot	disgust	0.562	smilnica
sordid	disgust	0.562	špinavý
enemy	disgust	0.562	nepriateľa
alcoholism	disgust	0.562	alkoholizmus
awful	disgust	0.562	hrozne
ruthless	disgust	0.562	bezohľadný
scoundrel	disgust	0.562	darebák
bloody	disgust	0.555	krvavý
flabby	disgust	0.555	ochabnutý
odious	disgust	0.555	odporný
beastly	disgust	0.555	zver
collusion	disgust	0.555	tajná dohoda
ridicule	disgust	0.555	výsmech
discriminating	disgust	0.555	diskriminačné
unattractive	disgust	0.555	neatraktívne
insufferable	disgust	0.555	neznesiteľný
segregate	disgust	0.555	segregovať
arsenic	disgust	0.555	arzén
threatening	disgust	0.555	ohrozujúce
atrophy	disgust	0.555	atrofia
varicella	disgust	0.555	varicella
slayer	disgust	0.555	zabijak
distaste	disgust	0.555	nevkus
coward	disgust	0.555	zbabelec
robbery	disgust	0.555	lúpež
wickedness	disgust	0.555	zlomyseľnosť
anathema	disgust	0.547	kliatba
malevolent	disgust	0.547	zlomyseľný
sty	disgust	0.547	chlievik
pillage	disgust	0.547	drancovanie
thief	disgust	0.547	zlodej
suffocating	disgust	0.547	dusivý
condemnation	disgust	0.547	odsúdenie
deleterious	disgust	0.547	škodlivé
slur	disgust	0.547	nadávka
purgatory	disgust	0.547	očistec
attacking	disgust	0.547	útočiace
burglar	disgust	0.547	zlodej
ogre	disgust	0.547	zlobr
coercion	disgust	0.547	nátlaku
vesicular	disgust	0.547	vezikulárny
miserable	disgust	0.547	mizerne
bitterly	disgust	0.547	trpko
sneer	disgust	0.539	posmievať sa
greedy	disgust	0.539	chamtivý
gob	disgust	0.539	hlt
repellant	disgust	0.539	odpudzovač
jealous	disgust	0.539	žiarlivý
drunken	disgust	0.539	opitý
shame	disgust	0.539	hanba
thrash	disgust	0.539	mlátiť
fatty	disgust	0.539	mastný
liar	disgust	0.539	klamár
imprisoned	disgust	0.539	uväznený
sloth	disgust	0.539	lenivosť
repudiation	disgust	0.539	odmietnutie
disgrace	disgust	0.539	hanba
infidelity	disgust	0.539	nevera
pig	disgust	0.539	prasa
lethal	disgust	0.536	smrteľný
burnt	disgust	0.531	spálený
brawl	disgust	0.531	bitka
withered	disgust	0.531	zvädnutý
blemish	disgust	0.531	kaz
hydrocephalus	disgust	0.531	hydrocefalus
aberration	disgust	0.531	aberácie
smuggler	disgust	0.531	pašerák
painful	disgust	0.531	bolestivý
condescension	disgust	0.531	blahosklonnosť
intolerant	disgust	0.531	netolerantný
blasphemous	disgust	0.531	rúhačský
lying	disgust	0.531	klamstvo
hanging	disgust	0.531	visiace
travesty	disgust	0.531	paródia
ruined	disgust	0.531	zničený
intrusive	disgust	0.531	dotieravý
disintegrate	disgust	0.531	rozpadnúť sa
destructive	disgust	0.531	deštruktívne
neurotic	disgust	0.531	neurotický
disparaging	disgust	0.523	znevažujúce
blighted	disgust	0.523	pokazený
intolerance	disgust	0.523	neznášanlivosť
mistress	disgust	0.523	milenka
avarice	disgust	0.523	hrabivosť
disgraced	disgust	0.523	zneuctený
derogation	disgust	0.523	odchýlka
rubbish	disgust	0.523	odpadky
accusation	disgust	0.523	obvinenie
incarceration	disgust	0.523	uväznenie
tortious	disgust	0.516	delikventný
dishonor	disgust	0.516	dehonestovať
stink	disgust	0.516	smrad
grim	disgust	0.516	ponurý
rob	disgust	0.516	okradnúť
defraud	disgust	0.516	podvádzať
sump	disgust	0.516	žumpa
cringe	disgust	0.516	krčiť sa
vulture	disgust	0.516	sup
deplorable	disgust	0.516	poľutovaniahodné
mite	disgust	0.516	roztoč
eradication	disgust	0.516	eradikácia
degrade	disgust	0.516	degradovať
gutter	disgust	0.516	žľab
convict	disgust	0.516	odsúdený
remains	disgust	0.516	zvyšky
betray	disgust	0.516	zradiť
daemon	disgust	0.516	démon
sham	disgust	0.509	predstierať
distasteful	disgust	0.508	nevkusný
prisoner	disgust	0.508	väzeň
dreadfully	disgust	0.508	strašne
worthless	disgust	0.508	bezcenný
crude	disgust	0.508	hrubý
delirium	disgust	0.508	delírium
incurable	disgust	0.508	nevyliečiteľná
smelling	disgust	0.508	zapáchajúci
idiocy	disgust	0.508	idiocie
resentment	disgust	0.508	zášť
bombed	disgust	0.508	bombardovali
blob	disgust	0.508	kvapka
cheat	disgust	0.508	podvádzať
schizophrenia	disgust	0.508	schizofrénie
rejection	disgust	0.508	odmietnutie
belittle	disgust	0.508	bagatelizovať
glut	disgust	0.508	nadbytok
disaster	disgust	0.508	katastrofa
distress	disgust	0.508	tieseň
pest	disgust	0.508	škodca
endemic	disgust	0.508	endemický
theft	disgust	0.500	krádežou
banish	disgust	0.500	vyhnať
mire	disgust	0.500	bahnisko
flagrant	disgust	0.500	flagrantný
derision	disgust	0.500	výsmech
dirt	disgust	0.500	špina
screaming	disgust	0.500	kričať
offense	disgust	0.500	priestupok
jealousy	disgust	0.500	žiarlivosť
bribery	disgust	0.500	podplácanie
polemic	disgust	0.500	polemika
blight	disgust	0.500	pleseň
impeach	disgust	0.500	obžalovať
bitterness	disgust	0.500	horkosť
taboo	disgust	0.500	tabu
duress	disgust	0.500	nátlaku
goblin	disgust	0.500	goblin
shackle	disgust	0.500	spútať
idolatry	disgust	0.500	modlárstvo
greed	disgust	0.500	chamtivosť
impurity	disgust	0.500	nečistoty
tirade	disgust	0.500	tiráda
idiot	disgust	0.492	idiot
boil	disgust	0.492	variť
unconscionable	disgust	0.492	bezohľadný
disreputable	disgust	0.492	pochybné
robber	disgust	0.492	zbojník
malign	disgust	0.492	zhubný
wreck	disgust	0.492	vrak
recession	disgust	0.492	recesia
gorge	disgust	0.492	roklina
leer	disgust	0.492	posmievať sa
ill	disgust	0.492	chorý
squirm	disgust	0.492	šklbať sa
raging	disgust	0.484	zúrivý
servile	disgust	0.484	servilný
mess	disgust	0.484	neporiadok
nappy	disgust	0.484	plienka
possessed	disgust	0.484	posadnutý
unbearable	disgust	0.484	neznesiteľné
occult	disgust	0.484	okultné
contraband	disgust	0.484	kontraband
snarl	disgust	0.484	vrčať
mutiny	disgust	0.484	vzbura
mad	disgust	0.484	šialený
affliction	disgust	0.484	trápenie
stain	disgust	0.484	škvrna
animosity	disgust	0.484	nevraživosť
contempt	disgust	0.484	pohŕdanie
tramp	disgust	0.484	tulák
nepotism	disgust	0.484	nepotizmus
disrespectful	disgust	0.484	neúctivý
defamation	disgust	0.484	ohováranie
inexcusable	disgust	0.484	neospravedlniteľné
aversation	disgust	0.484	averzácia
wasteful	disgust	0.484	márnotratný
offender	disgust	0.484	páchateľa
subjugation	disgust	0.484	podrobenie
illegality	disgust	0.477	nezákonnosti
dismal	disgust	0.477	bezútešný
criminal	disgust	0.477	zločinec
unpleasant	disgust	0.477	nepríjemný
palsy	disgust	0.477	obrna
antagonistic	disgust	0.477	antagonistické
pathetic	disgust	0.477	úbohý
uncaring	disgust	0.477	bezstarostný
suppression	disgust	0.477	potlačenie
immorality	disgust	0.477	nemravnosť
mockery	disgust	0.477	výsmech
outrage	disgust	0.469	pobúrenie
mocking	disgust	0.469	posmievanie
wallow	disgust	0.469	váľať sa
cough	disgust	0.469	kašeľ
arrogant	disgust	0.469	arogantný
angry	disgust	0.469	nahnevaný
poverty	disgust	0.469	chudoba
grating	disgust	0.469	strúhanie
livid	disgust	0.469	rozpálený
aggravation	disgust	0.469	zhoršenie
repellent	disgust	0.469	repelent
perspiration	disgust	0.469	potenie
banishment	disgust	0.469	vyhnanie
furious	disgust	0.469	zúrivý
shoddy	disgust	0.469	babrácky
banshee	disgust	0.469	banshee
deceive	disgust	0.461	oklamať
fool	disgust	0.461	blázon
quack	disgust	0.461	kvákať
distorted	disgust	0.461	skreslený
spider	disgust	0.461	pavúk
unjustifiable	disgust	0.461	neospravedlniteľné
deplore	disgust	0.461	ľutovať
spurious	disgust	0.461	falošný
perdition	disgust	0.461	záhuba
muddy	disgust	0.461	zablatený
fraudulent	disgust	0.461	podvodný
scar	disgust	0.461	jazva
prick	disgust	0.461	prick
insulting	disgust	0.461	urážlivý
plunder	disgust	0.461	plieniť
recklessness	disgust	0.461	nerozvážnosť
stigma	disgust	0.453	stigma
disparage	disgust	0.453	znevažovanie
unthinkable	disgust	0.453	nemysliteľné
disingenuous	disgust	0.453	neúprimný
bane	disgust	0.453	prekliatie
dishonest	disgust	0.453	nečestný
aphid	disgust	0.453	voška
elimination	disgust	0.453	eliminácia
cur	disgust	0.453	kúr
selfish	disgust	0.453	sebecký
eschew	disgust	0.453	vyhýbať sa
dire	disgust	0.453	strašný
indignation	disgust	0.453	rozhorčenie
antipathy	disgust	0.453	antipatia
alienate	disgust	0.453	odcudziť
mosquito	disgust	0.445	komár
piles	disgust	0.445	hromady
pious	disgust	0.445	zbožný
lie	disgust	0.445	klamať
opium	disgust	0.445	ópium
smell	disgust	0.445	vôňa
iniquity	disgust	0.445	neprávosť
caries	disgust	0.445	kazu
despair	disgust	0.445	zúfalstvo
recalcitrant	disgust	0.445	nepoddajný
egotistical	disgust	0.445	egoistický
wasted	disgust	0.445	plytvanie
vacuous	disgust	0.445	prázdna
bankruptcy	disgust	0.445	bankrot
garish	disgust	0.445	krikľavý
obnoxious	disgust	0.438	nepríjemný
ashamed	disgust	0.438	hanbiť sa
abject	disgust	0.438	biedny
sticky	disgust	0.438	lepkavý
scream	disgust	0.438	kričať
hopelessness	disgust	0.438	beznádej
homeless	disgust	0.438	bezdomovci
shun	disgust	0.438	vyhýbať sa
inmate	disgust	0.438	chovanec
alien	disgust	0.438	Votrelec
hog	disgust	0.438	prasa
aversion	disgust	0.438	averzia
abnormal	disgust	0.438	abnormálne
cursing	disgust	0.430	nadávať
undesirable	disgust	0.430	nežiaduce
denounce	disgust	0.430	vypovedať
witch	disgust	0.430	čarodejnica
creature	disgust	0.430	stvorenie
lusty	disgust	0.430	chtivý
illegal	disgust	0.430	nezákonné
debris	disgust	0.430	trosky
callous	disgust	0.430	bezcitný
reflux	disgust	0.430	reflux
adverse	disgust	0.430	nepriaznivé
shameless	disgust	0.430	nehanebný
separatist	disgust	0.430	separatista
trickery	disgust	0.430	úskok
falsity	disgust	0.430	nepravdivosť
pall	disgust	0.430	blednúť
defiance	disgust	0.430	vzdor
incredulous	disgust	0.430	neveriaci
curse	disgust	0.430	kliatba
pompous	disgust	0.422	pompézny
socialist	disgust	0.422	socialistický
mistrust	disgust	0.422	nedôvera
infantile	disgust	0.422	infantilný
wasting	disgust	0.422	plytvanie
hairy	disgust	0.422	chlpatý
nicotine	disgust	0.422	nikotín
denunciation	disgust	0.422	výpoveď
collapse	disgust	0.422	kolaps
untidy	disgust	0.422	neupravený
ferocious	disgust	0.422	zúrivý
ammonia	disgust	0.422	amoniak
carelessness	disgust	0.422	neopatrnosť
impure	disgust	0.422	nečistý
contentious	disgust	0.422	sporný
bum	disgust	0.422	bum
affront	disgust	0.422	uraziť
offend	disgust	0.422	uraziť
tarnish	disgust	0.422	poškvrniť
idiotic	disgust	0.422	idiotský
badness	disgust	0.422	špatnosť
delinquent	disgust	0.422	delikvent
swarm	disgust	0.422	rojiť
hypertrophy	disgust	0.422	hypertrofia
gush	disgust	0.422	tryskať
tasteless	disgust	0.422	bez chuti
bovine	disgust	0.422	hovädzieho dobytka
slush	disgust	0.422	kaša
litigious	disgust	0.414	súdne
dishonesty	disgust	0.414	nepoctivosť
vegetative	disgust	0.414	vegetatívny
unfavorable	disgust	0.414	nepriaznivé
displacency	disgust	0.414	posunutie
illegitimate	disgust	0.414	nelegitímne
sour	disgust	0.414	kyslé
socialism	disgust	0.414	socializmu
disobey	disgust	0.414	neposlúchnuť
drivel	disgust	0.414	hnať
vampire	disgust	0.414	upír
neglected	disgust	0.414	zanedbané
murky	disgust	0.414	kalný
ignorant	disgust	0.406	neznalý
disgruntled	disgust	0.406	nespokojný
discontinuity	disgust	0.406	diskontinuita
dislike	disgust	0.406	nechuť
unlawful	disgust	0.406	nezákonné
wrongdoing	disgust	0.406	neprávosti
shoplifting	disgust	0.406	krádeže v obchode
recidivism	disgust	0.406	recidívy
outcast	disgust	0.406	vyvrheľ
bogus	disgust	0.406	falošný
displeasure	disgust	0.406	nespokojnosť
repel	disgust	0.406	odpudzovať
falsify	disgust	0.406	falšovať
ungrateful	disgust	0.406	nevďačný
unkind	disgust	0.406	nevľúdne
phony	disgust	0.406	falošný
prosecution	disgust	0.406	stíhanie
woe	disgust	0.398	beda
averse	disgust	0.398	averzia
loon	disgust	0.398	loon
worsening	disgust	0.398	zhoršenie
paucity	disgust	0.398	nedostatok
unnatural	disgust	0.398	neprirodzené
amphetamines	disgust	0.398	amfetamíny
senseless	disgust	0.398	nezmyselné
rigor	disgust	0.398	prísnosť
subvert	disgust	0.398	podvracať
failure	disgust	0.398	zlyhanie
lick	disgust	0.398	lízať
unruly	disgust	0.398	neposlušný
woefully	disgust	0.398	žalostne
stingy	disgust	0.398	lakomý
crushing	disgust	0.398	drvenie
disdain	disgust	0.398	opovrhovať
insult	disgust	0.393	urážka
averseness	disgust	0.391	nechuť
disrelish	disgust	0.391	znechutiť
punished	disgust	0.391	potrestaný
critter	disgust	0.391	potvora
damage	disgust	0.391	poškodenie
scorpion	disgust	0.391	škorpión
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	rukávnik
farcical	disgust	0.391	fraška
antisocial	disgust	0.391	asociálom
hardened	disgust	0.391	stvrdnuté
punishment	disgust	0.391	trest
bad	disgust	0.391	zlý
expel	disgust	0.391	vyhnať
surly	disgust	0.383	nevrlý
lament	disgust	0.383	nárek
illiterate	disgust	0.383	negramotný
divorce	disgust	0.383	rozvod
teeming	disgust	0.383	hemžiť sa
plagiarism	disgust	0.383	plagiátorstvo
eviction	disgust	0.383	vysťahovanie
orc	disgust	0.383	ork
disappoint	disgust	0.383	sklamať
shabby	disgust	0.383	ošúchaný
presumptuous	disgust	0.383	trúfalý
anaconda	disgust	0.383	anakonda
discord	disgust	0.383	nesúlad
guilt	disgust	0.383	vina
fugitive	disgust	0.383	utečenec
irrational	disgust	0.383	iracionálny
adder	disgust	0.383	sčítačka
fulsome	disgust	0.383	sýty
sacrifices	disgust	0.383	obete
hypocritical	disgust	0.383	pokrytecký
shock	disgust	0.375	šok
alienation	disgust	0.375	odcudzenie
scoff	disgust	0.375	posmievať sa
plight	disgust	0.375	ťažkú situáciu
irritation	disgust	0.375	podráždenie
unworthy	disgust	0.375	nehodný
misconduct	disgust	0.375	nesprávneho správania
defective	disgust	0.375	defektný
blame	disgust	0.375	obviňovať
depressing	disgust	0.375	deprimujúce
dislocated	disgust	0.375	vykĺbené
irritating	disgust	0.375	dráždivé
vainly	disgust	0.367	márne
toad	disgust	0.367	ropucha
powerless	disgust	0.367	bezmocný
coerce	disgust	0.367	donútiť
shuddering	disgust	0.367	chvenie
stripped	disgust	0.367	vyzlečený
revoke	disgust	0.367	odvolať
wimpy	disgust	0.367	usmrkaný
unhealthy	disgust	0.367	nezdravé
exclusion	disgust	0.367	vylúčenie
disillusionment	disgust	0.367	dezilúzia
blatant	disgust	0.367	do očí bijúce
hurtful	disgust	0.367	zraňujúci
hoax	disgust	0.367	hoax
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	úskalia
squelch	disgust	0.367	squelch
deserted	disgust	0.359	opustený
damn	disgust	0.359	sakra
incompatible	disgust	0.359	nezlučiteľné
dispose	disgust	0.359	disponovať
oddity	disgust	0.359	zvláštnosť
rebellion	disgust	0.359	vzbura
ineptitude	disgust	0.359	neschopnosť
bug	disgust	0.359	chyba
disobedience	disgust	0.359	neposlušnosť
inept	disgust	0.352	nešikovný
litigate	disgust	0.352	súdne spory
dismissal	disgust	0.352	prepúšťanie
cutting	disgust	0.352	rezanie
untoward	disgust	0.352	nepriaznivé
displeased	disgust	0.352	nespokojný
censor	disgust	0.352	cenzor
ridiculous	disgust	0.352	Absurdné
compost	disgust	0.352	kompost
frustrate	disgust	0.352	frustrovať
misbehavior	disgust	0.352	nesprávneho správania
lawyer	disgust	0.352	právnik
crushed	disgust	0.352	rozdrvený
flesh	disgust	0.352	mäso
uncertain	disgust	0.352	neistý
obi	disgust	0.352	obi
flinch	disgust	0.352	cúvnuť
fierce	disgust	0.352	divoký
wrongful	disgust	0.352	neprávom
depreciate	disgust	0.344	odpisovať
disapprove	disgust	0.344	nesúhlasiť
tearful	disgust	0.344	plačlivý
grumble	disgust	0.336	reptať
unsettled	disgust	0.336	nevyrovnaný
annoy	disgust	0.336	otravovať
exigent	disgust	0.336	naliehavé
heartsick	disgust	0.336	chorý na srdce
lawsuit	disgust	0.336	súdny spor
discoloration	disgust	0.336	odfarbenie
lumpy	disgust	0.336	hrudkovitý
daft	disgust	0.336	daft
blunder	disgust	0.336	omyl
discontent	disgust	0.336	nespokojnosť
bickering	disgust	0.336	hašterenie
thoughtless	disgust	0.336	bezmyšlienkovite
disliked	disgust	0.336	nepáčilo
disinclination	disgust	0.336	neochota
distrust	disgust	0.336	nedôvera
disallowed	disgust	0.336	nepovolené
instability	disgust	0.328	nestabilita
hydrophobia	disgust	0.328	hydrofóbia
whine	disgust	0.328	kňučať
inhibit	disgust	0.328	inhibovať
excluded	disgust	0.328	vylúčené
provoking	disgust	0.328	provokujúce
grievance	disgust	0.328	sťažnosť
unmanageable	disgust	0.328	nezvládnuteľný
sly	disgust	0.328	prefíkaný
exasperation	disgust	0.328	rozhorčenie
cacophony	disgust	0.328	kakofónia
unsatisfactory	disgust	0.328	nevyhovujúce
disappointed	disgust	0.328	sklamaný
materialist	disgust	0.328	materialista
misleading	disgust	0.321	zavádzajúce
mishap	disgust	0.320	nešťastie
soot	disgust	0.320	sadze
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	odmietnuť
annoyance	disgust	0.320	mrzutosť
disapproving	disgust	0.320	nesúhlasný
disservice	disgust	0.320	medvediu službu
reproach	disgust	0.320	výčitka
confined	disgust	0.320	obmedzený
unequal	disgust	0.320	nerovný
rags	disgust	0.320	handry
groan	disgust	0.320	stonať
soil	disgust	0.312	pôdy
inappropriate	disgust	0.312	nevhodný
criticize	disgust	0.312	kritizovať
disincline	disgust	0.312	disinklinovať
theism	disgust	0.312	teizmu
depreciated	disgust	0.312	znehodnotené
inconsiderate	disgust	0.312	bezohľadný
overpriced	disgust	0.312	predražené
stomach	disgust	0.312	žalúdka
burke	disgust	0.312	burke
sneeze	disgust	0.312	kýchnutie
gall	disgust	0.305	žlčník
bang	disgust	0.305	tresk
inadmissible	disgust	0.305	neprípustné
unfriendly	disgust	0.305	nepriateľský
unaccountable	disgust	0.305	nezodpovedné
disparity	disgust	0.305	nepomer
latent	disgust	0.305	latentný
disliking	disgust	0.305	nepáči
shack	disgust	0.305	chatrč
grumpy	disgust	0.305	nevrlý
coop	disgust	0.304	coop
disappointment	disgust	0.297	sklamanie
