English Word	Emotion	Emotion-Intensity-Score	Sundanese Word
money	anticipation	0.586	duit
auspices	anticipation	0.586	naungan
uplift	anticipation	0.586	ngangkat
fiesta	anticipation	0.586	fiesta
enjoying	anticipation	0.586	ngarasakeun
preparation	anticipation	0.586	persiapan
raffle	anticipation	0.586	undian
investigation	anticipation	0.586	panalungtikan
progression	anticipation	0.586	kamajuan
overdue	anticipation	0.586	telat
crave	anticipation	0.586	hayang pisan
impatient	anticipation	0.586	teu sabar
enthusiast	anticipation	0.586	enthusiast
flirt	anticipation	0.586	flirt
seek	anticipation	0.586	neangan
sequel	anticipation	0.586	sequel
presumption	anticipation	0.586	anggapan
delightful	anticipation	0.586	pikaresepeun
gambling	anticipation	0.586	judi
immerse	anticipation	0.586	neuleumkeun
endeavor	anticipation	0.586	usaha
experiment	anticipation	0.580	percobaan
enjoy	anticipation	0.578	ngarasakeun
completing	anticipation	0.578	ngalengkepan
clamor	anticipation	0.578	gogorowokan
angling	anticipation	0.578	angling
majestic	anticipation	0.578	megah
divination	anticipation	0.578	ramalan
transcendence	anticipation	0.578	transendensi
thriving	anticipation	0.578	ngembang
excavation	anticipation	0.578	galian
thirst	anticipation	0.578	haus
remedy	anticipation	0.578	ubar
harvest	anticipation	0.578	panén
risk	anticipation	0.578	resiko
healing	anticipation	0.578	nyageurkeun
heavenly	anticipation	0.578	sawarga
inviting	anticipation	0.578	ngondang
precarious	anticipation	0.578	gening
attainable	anticipation	0.578	kahontal
blessing	anticipation	0.578	berkah
prosper	anticipation	0.578	makmur
tease	anticipation	0.570	ngagoda
plan	anticipation	0.570	rencana
sweetheart	anticipation	0.570	kakasih
zest	anticipation	0.570	rasa
magnificence	anticipation	0.570	kaagungan
ultimate	anticipation	0.570	pamungkas
emancipation	anticipation	0.570	emansipasi
restlessness	anticipation	0.570	kahariwang
finally	anticipation	0.570	tungtungna
intimate	anticipation	0.570	intim
omen	anticipation	0.570	pertanda
matchmaker	anticipation	0.570	tukang jodo
gambler	anticipation	0.570	nu maen judi
prospectively	anticipation	0.570	sacara prospektif
dare	anticipation	0.570	wani
warned	anticipation	0.570	ngingetkeun
invite	anticipation	0.570	ngajak
mysterious	anticipation	0.562	misterius
accolade	anticipation	0.562	panghargaan
lover	anticipation	0.562	kakasih
expose	anticipation	0.562	ngalaan
enchant	anticipation	0.562	enchant
attempt	anticipation	0.562	usaha
festival	anticipation	0.562	festival
exalt	anticipation	0.562	ngaluhuran
rejoice	anticipation	0.562	girang
independence	anticipation	0.562	kamerdikaan
expected	anticipation	0.562	diharepkeun
fanfare	anticipation	0.562	heureuy
immortality	anticipation	0.562	kalanggengan
quicken	anticipation	0.562	ngagancangkeun
parade	anticipation	0.562	parade
fun	anticipation	0.562	senang
predilection	anticipation	0.562	prediléksi
champion	anticipation	0.562	juara
forewarned	anticipation	0.562	tipayun
hypothesis	anticipation	0.562	hipotésis
trophy	anticipation	0.562	piala
shopping	anticipation	0.555	balanja
salvation	anticipation	0.555	kasalametan
feeling	anticipation	0.555	rarasaan
speculative	anticipation	0.555	spekulatif
oracle	anticipation	0.555	oracle
heroism	anticipation	0.555	kapahlawanan
boisterous	anticipation	0.555	riweuh
grasping	anticipation	0.555	nangkeup
uneasiness	anticipation	0.555	kahariwang
curiosity	anticipation	0.555	panasaran
happy	anticipation	0.555	bagja
rejoicing	anticipation	0.555	girang
fate	anticipation	0.555	nasib
liberty	anticipation	0.555	kamerdikaan
unfold	anticipation	0.555	bentang
amour	anticipation	0.555	asmara
lovely	anticipation	0.555	denok
splendor	anticipation	0.555	kamulyaan
grow	anticipation	0.555	tumuwuh
glimmer	anticipation	0.547	hérang
incite	anticipation	0.547	ngahasut
abundance	anticipation	0.547	kaayaanana
resultant	anticipation	0.547	hasilna
probability	anticipation	0.547	probabiliti
recreational	anticipation	0.547	rekreasi
glory	anticipation	0.547	kamulyaan
agape	anticipation	0.547	agape
delighted	anticipation	0.547	Atoh pisan
changeable	anticipation	0.547	bisa dirobah
convergence	anticipation	0.547	konvergénsi
bountiful	anticipation	0.547	melimpah
warn	anticipation	0.547	ngingetkeun
monetary	anticipation	0.547	moneter
sorcery	anticipation	0.547	elmu sihir
morrow	anticipation	0.547	isukan
apprehensive	anticipation	0.547	hariwang
hungry	anticipation	0.547	kalaparan
vote	anticipation	0.547	sora
suspicious	anticipation	0.547	curiga
pray	anticipation	0.547	ngadoa
leisure	anticipation	0.547	luang
hunting	anticipation	0.539	moro
sensual	anticipation	0.539	sensual
tempest	anticipation	0.539	angin ribut
auction	anticipation	0.539	lelang
ballot	anticipation	0.539	undian
grandchildren	anticipation	0.539	incu
hankering	anticipation	0.539	ngahayangkeun
entertainment	anticipation	0.539	hiburan
merge	anticipation	0.539	ngahiji
exceed	anticipation	0.539	ngaleuwihan
vindication	anticipation	0.539	pamales kabeneran
blessings	anticipation	0.539	berkah
inquiry	anticipation	0.539	panalungtikan
bounty	anticipation	0.539	kasinugrahan
worrying	anticipation	0.539	pikahariwangeun
contingent	anticipation	0.539	kontingén
glad	anticipation	0.536	bungah
harbinger	anticipation	0.531	harbinger
magnificent	anticipation	0.531	megah
virginity	anticipation	0.531	parawan
stealthy	anticipation	0.531	siluman
appeal	anticipation	0.531	banding
forming	anticipation	0.531	ngabentuk
celestial	anticipation	0.531	celestial
raving	anticipation	0.531	ngagorowok
deliverance	anticipation	0.531	pangiriman
feat	anticipation	0.531	feat
cheer	anticipation	0.531	surak
responsive	anticipation	0.531	responsif
hurried	anticipation	0.531	rurusuhan
betrothed	anticipation	0.531	dijodokeun
overthrow	anticipation	0.531	ngagulingkeun
spirits	anticipation	0.531	arwah
dread	anticipation	0.531	kasieunan
visitor	anticipation	0.531	nganjang
wait	anticipation	0.523	antosan
revive	anticipation	0.523	nyegerkeun
watch	anticipation	0.523	lalajo
hunter	anticipation	0.523	pamburu
radiance	anticipation	0.523	cahayaan
planning	anticipation	0.523	rarancang
germination	anticipation	0.523	pengecambahan
competition	anticipation	0.523	kompetisi
preparatory	anticipation	0.523	préparasi
prognostic	anticipation	0.523	prognostik
beaming	anticipation	0.523	beaming
cheery	anticipation	0.523	gumbira
prevail	anticipation	0.523	lumaku
importance	anticipation	0.523	pentingna
notification	anticipation	0.523	bewara
explosive	anticipation	0.523	ngabeledug
pleasant	anticipation	0.523	pikaresepeun
ultimately	anticipation	0.523	tungtungna
child	anticipation	0.523	anaking
haste	anticipation	0.523	rurusuhan
prophet	anticipation	0.523	nabi
recreation	anticipation	0.516	rekreasi
present	anticipation	0.516	hadir
time	anticipation	0.516	waktos
sensuality	anticipation	0.516	sensualitas
owing	anticipation	0.516	ngahutang
loom	anticipation	0.516	alat tenun
begun	anticipation	0.516	dimimitian
salary	anticipation	0.516	gajih
celebrity	anticipation	0.516	selebritis
treat	anticipation	0.516	ngubaran
chocolate	anticipation	0.516	coklat
caution	anticipation	0.516	ati-ati
fermentation	anticipation	0.516	fermentasi
uncontrollable	anticipation	0.516	teu kaampeuh
precious	anticipation	0.516	berharga
compensate	anticipation	0.516	ngimbangan
endanger	anticipation	0.516	ngabahayakeun
renovation	anticipation	0.516	renovasi
signify	anticipation	0.508	nandakeun
vigilance	anticipation	0.508	waspada
prerequisite	anticipation	0.508	prasyarat
perfection	anticipation	0.508	kasampurnaan
cultivate	anticipation	0.508	ngokolakeun
develop	anticipation	0.508	ngamekarkeun
cue	anticipation	0.508	isyarat
exigent	anticipation	0.508	exigent
transitional	anticipation	0.508	peralihan
commemoration	anticipation	0.508	miéling
intermission	anticipation	0.508	reureuh
elevation	anticipation	0.508	élévasi
infant	anticipation	0.508	orok
practise	anticipation	0.508	prakték
contemplation	anticipation	0.508	kontemplasi
dreadful	anticipation	0.508	pikasieuneun
wilderness	anticipation	0.508	padang gurun
horizon	anticipation	0.508	cakrawala
sneaking	anticipation	0.500	nyolongkrong
uphill	anticipation	0.500	nanjak
puppy	anticipation	0.500	anak anjing
blindfold	anticipation	0.500	panutup panon
unbridled	anticipation	0.500	teu kaampeuh
horoscope	anticipation	0.500	mastaka
airport	anticipation	0.500	bandara
reconciliation	anticipation	0.500	rekonsiliasi
advocacy	anticipation	0.500	advokasi
litigate	anticipation	0.500	ngagugat
sunny	anticipation	0.500	cerah
intuitively	anticipation	0.500	sacara intuitif
hero	anticipation	0.500	pahlawan
ardent	anticipation	0.500	sumanget
commemorate	anticipation	0.500	miéling
romantic	anticipation	0.500	romantis
doomsday	anticipation	0.500	kiamat
ready	anticipation	0.500	siap
nascent	anticipation	0.500	ngalahirkeun
invocation	anticipation	0.500	pangajak
depart	anticipation	0.500	mangkat
undisclosed	anticipation	0.500	teu diungkabkeun
attendance	anticipation	0.500	kahadiran
peril	anticipation	0.500	bahaya
income	anticipation	0.500	panghasilan
calculation	anticipation	0.500	itungan
zeal	anticipation	0.500	getol
eventuality	anticipation	0.500	ahirna
favorable	anticipation	0.500	nguntungkeun
utopian	anticipation	0.500	utopia
swim	anticipation	0.500	ngojay
proceeding	anticipation	0.492	neruskeun
eventual	anticipation	0.492	ahirna
heyday	anticipation	0.492	hejo
undertaking	anticipation	0.492	usaha
improvise	anticipation	0.492	improvisasi
inauguration	anticipation	0.492	pelantikan
consequent	anticipation	0.492	akibatna
perspective	anticipation	0.492	sudut pandang
defense	anticipation	0.492	pertahanan
repay	anticipation	0.492	males deui
gaping	anticipation	0.492	cengkat
youth	anticipation	0.492	nonoman
parole	anticipation	0.492	parole
worry	anticipation	0.492	hariwang
bless	anticipation	0.492	ngaberkahan
restorative	anticipation	0.492	réstoratif
court	anticipation	0.492	pangadilan
highest	anticipation	0.491	pangluhurna
shortly	anticipation	0.484	teu lila
auspicious	anticipation	0.484	nguntungkeun
princely	anticipation	0.484	pangeran
correspondence	anticipation	0.484	korespondensi
generosity	anticipation	0.484	kamurahan
sparkle	anticipation	0.484	herang
voluptuous	anticipation	0.484	pikabitaeun
happen	anticipation	0.484	kajadian
tremor	anticipation	0.484	tremor
letter	anticipation	0.484	surat
vow	anticipation	0.484	sumpah
sharpen	anticipation	0.484	ngasah
duel	anticipation	0.484	tanding
conjure	anticipation	0.484	sulap
threaten	anticipation	0.484	ngancam
god	anticipation	0.484	dewa
engulf	anticipation	0.484	ngaleut
unexplained	anticipation	0.484	unexplained
contagion	anticipation	0.484	tepa
glorify	anticipation	0.477	ngamulyakeun
submit	anticipation	0.477	ngalebetkeun
enroll	anticipation	0.477	ngadaptarkeun
unification	anticipation	0.477	ngahiji
gravitate	anticipation	0.477	gravitasi
glide	anticipation	0.477	meluncur
accompaniment	anticipation	0.477	iringan
cherish	anticipation	0.477	ngahargaan
adore	anticipation	0.477	muja
powerful	anticipation	0.477	kawasa
clue	anticipation	0.477	pitunjuk
medal	anticipation	0.477	medali
contemplate	anticipation	0.477	ngarenungkeun
perilous	anticipation	0.477	picilakaeun
determinate	anticipation	0.477	determinate
arbitration	anticipation	0.477	arbitrase
recipient	anticipation	0.477	panarima
onset	anticipation	0.477	mimiti
predispose	anticipation	0.477	predispose
score	anticipation	0.477	Asup
torture	anticipation	0.477	panyiksaan
glow	anticipation	0.477	cahayaan
praiseworthy	anticipation	0.473	pinuji
football	anticipation	0.469	maén bal
scare	anticipation	0.469	nyingsieunan
elite	anticipation	0.469	élit
unknown	anticipation	0.469	teu dipikanyaho
precursor	anticipation	0.469	prékursor
pry	anticipation	0.469	ngacung
providing	anticipation	0.469	nyadiakeun
sweets	anticipation	0.469	manisan
cautious	anticipation	0.469	ati-ati
opera	anticipation	0.469	opera
motion	anticipation	0.469	gerak
cash	anticipation	0.469	tunai
creeping	anticipation	0.469	ngarayap
invoke	anticipation	0.469	nganuhunkeun
star	anticipation	0.469	béntang
shaky	anticipation	0.469	oyag
production	anticipation	0.469	produksi
successful	anticipation	0.469	suksés
immediately	anticipation	0.469	geuwat
dawn	anticipation	0.469	subuh
starry	anticipation	0.469	béntang
unsurpassed	anticipation	0.469	teu kaampeuh
completion	anticipation	0.469	parantosan
hire	anticipation	0.469	nyewa
fete	anticipation	0.469	pésta
commemorative	anticipation	0.461	pangéling-ngéling
shining	anticipation	0.461	caang
testament	anticipation	0.461	wasiat
pay	anticipation	0.461	mayar
alive	anticipation	0.461	hirup
plight	anticipation	0.461	kasangsaraan
preliminary	anticipation	0.461	pendahuluan
overture	anticipation	0.461	overture
sanctuary	anticipation	0.461	tempat suci
regatta	anticipation	0.461	regatta
draft	anticipation	0.461	draf
synchronize	anticipation	0.461	nyingkronkeun
soundness	anticipation	0.461	kasabaran
extricate	anticipation	0.461	ngaluarkeun
excel	anticipation	0.461	unggul
punt	anticipation	0.461	punt
untold	anticipation	0.461	teu kacaritakeun
brilliant	anticipation	0.461	cemerlang
cheerfulness	anticipation	0.461	kabungahan
jeopardy	anticipation	0.461	bahaya
friendly	anticipation	0.461	marahmay
mail	anticipation	0.461	surat
unexpected	anticipation	0.453	teu kaduga
basketball	anticipation	0.453	baskét
inaugural	anticipation	0.453	perdana
supremacy	anticipation	0.453	kaunggulan
rehabilitation	anticipation	0.453	rehabilitasi
intimately	anticipation	0.453	taliti
career	anticipation	0.453	karir
prevention	anticipation	0.453	pencegahan
renovate	anticipation	0.453	ngarenovasi
compliment	anticipation	0.453	pujian
prologue	anticipation	0.453	prolog
elegance	anticipation	0.453	kaanggunan
complement	anticipation	0.453	pelengkap
flinch	anticipation	0.453	ngagerendeng
infinity	anticipation	0.453	taya watesna
perpetuity	anticipation	0.453	kalanggengan
sunset	anticipation	0.453	Panonpoé Tilelep
improve	anticipation	0.453	ningkatkeun
fitting	anticipation	0.445	pas
confidence	anticipation	0.445	kapercayaan
concealment	anticipation	0.445	panyumputan
sweet	anticipation	0.445	amis
perfect	anticipation	0.445	sampurna
epidemic	anticipation	0.445	epidemi
fain	anticipation	0.445	fain
volunteer	anticipation	0.445	relawan
share	anticipation	0.445	babagi
surround	anticipation	0.445	ngurilingan
conjecture	anticipation	0.445	sangkaan
sun	anticipation	0.445	panonpoe
veracity	anticipation	0.445	kabeneran
serial	anticipation	0.438	séri
angel	anticipation	0.438	malaikat
aloha	anticipation	0.438	heueuh
saint	anticipation	0.438	santo
tickle	anticipation	0.438	ngagitik
superstitious	anticipation	0.438	tahayul
ferment	anticipation	0.438	fermentasi
conservation	anticipation	0.438	konservasi
devout	anticipation	0.438	taqwa
respect	anticipation	0.438	hormat
reconstruction	anticipation	0.438	rekonstruksi
goodness	anticipation	0.438	kahadéan
reconstruct	anticipation	0.438	ngarekonstruksikeun
faith	anticipation	0.438	iman
recombination	anticipation	0.438	rekombinasi
prepared	anticipation	0.438	disiapkeun
rabid	anticipation	0.438	rabid
plea	anticipation	0.438	mohon
medical	anticipation	0.438	médis
passenger	anticipation	0.438	panumpang
charitable	anticipation	0.430	amal
tabulate	anticipation	0.430	tabulasi
peace	anticipation	0.430	karapihan
install	anticipation	0.430	masang
serenity	anticipation	0.430	katenangan
venerable	anticipation	0.430	terhormat
spa	anticipation	0.430	spa
labyrinth	anticipation	0.430	labyrinth
luscious	anticipation	0.430	ngeunah
perpetuate	anticipation	0.430	ngalanggengkeun
strategist	anticipation	0.430	ahli strategi
unverified	anticipation	0.430	teu diverifikasi
tribunal	anticipation	0.430	pangadilan
clap	anticipation	0.430	keprok
peaceful	anticipation	0.422	tengtrem
patience	anticipation	0.422	kasabaran
unresolved	anticipation	0.422	unresolved
worship	anticipation	0.422	ibadah
edification	anticipation	0.422	edification
oasis	anticipation	0.422	oasis
grin	anticipation	0.422	nyengir
revere	anticipation	0.422	ngahormat
candid	anticipation	0.422	jujur
vista	anticipation	0.422	vista
conspirator	anticipation	0.422	konspirator
adrift	anticipation	0.422	ngapung
recognizable	anticipation	0.422	bisa dipikawanoh
volatility	anticipation	0.422	volatility
forestall	anticipation	0.422	ngahudangkeun
laughter	anticipation	0.422	seuri
continue	anticipation	0.414	nuluykeun
ongoing	anticipation	0.414	lumangsung
astrologer	anticipation	0.414	ahli nujum
mediate	anticipation	0.414	perantara
punctual	anticipation	0.414	pas waktuna
grant	anticipation	0.414	hibah
morn	anticipation	0.414	isuk
pretty	anticipation	0.414	geulis
withstand	anticipation	0.414	tahan
frisky	anticipation	0.414	lincah
thought	anticipation	0.414	panginten
probation	anticipation	0.414	waktu pacobaan
ordination	anticipation	0.414	penahbisan
calls	anticipation	0.414	nelepon
detainee	anticipation	0.414	tahanan
craps	anticipation	0.414	craps
weigh	anticipation	0.414	beurat
proficiency	anticipation	0.414	kamahéran
sing	anticipation	0.411	nyanyi
continuation	anticipation	0.406	tutugan
university	anticipation	0.406	universitas
chicane	anticipation	0.406	chicane
nurture	anticipation	0.406	ngasuh
mother	anticipation	0.406	indung
punished	anticipation	0.406	dihukum
twinkle	anticipation	0.406	kedip-kedip
confession	anticipation	0.406	pangakuan
outdo	anticipation	0.406	ngaleuwihan
prophylactic	anticipation	0.406	prophylactic
proud	anticipation	0.406	reueus
midwife	anticipation	0.406	bidan
wizard	anticipation	0.406	tukang sihir
headlight	anticipation	0.406	lampu gede
long	anticipation	0.406	panjang
banquet	anticipation	0.406	banquet
comfort	anticipation	0.406	kanyamanan
navigable	anticipation	0.406	bisa dilayari
subscribe	anticipation	0.406	ngalanggan
opponent	anticipation	0.406	lawan
debenture	anticipation	0.406	debentur
deal	anticipation	0.402	deal
symphony	anticipation	0.398	simfoni
saintly	anticipation	0.398	sakti
judiciary	anticipation	0.398	yudikatif
lettered	anticipation	0.398	hurup
vigil	anticipation	0.398	waspada
reliance	anticipation	0.398	ngandelkeun
distracting	anticipation	0.398	ngaganggu
mortification	anticipation	0.398	mortification
balm	anticipation	0.398	balsem
simmer	anticipation	0.398	ngagolak
top	anticipation	0.398	luhur
obliging	anticipation	0.398	ngawajibkeun
efficient	anticipation	0.398	efisien
guillotine	anticipation	0.398	guillotine
representing	anticipation	0.398	ngawakilan
death	anticipation	0.398	maot
assurance	anticipation	0.391	jaminan
familiarity	anticipation	0.391	wawuh
depraved	anticipation	0.391	bejat
condemnation	anticipation	0.391	panghukuman
undoubted	anticipation	0.391	undoubted
sanctify	anticipation	0.391	nyucikeun
diplomacy	anticipation	0.391	diplomasi
antidote	anticipation	0.391	ubar keur ngabius
trust	anticipation	0.391	kapercayaan
linger	anticipation	0.391	lieur
objective	anticipation	0.391	obyektif
chuckle	anticipation	0.391	cikikik
poke	anticipation	0.391	nyodok
abeyance	anticipation	0.391	kasabaran
maternal	anticipation	0.391	indung
art	anticipation	0.391	seni
unfulfilled	anticipation	0.391	teu kacumponan
inoculation	anticipation	0.384	inokulasi
simplify	anticipation	0.383	nyederhanakeun
depend	anticipation	0.383	gumantung
chant	anticipation	0.383	ngawih
ram	anticipation	0.383	Ram
banger	anticipation	0.383	bangor
playground	anticipation	0.383	tempat kaulinan
labor	anticipation	0.383	buruh
scientist	anticipation	0.383	élmuwan
good	anticipation	0.383	alus
humanitarian	anticipation	0.383	kamanusaan
failing	anticipation	0.383	gagal
hap	anticipation	0.383	hap
dutiful	anticipation	0.383	taat
hymn	anticipation	0.383	tembang pamujaan
ship	anticipation	0.383	kapal
discretion	anticipation	0.383	kawijaksanaan
undecided	anticipation	0.383	undecided
gradual	anticipation	0.375	laun-laun
navigator	anticipation	0.375	navigator
track	anticipation	0.375	lagu
cradle	anticipation	0.375	nangkuban
sterling	anticipation	0.375	sterling
interim	anticipation	0.375	samentara
clock	anticipation	0.375	jam
mountain	anticipation	0.375	gunung
interminable	anticipation	0.375	teu aya watesna
public	anticipation	0.375	umum
recurrent	anticipation	0.375	kumbuh
savor	anticipation	0.375	ngeunah
abide	anticipation	0.367	tetep
concealed	anticipation	0.367	disumputkeun
spear	anticipation	0.367	tumbak
lesson	anticipation	0.367	palajaran
instructions	anticipation	0.367	parentah
sonar	anticipation	0.367	sonar
biennial	anticipation	0.367	biennial
convince	anticipation	0.367	ngayakinkeun
whim	anticipation	0.367	karep
shiver	anticipation	0.367	ngageter
towering	anticipation	0.367	ngaluhuran
musical	anticipation	0.367	musikal
offset	anticipation	0.359	ngimbangan
theory	anticipation	0.359	téori
theology	anticipation	0.359	teologi
undying	anticipation	0.359	undying
timidity	anticipation	0.359	kasieunan
plump	anticipation	0.359	montok
atone	anticipation	0.359	nebus
audience	anticipation	0.357	panongton
dietary	anticipation	0.352	dietary
consecration	anticipation	0.352	pangabdian
localize	anticipation	0.352	ngalokalkeun
paragon	anticipation	0.352	paragon
store	anticipation	0.352	toko
farm	anticipation	0.352	tegalan
daily	anticipation	0.352	sapopoe
cramp	anticipation	0.352	keram
nobility	anticipation	0.352	bangsawan
closure	anticipation	0.352	panutupanana
edition	anticipation	0.352	édisi
kindred	anticipation	0.352	baraya
stripped	anticipation	0.344	dibobodo
errand	anticipation	0.344	tugas
archaeology	anticipation	0.344	arkeologi
mutable	anticipation	0.344	mutable
wireless	anticipation	0.344	nirkabel
meditate	anticipation	0.344	tapa
mobile	anticipation	0.344	mobile
germ	anticipation	0.336	kuman
brotherly	anticipation	0.336	baraya
lessen	anticipation	0.336	ngurangan
unbeaten	anticipation	0.336	teu eleh
pare	anticipation	0.336	pare
buddy	anticipation	0.336	sobat
unaccountable	anticipation	0.336	teu bisa dipertanggungjawabkeun
dove	anticipation	0.328	japati
patient	anticipation	0.328	sabar
secular	anticipation	0.328	sekuler
digress	anticipation	0.328	nyimpang
chastity	anticipation	0.328	kasucian
council	anticipation	0.328	déwan
olfactory	anticipation	0.328	olfaktorius
ribbon	anticipation	0.328	pita
possess	anticipation	0.328	milikna
disposed	anticipation	0.320	dibuang
scrutinize	anticipation	0.320	ngariksa
immature	anticipation	0.320	teu dewasa
mediator	anticipation	0.320	mediator
regularity	anticipation	0.320	kateraturan
cove	anticipation	0.320	teluk
infanticide	anticipation	0.320	pembunuhan orok
paddle	anticipation	0.320	ngawelah
heft	anticipation	0.320	heft
fancy	anticipation	0.320	fancy
preservative	anticipation	0.320	pangawét
unpublished	anticipation	0.312	teu diterbitkeun
church	anticipation	0.312	garéja
bugle	anticipation	0.312	bugel
grim	anticipation	0.312	surem
denying	anticipation	0.312	mungkir
analyst	anticipation	0.312	analis
judicial	anticipation	0.305	yudisial
priesthood	anticipation	0.305	imam
broadside	anticipation	0.305	broadside
mill	anticipation	0.305	ngagiling
dismay	anticipation	0.297	kahariwang
cap	anticipation	0.297	topi
thermocouple	anticipation	0.297	thermocouple
tributary	anticipation	0.297	anak sungai
instructor	anticipation	0.297	instruktur
exhaustion	anticipation	0.297	kacapean
saliva	anticipation	0.297	ciduh
cataract	anticipation	0.289	katarak
network	anticipation	0.289	jaringan
visor	anticipation	0.289	visor
shackle	anticipation	0.289	belenggu
wont	anticipation	0.289	biasa
addresses	anticipation	0.289	alamat
discreet	anticipation	0.289	wijaksana
noncompliance	anticipation	0.289	noncompliance
bruise	anticipation	0.289	bisul
homeless	anticipation	0.289	teu boga imah
astronomer	anticipation	0.281	ahli astronomi
skewed	anticipation	0.281	miring
neighbor	anticipation	0.281	tatangga
holiness	anticipation	0.273	kasucian
devil	anticipation	0.273	sétan
picket	anticipation	0.273	piket
sentence	anticipation	0.273	kalimah
latent	anticipation	0.273	laten
cream	anticipation	0.273	krim
immaturity	anticipation	0.273	teu dewasa
habitual	anticipation	0.266	biasa
morals	anticipation	0.266	moral
neighborhood	anticipation	0.266	Daérah
lull	anticipation	0.266	ngalempréh
bye	anticipation	0.258	aduh
weight	anticipation	0.258	beurat
organ	anticipation	0.250	organ
clown	anticipation	0.250	badut
forearm	anticipation	0.250	panangan
commonplace	anticipation	0.242	biasa
quote	anticipation	0.242	cutatan
rail	anticipation	0.234	rel
dictatorship	anticipation	0.234	diktator
treadmill	anticipation	0.234	treadmill
board	anticipation	0.234	papan
tree	anticipation	0.227	tangkal
sundial	anticipation	0.227	jam beurang
paralysis	anticipation	0.211	paralisis
cement	anticipation	0.203	semén
worm	anticipation	0.203	cacing
organization	anticipation	0.203	organisasi
lagging	anticipation	0.180	katinggaleun
neutral	anticipation	0.148	nétral
cannibalism	disgust	0.953	kanibalisme
mutilation	disgust	0.930	mutilasi
molestation	disgust	0.914	molestation
incest	disgust	0.914	incest
rape	disgust	0.906	perkosa
gonorrhea	disgust	0.906	gonorea
cannibal	disgust	0.898	kanibal
rot	disgust	0.891	rot
corpse	disgust	0.883	mayit
massacre	disgust	0.883	pangperangan
excrement	disgust	0.883	kotoran
barf	disgust	0.875	barf
slaughter	disgust	0.875	meuncit
slaughterhouse	disgust	0.867	imah jagal
incestuous	disgust	0.859	incest
sewerage	disgust	0.859	solokan
filth	disgust	0.859	najis
bigot	disgust	0.859	bageur
rancid	disgust	0.859	rancid
infestation	disgust	0.852	infestasi
plague	disgust	0.852	bala
holocaust	disgust	0.852	holocaust
bloodthirsty	disgust	0.852	haus getih
rotting	disgust	0.844	burukeun
fecal	disgust	0.844	najis
maggot	disgust	0.844	belatung
feces	disgust	0.844	tai
murder	disgust	0.839	rajapati
asshole	disgust	0.836	Bangsat
homicide	disgust	0.836	rajapati
enslaved	disgust	0.836	diperbudak
infanticide	disgust	0.836	pembunuhan orok
perverted	disgust	0.828	sesat
excretion	disgust	0.828	ékskrési
gore	disgust	0.828	gore
slaughtering	disgust	0.828	meuncit
torture	disgust	0.828	panyiksaan
contaminate	disgust	0.821	ngotoran
revolting	disgust	0.820	revolting
gory	disgust	0.820	goy
shit	disgust	0.820	sial
terrorist	disgust	0.820	teroris
murderer	disgust	0.820	rajapati
repugnant	disgust	0.820	repugnant
manure	disgust	0.820	kandang
pervert	disgust	0.820	nyimpang
diarrhoea	disgust	0.820	diare
grotesque	disgust	0.820	aheng
desecration	disgust	0.820	ngahinakeun
faeces	disgust	0.812	najis
slavery	disgust	0.812	perbudakan
sewer	disgust	0.812	solokan
cadaver	disgust	0.812	mayit
manslaughter	disgust	0.812	rajapati
dismemberment	disgust	0.812	dismemberment
vomit	disgust	0.812	utah
perverse	disgust	0.805	sesat
repulsive	disgust	0.805	repulsive
hemorrhage	disgust	0.805	perdarahan
sewage	disgust	0.797	runtah
filthy	disgust	0.797	kotor
diseased	disgust	0.797	gering
depravity	disgust	0.797	depravity
carcass	disgust	0.795	bangkai
decompose	disgust	0.789	terurai
gruesome	disgust	0.789	pikasieuneun
mutilated	disgust	0.789	dimutilasi
puke	disgust	0.789	pundung
herpes	disgust	0.789	herpes
decayed	disgust	0.789	buruk
dung	disgust	0.789	tai
vermin	disgust	0.789	hama
murderous	disgust	0.789	maehan
parasite	disgust	0.789	parasit
horrific	disgust	0.789	pikareueuseun
carnage	disgust	0.781	pangperangan
malaria	disgust	0.781	malaria
slime	disgust	0.781	lendir
flatulence	disgust	0.781	kembung
pestilence	disgust	0.781	panyawat
crap	disgust	0.781	sial
monstrosity	disgust	0.781	monstrosity
loathsome	disgust	0.773	pikasebeleun
toxic	disgust	0.773	racun
morgue	disgust	0.773	kamar mayat
pus	disgust	0.773	nanah
herpesvirus	disgust	0.773	virus herpes
leprosy	disgust	0.773	kusta
insidious	disgust	0.773	insidious
cruel	disgust	0.766	kejem
regurgitation	disgust	0.766	regurgitation
anthrax	disgust	0.766	antraks
xenophobia	disgust	0.766	xenophobia
repugnance	disgust	0.766	repugnancy
lynch	disgust	0.766	lynch
revulsion	disgust	0.766	revulsi
whore	disgust	0.766	palacuran
dissection	disgust	0.759	dibedah
mucous	disgust	0.758	mukosa
canker	disgust	0.758	canker
slum	disgust	0.758	kumuh
infectious	disgust	0.758	tepa
evil	disgust	0.758	jahat
phlegm	disgust	0.758	dahak
cruelty	disgust	0.758	kakejaman
perversion	disgust	0.758	perversion
sinister	disgust	0.750	jahat
leeches	disgust	0.750	lintah
corrupting	disgust	0.750	ngaruksak
decomposition	disgust	0.750	dékomposisi
abomination	disgust	0.742	kekejian
stinking	disgust	0.742	ngambeu
bile	disgust	0.742	empedu
