English Word	Emotion	Emotion-Intensity-Score	Uyghur Word
thug	disgust	0.594	thug
catastrophe	disgust	0.594	ئاپەت
lunatic	disgust	0.594	ساراڭ
misery	disgust	0.594	بەختسىزلىك
venom	disgust	0.594	زەھەرلىك
butcher	disgust	0.594	قاسساپ
toilet	disgust	0.594	ھاجەتخانا
blister	disgust	0.594	قاپارتما
lurid	disgust	0.594	lurid
slug	disgust	0.594	slug
gut	disgust	0.594	ئۈچەي
sinner	disgust	0.594	گۇناھكار
deceitful	disgust	0.594	ئالدامچى
epidemic	disgust	0.594	يۇقۇم ئەھۋالى
deteriorated	disgust	0.586	ناچارلاشتى
lavatory	disgust	0.586	تەرەتخانا
unclean	disgust	0.586	ناپاك
prostitute	disgust	0.586	پاھىشە
incubus	disgust	0.586	incubus
appalling	disgust	0.586	appalling
dreadful	disgust	0.586	قورقۇنچلۇق
pornography	disgust	0.586	pornography
harass	disgust	0.586	پاراكەندىچىلىك سېلىش
squeamish	disgust	0.578	قىڭغىر
expulsion	disgust	0.578	قوغلاش
unfaithful	disgust	0.578	ۋاپاسىز
offensive	disgust	0.578	كىشىنى بىزار قىلىدۇ
hypocrite	disgust	0.578	مۇناپىق
humiliating	disgust	0.578	ھاقارەت
larceny	disgust	0.578	larceny
ruinous	disgust	0.578	ۋەيران قىلغۇچ
retard	disgust	0.578	retard
rash	disgust	0.578	rash
flea	disgust	0.578	بۈركۈت
debauchery	disgust	0.578	debauchery
fiend	disgust	0.578	fiend
quagmire	disgust	0.578	quagmire
conspirator	disgust	0.578	سۇيىقەستچى
sick	disgust	0.578	كېسەل
mangle	disgust	0.578	mangle
dogsick	disgust	0.570	dogick
egregious	disgust	0.570	مەسىلەن
flog	disgust	0.570	flog
despise	disgust	0.570	پەس كۆرۈش
treacherous	disgust	0.570	خىيانەتچى
oppress	disgust	0.570	زۇلۇم
swamp	disgust	0.570	سازلىق
messy	disgust	0.570	قالايمىقان
spit	disgust	0.570	تۈكۈردى
dank	disgust	0.570	dank
bastard	disgust	0.570	bastard
devastating	disgust	0.570	ۋەيران قىلغۇچ
serpent	disgust	0.570	يىلان
loo	disgust	0.562	loo
indecent	disgust	0.562	شەھۋانىيلىق
insanity	disgust	0.562	ساراڭ
stealing	disgust	0.562	ئوغرىلىق
terrible	disgust	0.562	قورقۇنچلۇق
tyrannical	disgust	0.562	زالىم
humiliation	disgust	0.562	ھاقارەت
snake	disgust	0.562	يىلان
sloppy	disgust	0.562	sloppy
sinning	disgust	0.562	گۇناھ قىلىش
harmful	disgust	0.562	زىيانلىق
harlot	disgust	0.562	پاھىشە ئايال
sordid	disgust	0.562	sordid
enemy	disgust	0.562	دۈشمەن
alcoholism	disgust	0.562	ھاراقكەشلىك
awful	disgust	0.562	قورقۇنچلۇق
ruthless	disgust	0.562	رەھىمسىز
scoundrel	disgust	0.562	scoundrel
bloody	disgust	0.555	قېنى
flabby	disgust	0.555	flabby
odious	disgust	0.555	odious
beastly	disgust	0.555	ھايۋان
collusion	disgust	0.555	تىل بىرىكتۈرۈش
ridicule	disgust	0.555	مەسخىرە
discriminating	disgust	0.555	كەمسىتىش
unattractive	disgust	0.555	جەلپ قىلارلىق ئەمەس
insufferable	disgust	0.555	بەرداشلىق بېرەلمەيدۇ
segregate	disgust	0.555	ئايرىش
arsenic	disgust	0.555	arsenic
threatening	disgust	0.555	تەھدىد
atrophy	disgust	0.555	atrophy
varicella	disgust	0.555	varicella
slayer	disgust	0.555	قاتىل
distaste	disgust	0.555	distaste
coward	disgust	0.555	قورقۇنچاق
robbery	disgust	0.555	بۇلاڭچىلىق
wickedness	disgust	0.555	رەزىللىك
anathema	disgust	0.547	anathema
malevolent	disgust	0.547	يامان نىيەتلىك
sty	disgust	0.547	sty
pillage	disgust	0.547	بۇلاڭ-تالاڭ
thief	disgust	0.547	ئوغرى
suffocating	disgust	0.547	بوغۇلۇش
condemnation	disgust	0.547	ئەيىبلەش
deleterious	disgust	0.547	deleterious
slur	disgust	0.547	slur
purgatory	disgust	0.547	purgatory
attacking	disgust	0.547	ھۇجۇم قىلىش
burglar	disgust	0.547	ئوغرى
ogre	disgust	0.547	ogre
coercion	disgust	0.547	مەجبۇرلاش
vesicular	disgust	0.547	قان تومۇر
miserable	disgust	0.547	ئېچىنىشلىق
bitterly	disgust	0.547	ئاچچىق
sneer	disgust	0.539	مەسخىرە
greedy	disgust	0.539	ئاچكۆز
gob	disgust	0.539	gob
repellant	disgust	0.539	repellant
jealous	disgust	0.539	ھەسەت
drunken	disgust	0.539	مەست
shame	disgust	0.539	نومۇس
thrash	disgust	0.539	thrash
fatty	disgust	0.539	fatty
liar	disgust	0.539	يالغانچى
imprisoned	disgust	0.539	تۈرمىگە تاشلاندى
sloth	disgust	0.539	sloth
repudiation	disgust	0.539	رەت قىلىش
disgrace	disgust	0.539	نومۇس
infidelity	disgust	0.539	ۋاپاسىزلىق
pig	disgust	0.539	چوشقا
lethal	disgust	0.536	ئەجەللىك
burnt	disgust	0.531	كۆيگەن
brawl	disgust	0.531	جېدەل
withered	disgust	0.531	قۇرۇپ كەتتى
blemish	disgust	0.531	نۇقسان
hydrocephalus	disgust	0.531	hydrocephalus
aberration	disgust	0.531	aberration
smuggler	disgust	0.531	ئەتكەسچى
painful	disgust	0.531	ئازابلىق
condescension	disgust	0.531	condescension
intolerant	disgust	0.531	چىدىغۇسىز
blasphemous	disgust	0.531	كۇپۇرلۇق
lying	disgust	0.531	يالغان
hanging	disgust	0.531	دارغا ئېسىش
travesty	disgust	0.531	travesty
ruined	disgust	0.531	ۋەيران بولدى
intrusive	disgust	0.531	تاجاۋۇزچىلىق
disintegrate	disgust	0.531	پارچىلىنىش
destructive	disgust	0.531	بۇزغۇنچىلىق
neurotic	disgust	0.531	نېرۋا خاراكتېرلىك
disparaging	disgust	0.523	كەمسىتىش
blighted	disgust	0.523	blighted
intolerance	disgust	0.523	چىدىماسلىق
mistress	disgust	0.523	خوجايىن
avarice	disgust	0.523	avarice
disgraced	disgust	0.523	نومۇس
derogation	disgust	0.523	كەمسىتىش
rubbish	disgust	0.523	ئەخلەت
accusation	disgust	0.523	ئەيىبلەش
incarceration	disgust	0.523	قاماش
tortious	disgust	0.516	قىيناش
dishonor	disgust	0.516	نومۇسسىزلىق
stink	disgust	0.516	سېسىق پۇراق
grim	disgust	0.516	grim
rob	disgust	0.516	rob
defraud	disgust	0.516	ئالدامچىلىق
sump	disgust	0.516	sump
cringe	disgust	0.516	cringe
vulture	disgust	0.516	كەركىدان
deplorable	disgust	0.516	ئېچىنىشلىق
mite	disgust	0.516	mite
eradication	disgust	0.516	يوقىتىش
degrade	disgust	0.516	degrade
gutter	disgust	0.516	ئۈچەي
convict	disgust	0.516	جىنايەتچى
remains	disgust	0.516	قالدى
betray	disgust	0.516	خىيانەت
daemon	disgust	0.516	daemon
sham	disgust	0.509	sham
distasteful	disgust	0.508	disasteful
prisoner	disgust	0.508	مەھبۇس
dreadfully	disgust	0.508	قورقۇنچلۇق
worthless	disgust	0.508	ئەرزىمەس
crude	disgust	0.508	خام
delirium	disgust	0.508	delirium
incurable	disgust	0.508	ساقايماس
smelling	disgust	0.508	پۇراق
idiocy	disgust	0.508	idiocy
resentment	disgust	0.508	رەنجىش
bombed	disgust	0.508	بومبا پارتىلىغان
blob	disgust	0.508	blob
cheat	disgust	0.508	ئالدامچى
schizophrenia	disgust	0.508	روھىي توسالغۇ
rejection	disgust	0.508	رەت قىلىش
belittle	disgust	0.508	belittle
glut	disgust	0.508	glut
disaster	disgust	0.508	ئاپەت
distress	disgust	0.508	ئازاب
pest	disgust	0.508	زىيانداش ھاشارات
endemic	disgust	0.508	يەرلىك
theft	disgust	0.500	ئوغرىلىق
banish	disgust	0.500	قوغلاش
mire	disgust	0.500	پاتقاق
flagrant	disgust	0.500	بايراقدار
derision	disgust	0.500	مەسخىرە
dirt	disgust	0.500	توپا
screaming	disgust	0.500	- دەپ ۋاقىرىدى
offense	disgust	0.500	جىنايەت
jealousy	disgust	0.500	ھەسەت
bribery	disgust	0.500	پارىخورلۇق
polemic	disgust	0.500	كۆپ قۇتۇپلۇق
blight	disgust	0.500	blight
impeach	disgust	0.500	impeach
bitterness	disgust	0.500	ئاچچىق
taboo	disgust	0.500	taboo
duress	disgust	0.500	duress
goblin	disgust	0.500	goblin
shackle	disgust	0.500	كىشەن
idolatry	disgust	0.500	بۇتقا چوقۇنۇش
greed	disgust	0.500	ئاچكۆزلۈك
impurity	disgust	0.500	نىجاسەت
tirade	disgust	0.500	tirade
idiot	disgust	0.492	ئەخمەق
boil	disgust	0.492	قاينىتىڭ
unconscionable	disgust	0.492	ۋىجدانسىز
disreputable	disgust	0.492	ھۆرمەتسىز
robber	disgust	0.492	بۇلاڭچى
malign	disgust	0.492	يامان سۈپەتلىك
wreck	disgust	0.492	wreck
recession	disgust	0.492	چېكىنىش
gorge	disgust	0.492	جىلغا
leer	disgust	0.492	leer
ill	disgust	0.492	كېسەل
squirm	disgust	0.492	squirm
raging	disgust	0.484	ئاچچىق
servile	disgust	0.484	servile
mess	disgust	0.484	قالايمىقان
nappy	disgust	0.484	nappy
possessed	disgust	0.484	ئىگە
unbearable	disgust	0.484	چىدىغۇسىز
occult	disgust	0.484	occult
contraband	disgust	0.484	contraband
snarl	disgust	0.484	snarl
mutiny	disgust	0.484	توپىلاڭ
mad	disgust	0.484	ساراڭ
affliction	disgust	0.484	ئازاب
stain	disgust	0.484	داغ
animosity	disgust	0.484	ئاداۋەت
contempt	disgust	0.484	ھۆرمەتسىزلىك
tramp	disgust	0.484	tramp
nepotism	disgust	0.484	نەپسانىيەتچىلىك
disrespectful	disgust	0.484	ھۆرمەتسىزلىك
defamation	disgust	0.484	تۆھمەت قىلىش
inexcusable	disgust	0.484	گۇناھسىز
aversation	disgust	0.484	aversation
wasteful	disgust	0.484	ئىسراپچىلىق
offender	disgust	0.484	جىنايەتچى
subjugation	disgust	0.484	بويسۇندۇرۇش
illegality	disgust	0.477	قانۇنسىزلىق
dismal	disgust	0.477	كىشىنى ئۈمىدسىزلەندۈرىدۇ
criminal	disgust	0.477	جىنايەتچى
unpleasant	disgust	0.477	يېقىمسىز
palsy	disgust	0.477	پالەچ
antagonistic	disgust	0.477	antagonistic
pathetic	disgust	0.477	ئېچىنىشلىق
uncaring	disgust	0.477	پەرۋاسىز
suppression	disgust	0.477	باستۇرۇش
immorality	disgust	0.477	ئەخلاقسىزلىق
mockery	disgust	0.477	مەسخىرە
outrage	disgust	0.469	غەزەپ
mocking	disgust	0.469	مەسخىرە قىلىش
wallow	disgust	0.469	تام
cough	disgust	0.469	يۆتەل
arrogant	disgust	0.469	تەكەببۇر
angry	disgust	0.469	ئاچچىقلاندى
poverty	disgust	0.469	نامراتلىق
grating	disgust	0.469	grating
livid	disgust	0.469	livid
aggravation	disgust	0.469	aggravation
repellent	disgust	0.469	repellent
perspiration	disgust	0.469	تەر
banishment	disgust	0.469	قوغلاپ چىقىرىش
furious	disgust	0.469	ئاچچىقلانغان
shoddy	disgust	0.469	shoddy
banshee	disgust	0.469	banshee
deceive	disgust	0.461	ئالداش
fool	disgust	0.461	ئەخمەق
quack	disgust	0.461	quack
distorted	disgust	0.461	بۇرمىلانغان
spider	disgust	0.461	ئۆمۈچۈك
unjustifiable	disgust	0.461	ئورۇنسىز
deplore	disgust	0.461	ئېچىنىشلىق
spurious	disgust	0.461	spurious
perdition	disgust	0.461	perdition
muddy	disgust	0.461	لاي
fraudulent	disgust	0.461	ئالدامچىلىق
scar	disgust	0.461	جاراھەت
prick	disgust	0.461	prick
insulting	disgust	0.461	ھاقارەت
plunder	disgust	0.461	بۇلاڭ-تالاڭ
recklessness	disgust	0.461	بىپەرۋالىق
stigma	disgust	0.453	كەمسىتىش
disparage	disgust	0.453	كەمسىتىش
unthinkable	disgust	0.453	تەسەۋۋۇر قىلغىلى بولمايدۇ
disingenuous	disgust	0.453	disingenuous
bane	disgust	0.453	bane
dishonest	disgust	0.453	سەمىمىيەتسىز
aphid	disgust	0.453	aphid
elimination	disgust	0.453	شاللاش
cur	disgust	0.453	cur
selfish	disgust	0.453	شەخسىيەتچى
eschew	disgust	0.453	eschew
dire	disgust	0.453	dire
indignation	disgust	0.453	ئاچچىقلىنىش
antipathy	disgust	0.453	قىزىتما ياندۇرۇش
alienate	disgust	0.453	چەتكە قېقىش
mosquito	disgust	0.445	پاشا
piles	disgust	0.445	دۆۋە
pious	disgust	0.445	تەقۋادار
lie	disgust	0.445	يالغان
opium	disgust	0.445	ئەپيۇن
smell	disgust	0.445	پۇراق
iniquity	disgust	0.445	گۇناھسىزلىق
caries	disgust	0.445	caries
despair	disgust	0.445	ئۈمىدسىزلىك
recalcitrant	disgust	0.445	recalcitrant
egotistical	disgust	0.445	شەخسىيەتچى
wasted	disgust	0.445	ئىسراپ بولدى
vacuous	disgust	0.445	قۇرۇق
bankruptcy	disgust	0.445	ۋەيران بولۇش
garish	disgust	0.445	garish
obnoxious	disgust	0.438	obnoxious
ashamed	disgust	0.438	نومۇس قىلدى
abject	disgust	0.438	abject
sticky	disgust	0.438	چاپلاق
scream	disgust	0.438	دەپ ۋاقىرىغىن
hopelessness	disgust	0.438	ئۈمىدسىزلىك
homeless	disgust	0.438	ئۆي-ماكانسىز
shun	disgust	0.438	shun
inmate	disgust	0.438	مەھبۇس
alien	disgust	0.438	تاشقى پىلانېت ئادەملىرى
hog	disgust	0.438	hog
aversion	disgust	0.438	aversion
abnormal	disgust	0.438	بىنورمال
cursing	disgust	0.430	لەنەت
undesirable	disgust	0.430	ياقتۇرمايدىغان
denounce	disgust	0.430	ئىنكار قىلىش
witch	disgust	0.430	جادۇگەر
creature	disgust	0.430	مەخلۇق
lusty	disgust	0.430	شەھۋەت
illegal	disgust	0.430	قانۇنسىز
debris	disgust	0.430	ئەخلەت
callous	disgust	0.430	چاقىرىق
reflux	disgust	0.430	reflux
adverse	disgust	0.430	پايدىسىز
shameless	disgust	0.430	نومۇسسىز
separatist	disgust	0.430	بۆلگۈنچى
trickery	disgust	0.430	ئالدامچىلىق
falsity	disgust	0.430	يالغانچىلىق
pall	disgust	0.430	pall
defiance	disgust	0.430	رەت قىلىش
incredulous	disgust	0.430	ئىشەنگۈسىز
curse	disgust	0.430	لەنەت
pompous	disgust	0.422	ھەيۋەتلىك
socialist	disgust	0.422	سوتسىيالىستىك
mistrust	disgust	0.422	ئىشەنمەسلىك
infantile	disgust	0.422	بوۋاق
wasting	disgust	0.422	ئىسراپ قىلىش
hairy	disgust	0.422	تۈكلۈك
nicotine	disgust	0.422	nikotine
denunciation	disgust	0.422	ئىنكار قىلىش
collapse	disgust	0.422	يىمىرىلىش
untidy	disgust	0.422	رەتسىز
ferocious	disgust	0.422	رەھىمسىز
ammonia	disgust	0.422	ئاممىياك
carelessness	disgust	0.422	پەرۋاسىزلىق
impure	disgust	0.422	ناپاك
contentious	disgust	0.422	تالاش-تارتىش
bum	disgust	0.422	bum
affront	disgust	0.422	affront
offend	disgust	0.422	رەنجىتىش
tarnish	disgust	0.422	tarnish
idiotic	disgust	0.422	ئەخمەق
badness	disgust	0.422	ناچار
delinquent	disgust	0.422	delinquent
swarm	disgust	0.422	swarm
hypertrophy	disgust	0.422	hypertrophy
gush	disgust	0.422	gush
tasteless	disgust	0.422	تەمسىز
bovine	disgust	0.422	bovine
slush	disgust	0.422	slush
litigious	disgust	0.414	دەۋا
dishonesty	disgust	0.414	سەمىمىيەتسىزلىك
vegetative	disgust	0.414	ئۆسۈملۈك
unfavorable	disgust	0.414	پايدىسىز
displacency	disgust	0.414	dislacency
illegitimate	disgust	0.414	قانۇنسىز
sour	disgust	0.414	ئاچچىق
socialism	disgust	0.414	سوتسىيالىزم
disobey	disgust	0.414	ئاسىيلىق قىلىش
drivel	disgust	0.414	قوزغاتقۇچ
vampire	disgust	0.414	vampire
neglected	disgust	0.414	سەل قارالغان
murky	disgust	0.414	murky
ignorant	disgust	0.406	نادان
disgruntled	disgust	0.406	نارازى
discontinuity	disgust	0.406	ئۈزۈلۈپ قېلىش
dislike	disgust	0.406	ياقتۇرمايدۇ
unlawful	disgust	0.406	قانۇنسىز
wrongdoing	disgust	0.406	خاتا
shoplifting	disgust	0.406	دۇكان ئېچىش
recidivism	disgust	0.406	recidivism
outcast	disgust	0.406	outcast
bogus	disgust	0.406	bogus
displeasure	disgust	0.406	نارازى
repel	disgust	0.406	repel
falsify	disgust	0.406	falsify
ungrateful	disgust	0.406	مىننەتسىز
unkind	disgust	0.406	رەھىمسىز
phony	disgust	0.406	fony
prosecution	disgust	0.406	ئەيىبلەش
woe	disgust	0.398	ۋاي!
averse	disgust	0.398	averse
loon	disgust	0.398	loon
worsening	disgust	0.398	كۈنسېرى ناچارلاشماقتا
paucity	disgust	0.398	ۋاقىتلىق
unnatural	disgust	0.398	تەبىئىي ئەمەس
amphetamines	disgust	0.398	amphetamines
senseless	disgust	0.398	مەنىسىز
rigor	disgust	0.398	قاتتىق
subvert	disgust	0.398	subvert
failure	disgust	0.398	مەغلۇبىيەت
lick	disgust	0.398	lick
unruly	disgust	0.398	قالايمىقان
woefully	disgust	0.398	ۋاي
stingy	disgust	0.398	بېخىللىق
crushing	disgust	0.398	ئېزىش
disdain	disgust	0.398	ھۆرمەتسىزلىك
insult	disgust	0.393	ھاقارەت
averseness	disgust	0.391	ئۆچمەنلىك
disrelish	disgust	0.391	disrelish
punished	disgust	0.391	جازالاندى
critter	disgust	0.391	تەنقىدچى
damage	disgust	0.391	زىيان
scorpion	disgust	0.391	چايان
diatribe	disgust	0.391	diatribe
muff	disgust	0.391	muff
farcical	disgust	0.391	farcical
antisocial	disgust	0.391	جەمئىيەتكە قارشى
hardened	disgust	0.391	قاتتىقلاشتى
punishment	disgust	0.391	جازا
bad	disgust	0.391	ناچار
expel	disgust	0.391	قوغلاش
surly	disgust	0.383	surly
lament	disgust	0.383	ماتەم
illiterate	disgust	0.383	ساۋاتسىز
divorce	disgust	0.383	ئاجرىشىش
teeming	disgust	0.383	teeming
plagiarism	disgust	0.383	كۆچۈرمىكەشلىك
eviction	disgust	0.383	كۆچۈرۈش
orc	disgust	0.383	orc
disappoint	disgust	0.383	ئۈمىدسىزلىك
shabby	disgust	0.383	shabby
presumptuous	disgust	0.383	تەكەببۇرلۇق
anaconda	disgust	0.383	anaconda
discord	disgust	0.383	ئىختىلاپ
guilt	disgust	0.383	گۇناھ
fugitive	disgust	0.383	قاچقۇن
irrational	disgust	0.383	irrational
adder	disgust	0.383	adder
fulsome	disgust	0.383	تولۇق
sacrifices	disgust	0.383	قۇربانلىق
hypocritical	disgust	0.383	مۇناپىق
shock	disgust	0.375	چۆچۈش
alienation	disgust	0.375	ياتلىشىش
scoff	disgust	0.375	مەسخىرە
plight	disgust	0.375	قىيىنچىلىق
irritation	disgust	0.375	ئاچچىقلىنىش
unworthy	disgust	0.375	لايىق ئەمەس
misconduct	disgust	0.375	ناتوغرا ئىستىل
defective	disgust	0.375	نۇقسان
blame	disgust	0.375	ئەيىب
depressing	disgust	0.375	چۈشكۈنلۈك
dislocated	disgust	0.375	تارقاقلاشتۇرۇلدى
irritating	disgust	0.375	ئادەمنى بىزار قىلىدۇ
vainly	disgust	0.367	بىكار
toad	disgust	0.367	toad
powerless	disgust	0.367	كۈچسىز
coerce	disgust	0.367	مەجبۇرلاش
shuddering	disgust	0.367	تىترەپ كەتتى
stripped	disgust	0.367	تارتىۋېلىندى
revoke	disgust	0.367	بىكار قىلىش
wimpy	disgust	0.367	wimpy
unhealthy	disgust	0.367	ساغلام ئەمەس
exclusion	disgust	0.367	چەتكە قېقىش
disillusionment	disgust	0.367	ئۈمىدسىزلىك
blatant	disgust	0.367	ئوچۇق-ئاشكارە
hurtful	disgust	0.367	جاراھەت
hoax	disgust	0.367	ئالدامچىلىق
wimp	disgust	0.367	wimp
cad	disgust	0.367	cad
pitfall	disgust	0.367	pitfall
squelch	disgust	0.367	squelch
deserted	disgust	0.359	چۆلدەرەپ قالدى
damn	disgust	0.359	لەنەت
incompatible	disgust	0.359	ماس كەلمەيدۇ
dispose	disgust	0.359	بىر تەرەپ قىلىش
oddity	disgust	0.359	غەلىتە
rebellion	disgust	0.359	ئىسيان
ineptitude	disgust	0.359	ئىقتىدارسىزلىق
bug	disgust	0.359	bug
disobedience	disgust	0.359	ئاسىيلىق قىلىش
inept	disgust	0.352	inept
litigate	disgust	0.352	دەۋا
dismissal	disgust	0.352	ئىشتىن بوشىتىش
cutting	disgust	0.352	كېسىش
untoward	disgust	0.352	untoward
displeased	disgust	0.352	نارازى
censor	disgust	0.352	سېنزور
ridiculous	disgust	0.352	كۈلكىلىك
compost	disgust	0.352	compost
frustrate	disgust	0.352	ئۈمىدسىزلەن
misbehavior	disgust	0.352	قائىدىگە خىلاپلىق قىلىش
lawyer	disgust	0.352	ئادۋوكات
crushed	disgust	0.352	ئېزىلدى
flesh	disgust	0.352	گۆش
uncertain	disgust	0.352	ئېنىق ئەمەس
obi	disgust	0.352	obi
flinch	disgust	0.352	flinch
fierce	disgust	0.352	رەھىمسىز
wrongful	disgust	0.352	خاتا
depreciate	disgust	0.344	ئامورتىزاتسىيە
disapprove	disgust	0.344	رەت قىلدى
tearful	disgust	0.344	ياش
grumble	disgust	0.336	ئاغرىن
unsettled	disgust	0.336	مۇقىمسىز
annoy	disgust	0.336	بىزار
exigent	disgust	0.336	exigent
heartsick	disgust	0.336	يۈرەك
lawsuit	disgust	0.336	دەۋا
discoloration	disgust	0.336	رەڭسىزلىنىش
lumpy	disgust	0.336	lumpy
daft	disgust	0.336	daft
blunder	disgust	0.336	خاتالىق
discontent	disgust	0.336	نارازى
bickering	disgust	0.336	تالاش-تارتىش
thoughtless	disgust	0.336	ئويلىمىغان يەردىن
disliked	disgust	0.336	ياقتۇرمىدى
disinclination	disgust	0.336	disinclination
distrust	disgust	0.336	ئىشەنمەسلىك
disallowed	disgust	0.336	رەت قىلىندى
instability	disgust	0.328	مۇقىمسىزلىق
hydrophobia	disgust	0.328	hydrophobia
whine	disgust	0.328	whine
inhibit	disgust	0.328	چەكلەش
excluded	disgust	0.328	چىقىرىۋېتىلدى
provoking	disgust	0.328	ئىغۋاگەرچىلىك
grievance	disgust	0.328	نارازىلىق
unmanageable	disgust	0.328	باشقۇرغىلى بولمايدۇ
sly	disgust	0.328	sly
exasperation	disgust	0.328	exasperation
cacophony	disgust	0.328	cacophony
unsatisfactory	disgust	0.328	رازى ئەمەس
disappointed	disgust	0.328	ئۈمىدسىزلەندى
materialist	disgust	0.328	ماتېرىيالىزمچى
misleading	disgust	0.321	ئازدۇرغۇچى
mishap	disgust	0.320	mishap
soot	disgust	0.320	soot
humbug	disgust	0.320	humbug
disclaim	disgust	0.320	رەت قىلىش
annoyance	disgust	0.320	بىزار بولۇش
disapproving	disgust	0.320	نارازى
disservice	disgust	0.320	diservice
reproach	disgust	0.320	تۆھمەت
confined	disgust	0.320	چەكلەنگەن
unequal	disgust	0.320	تەڭسىز
rags	disgust	0.320	rags
groan	disgust	0.320	ئاھ ئۇرغىن
soil	disgust	0.312	تۇپراق
inappropriate	disgust	0.312	نامۇۋاپىق
criticize	disgust	0.312	تەنقىد
disincline	disgust	0.312	disincline
theism	disgust	0.312	theism
depreciated	disgust	0.312	ئامورتىزاتسىيە قىلىنغان
inconsiderate	disgust	0.312	inconsiderate
overpriced	disgust	0.312	ھەددىدىن زىيادە قىممەت
stomach	disgust	0.312	ئاشقازان
burke	disgust	0.312	burke
sneeze	disgust	0.312	چايقاش
gall	disgust	0.305	گال
bang	disgust	0.305	bang
inadmissible	disgust	0.305	قوبۇل قىلىشقا بولمايدۇ
unfriendly	disgust	0.305	دوستانە ئەمەس
unaccountable	disgust	0.305	ھېسابسىز
disparity	disgust	0.305	ئوخشىماسلىق
latent	disgust	0.305	يوشۇرۇن
disliking	disgust	0.305	ياقتۇرمايدۇ
shack	disgust	0.305	shack
grumpy	disgust	0.305	grumpy
coop	disgust	0.304	coop
disappointment	disgust	0.297	ئۈمىدسىزلىك
scold	disgust	0.297	تىللىدى
delay	disgust	0.297	كېچىكىش
congress	disgust	0.297	قۇرۇلتاي
growling	disgust	0.297	ھۆركىرىمەكتە
backwards	disgust	0.297	كەينىگە
soreness	disgust	0.297	ئاغرىش
disregarded	disgust	0.297	پەرۋاسىز
rogue	disgust	0.297	rogue
lonely	disgust	0.297	يالغۇزلۇق
notoriety	disgust	0.289	نام
catechism	disgust	0.289	كاتېزىم
flop	disgust	0.289	flop
infamous	disgust	0.289	نامسىز
janitor	disgust	0.289	تازىلىق ئىشچىسى
nettle	disgust	0.289	nettle
saturated	disgust	0.281	تويۇندى
prohibited	disgust	0.281	مەنئى قىلىنغان
gaby	disgust	0.281	gaby
wince	disgust	0.281	wince
desist	disgust	0.281	ۋاز كېچىڭ
unfair	disgust	0.281	ئادالەتسىز
aftermath	disgust	0.281	aftermath
remiss	disgust	0.281	remiss
tribunal	disgust	0.273	tribunal
discolored	disgust	0.273	رەڭسىز
wrangling	disgust	0.273	تالاش-تارتىش
uneasy	disgust	0.273	بىئارام
huff	disgust	0.273	huff
weird	disgust	0.266	غەلىتە
impolite	disgust	0.266	ئەدەپسىزلىك
swig	disgust	0.266	swig
crawl	disgust	0.266	ئۆمىلەش
unsatisfied	disgust	0.266	رازى ئەمەس
inefficiency	disgust	0.266	ئۈنۈمسىز
frantic	disgust	0.266	جىددىيلىك
bureaucrat	disgust	0.266	بيۇروكرات
politic	disgust	0.266	سىياسى
coldness	disgust	0.266	سوغۇق
gruff	disgust	0.258	gruff
octopus	disgust	0.258	octopus
chagrin	disgust	0.258	chagrin
barrow	disgust	0.258	barrow
copycat	disgust	0.258	كۆپەيتىلگەن نۇسخىسى
incase	disgust	0.258	incase
rascal	disgust	0.258	rascal
sarcasm	disgust	0.258	sarcasm
instinctive	disgust	0.258	تۇغما
misconception	disgust	0.250	خاتا قاراش
disinclined	disgust	0.250	رەت قىلىندى
john	disgust	0.250	john
hulk	disgust	0.250	hulk
baboon	disgust	0.250	babon
shanghai	disgust	0.250	شاڭخەي
cupping	disgust	0.250	لوڭقا
lose	disgust	0.250	يوقىتىش
rook	disgust	0.242	rook
entangled	disgust	0.242	چېتىلىپ قالدى
gratuitous	disgust	0.242	ھەقسىز
scrub	disgust	0.242	scrub
opponent	disgust	0.242	رەقىبى
tariff	disgust	0.242	تاموژنا بېجى
questionable	disgust	0.234	گۇمانلىق
prolong	disgust	0.234	ئۇزارتىش
reluctance	disgust	0.234	خالىماسلىق
lagging	disgust	0.234	ئارقىدا قېلىش
misstatement	disgust	0.234	خاتا چۈشەنچە
resign	disgust	0.234	ئىستىپا بېرىش
unlucky	disgust	0.234	تەلەيسىز
backwardness	disgust	0.234	قالاقلىق
ineffectual	disgust	0.227	ئۈنۈمسىز
disqualified	disgust	0.227	لاياقەتسىز
subsidy	disgust	0.227	تولۇقلىما
reversal	disgust	0.227	بۇرۇلۇش
default	disgust	0.227	كۆڭۈلدىكى
fussy	disgust	0.227	fussy
unpopular	disgust	0.227	ياقتۇرمايدىغان
petroleum	disgust	0.219	نېفىت
intense	disgust	0.219	كەسكىن
evade	disgust	0.219	قېچىش
frowning	disgust	0.219	چىرايى تاتىرىپ كەتتى
weight	disgust	0.219	ئېغىرلىقى
dame	disgust	0.219	dame
donkey	disgust	0.211	ئېشەك
actionable	disgust	0.211	ھەرىكەتچان
tawny	disgust	0.211	tawny
unhappy	disgust	0.211	بەختسىز
dandy	disgust	0.203	dandy
birch	disgust	0.203	بىرە
speck	disgust	0.203	داغ
hood	disgust	0.203	hood
owing	disgust	0.203	owing
desert	disgust	0.203	قۇملۇق
indifference	disgust	0.203	پەرۋاسىزلىق
