English Word	Emotion	Emotion-Intensity-Score	Georgian Word
antipathy	anger	0.406	ანტიპათია
wop	anger	0.406	ვაფ
badger	anger	0.406	მაჩვი
tremor	anger	0.406	თრთოლა
inequality	anger	0.406	უთანასწორობა
delusion	anger	0.406	ბოდვა
unthinkable	anger	0.406	წარმოუდგენელი
onerous	anger	0.406	დამღლელი
wrongdoing	anger	0.406	არასწორი ქმედება
nuisance	anger	0.406	უსიამოვნება
scrapie	anger	0.406	სკრაპი
epidemic	anger	0.406	ეპიდემია
arguments	anger	0.404	არგუმენტები
affront	anger	0.403	შეურაცხყოფა
traumatic	anger	0.402	ტრავმული
sodding	anger	0.400	სევდა
libel	anger	0.400	ცილისწამება
annoys	anger	0.400	აღიზიანებს
soslow	anger	0.398	ძალიან ნელა
watchout	anger	0.398	ფრთხილად
frenetic	anger	0.397	გააფთრებული
remiss	anger	0.397	გამოტოვება
barge	anger	0.396	ბარჟა
sue	anger	0.394	სარჩელი
keyed	anger	0.394	გასაღებები
actionable	anger	0.394	ქმედითუნარიანი
extinguish	anger	0.394	ჩაქრობა
fraud	anger	0.394	თაღლითობა
untoward	anger	0.394	უსიამოვნო
illegal	anger	0.394	უკანონო
nag	anger	0.394	ნაგ
boxing	anger	0.394	კრივი
confiscate	anger	0.394	ჩამოართმევენ
howl	anger	0.394	ყმუილი
whatsthepoint	anger	0.394	რა წერტილი
rabble	anger	0.394	რაბლა
unfriendly	anger	0.394	არამეგობრული
disrespect	anger	0.394	უპატივცემულობა
dangit	anger	0.394	ჯანდაბა
brimstone	anger	0.392	გოგირდის
dissolution	anger	0.391	დაშლა
rigged	anger	0.391	გაყალბებული
grrrrr	anger	0.391	გრრრრრ
earthquake	anger	0.391	მიწისძვრა
argh	anger	0.391	არღ
pique	anger	0.391	პიკე
recklessness	anger	0.391	დაუფიქრებლობა
disagree	anger	0.389	უარყოფა
lawsuit	anger	0.386	სარჩელი
disused	anger	0.382	გამოუყენებელი
despair	anger	0.382	სასოწარკვეთა
immorality	anger	0.382	უზნეობა
coerce	anger	0.379	იძულება
firstworldprobs	anger	0.379	პირველი სამყაროს პრობლემები
touchy	anger	0.379	მგრძნობიარე
pokes	anger	0.379	ღრღნის
falsification	anger	0.379	გაყალბება
rifle	anger	0.379	თოფი
sizzle	anger	0.379	ჟრუანტელი
incurable	anger	0.379	განუკურნებელი
difficulty	anger	0.379	სირთულე
sore	anger	0.379	მტკივნეული
picket	anger	0.378	პიკეტი
concussion	anger	0.377	ტვინის შერყევა
stuckup	anger	0.375	მოხდა მდე
militia	anger	0.375	მილიცია
rawr	anger	0.375	ნედლი
faulty	anger	0.375	გაუმართავი
sly	anger	0.375	მზაკვარი
disillusionment	anger	0.375	იმედგაცრუება
petpeeve	anger	0.375	პეტიპი
pitfall	anger	0.375	ხაფანგში
infantile	anger	0.375	ინფანტილური
pessimism	anger	0.375	პესიმიზმი
remand	anger	0.375	პატიმრობა
cannon	anger	0.375	ქვემეხი
vindicate	anger	0.371	გაამართლებს
inhibit	anger	0.371	დათრგუნავს
distressing	anger	0.371	აღმაშფოთებელი
nepotism	anger	0.371	ნეპოტიზმი
schizophrenia	anger	0.369	შიზოფრენია
skewed	anger	0.368	დახრილი
disreputable	anger	0.368	უპატივცემულო
forbidding	anger	0.368	კრძალავს
conquest	anger	0.367	დაპყრობა
bark	anger	0.365	ქერქი
leukemia	anger	0.365	ლეიკემია
disapprove	anger	0.364	უარყოფა
warrior	anger	0.364	მეომარი
barks	anger	0.364	ყეფს
retarded	anger	0.364	ჩამორჩენილი
unhappy	anger	0.364	უბედური
burke	anger	0.364	ბურკი
challenge	anger	0.364	გამოწვევა
belt	anger	0.364	ქამარი
litigate	anger	0.359	სასამართლოში
paucity	anger	0.359	სიმცირე
opinionated	anger	0.359	აზრიანი
disliked	anger	0.359	არ მოეწონა
aftermath	anger	0.359	შემდგომი
restriction	anger	0.359	შეზღუდვა
cad	anger	0.359	კად
incompetence	anger	0.359	არაკომპეტენტურობა
loudness	anger	0.359	ხმამაღალი
broken	anger	0.359	გატეხილი
polemic	anger	0.359	პოლემიკა
sectarian	anger	0.359	სექტანტი
controversial	anger	0.359	საკამათო
interrupting	anger	0.358	წყვეტს
fussy	anger	0.357	ფუსფუსიანი
wench	anger	0.353	ვენჩი
remove	anger	0.351	ამოღება
brat	anger	0.351	ბრატი
gruff	anger	0.351	უხეში
misbehavior	anger	0.351	არასწორი ქცევა
scarcity	anger	0.350	სიმცირე
losing	anger	0.349	კარგავს
stigma	anger	0.348	სტიგმა
deserted	anger	0.348	მიტოვებული
timewasters	anger	0.348	დროის დამხმარეები
disagreement	anger	0.348	უთანხმოება
defect	anger	0.348	დეფექტი
hardened	anger	0.348	გამაგრებული
lie	anger	0.348	ტყუილი
ulcer	anger	0.348	წყლული
retract	anger	0.348	უკან დახევა
untrustworthy	anger	0.348	არასანდო
pest	anger	0.348	მავნებელი
disappointed	anger	0.348	იმედგაცრუებული
bias	anger	0.345	მიკერძოება
negation	anger	0.344	უარყოფა
bothering	anger	0.344	აწუხებს
stripped	anger	0.344	გაშიშვლებული
antisocial	anger	0.344	ანტისოციალური
pirate	anger	0.344	მეკობრე
stingy	anger	0.344	ძუნწი
shoddy	anger	0.344	უხარისხო
unreliable	anger	0.344	არასანდო
shaky	anger	0.344	კანკალი
misleading	anger	0.344	შეცდომაში შემყვანი
unsettled	anger	0.344	მოუწესრიგებელი
evade	anger	0.344	მორიდება
anxiety	anger	0.344	შფოთვა
disclaim	anger	0.344	უარის თქმა
deterioration	anger	0.344	გაუარესება
impotence	anger	0.344	იმპოტენცია
interminable	anger	0.343	დაუსრულებელი
disease	anger	0.341	დაავადება
meddle	anger	0.341	ჩარევა
warp	anger	0.340	დეფორმაცია
averse	anger	0.338	ავერსი
infamous	anger	0.338	სამარცხვინო
alcoholism	anger	0.338	ალკოჰოლიზმი
row	anger	0.337	რიგი
staticky	anger	0.336	სტატიკური
illegitimate	anger	0.333	არალეგიტიმური
encumbrance	anger	0.333	ტვირთამწეობა
witchcraft	anger	0.333	ჯადოქრობა
interrupt	anger	0.333	შეწყვეტა
scorpion	anger	0.333	მორიელი
ill	anger	0.333	ავადმყოფი
sinner	anger	0.331	ცოდვილი
inconsiderate	anger	0.329	დაუფიქრებელი
hulk	anger	0.329	ჰალკი
prohibited	anger	0.328	აკრძალული
dashed	anger	0.328	წყვეტილი
brrr	anger	0.328	brrr
fib	anger	0.328	ფიბ
disqualified	anger	0.328	დისკვალიფიცირებული
spammers	anger	0.328	სპამერები
phony	anger	0.328	ყალბი
tighten	anger	0.328	გამკაცრდეს
dislocated	anger	0.328	დისლოცირებული
scapegoat	anger	0.328	განტევების ვაცი
victim	anger	0.328	მსხვერპლი
opponent	anger	0.328	მოწინააღმდეგე
hiss	anger	0.328	ჩურჩული
crusade	anger	0.328	ჯვაროსნული ლაშქრობა
grumpy	anger	0.328	გაბუტული
resisting	anger	0.328	წინააღმდეგობის გაწევა
inappropriate	anger	0.324	შეუსაბამო
haye	anger	0.324	თივა
loss	anger	0.324	დაკარგვა
trickery	anger	0.324	მოტყუება
eschew	anger	0.324	მოერიდე
neglected	anger	0.324	უგულებელყოფილი
canker	anger	0.323	კიბო
muff	anger	0.318	მაფი
crunch	anger	0.318	კრუნჩხვა
duplicity	anger	0.318	ორპირობა
criticism	anger	0.318	კრიტიკა
queues	anger	0.318	რიგები
shriek	anger	0.316	ყვირილი
depreciate	anger	0.315	გაუფასურება
dismissal	anger	0.312	სამსახურიდან გათავისუფლება
chaff	anger	0.312	ჭაჭა
dramaqueen	anger	0.312	დრამატურგია
poverty	anger	0.312	სიღარიბე
carelessness	anger	0.312	დაუდევრობა
deflate	anger	0.312	გაფუჭება
dumps	anger	0.312	ნაგავსაყრელები
dupe	anger	0.312	მოტყუება
mortality	anger	0.312	სიკვდილიანობა
revving	anger	0.309	ბრუნავს
disallowed	anger	0.308	დაუშვებელია
boisterous	anger	0.307	ხმაურიანი
thoughtless	anger	0.307	დაუფიქრებელი
burial	anger	0.304	დაკრძალვის
wince	anger	0.303	გაწბილება
theocratic	anger	0.303	თეოკრატიული
sullen	anger	0.303	დაბნეული
involution	anger	0.300	ინვოლუცია
misuse	anger	0.297	ბოროტად გამოყენება
taxed	anger	0.297	დაბეგვრა
senseless	anger	0.297	უაზრო
talons	anger	0.297	ტალონები
stalemate	anger	0.297	ჩიხში
getyourown	anger	0.297	დაჯექი
hoax	anger	0.297	ხუმრობა
depreciated	anger	0.297	გაუფასურდა
depressed	anger	0.297	დეპრესიული
wasteful	anger	0.297	მფლანგველი
paralysis	anger	0.295	დამბლა
displaced	anger	0.294	გადაადგილებული
limited	anger	0.292	შეზღუდული
disapointment	anger	0.290	იმედგაცრუება
orc	anger	0.289	ორკი
ridiculous	anger	0.289	სასაცილოა
homeless	anger	0.288	უსახლკარო
spine	anger	0.288	ხერხემალი
teasing	anger	0.288	ცელქი
presumptuous	anger	0.288	თავხედური
react	anger	0.288	რეაგირება
sharpen	anger	0.288	სიმკვეთრე
barrier	anger	0.287	ბარიერი
hoot	anger	0.287	ცახცახებს
twitchy	anger	0.287	ტრიალი
myopia	anger	0.283	მიოპია
flexin	anger	0.281	ფლექსინი
lagging	anger	0.281	ჩამორჩენილი
contraband	anger	0.281	კონტრაბანდა
incompatible	anger	0.281	შეუთავსებელი
shiver	anger	0.281	კანკალი
spam	anger	0.281	სპამი
agh	anger	0.281	აგ
disconnects	anger	0.281	წყვეტს
delinquent	anger	0.281	დამნაშავის
restitution	anger	0.281	რესტიტუცია
foray	anger	0.279	შეტევა
troll	anger	0.279	ტროლი
unfairness	anger	0.279	უსამართლობას
buffering	anger	0.279	ბუფერიზაცია
noncompliance	anger	0.279	შეუსაბამობა
nether	anger	0.278	არცერთი
bogus	anger	0.273	ყალბი
immaturity	anger	0.273	მოუმწიფებლობა
uncaring	anger	0.273	უყურადღებო
bugaboo	anger	0.273	ბუგაბუ
feisty	anger	0.269	მხიარული
shock	anger	0.269	შოკი
humbug	anger	0.266	თავმდაბალი
notamorningperson	anger	0.266	ნოტა დილის პიროვნება
feminism	anger	0.266	ფემინიზმი
inoperative	anger	0.266	არაოპერაციული
bear	anger	0.266	დათვი
inconvenient	anger	0.266	მოუხერხებელი
latent	anger	0.266	ლატენტური
defendant	anger	0.266	მოპასუხე
nopoint	anger	0.266	არა წერტილი
rapping	anger	0.266	რეპინგი
pry	anger	0.266	ჩხუბი
quandary	anger	0.266	გაურკვევლობა
interrupts	anger	0.265	წყვეტს
fluctuation	anger	0.265	რყევა
exaggerate	anger	0.263	გაზვიადება
lose	anger	0.261	დაკარგავს
patter	anger	0.258	პატერ
furnace	anger	0.258	ღუმელი
stone	anger	0.258	ქვა
tease	anger	0.258	ცელქი
shoplifting	anger	0.258	მაღაზიის ქურდობა
soldier	anger	0.258	ჯარისკაცი
incompetent	anger	0.257	არაკომპეტენტური
indoctrination	anger	0.255	ინდოქტრინაცია
rocket	anger	0.250	რაკეტა
skid	anger	0.250	სრიალი
noisy	anger	0.250	ხმაურიანი
notoriety	anger	0.250	ცნობადობა
cane	anger	0.250	ხელჯოხი
unfollow	anger	0.250	გაუქმება
tripping	anger	0.250	ტრიალებდა
attentionseeker	anger	0.250	ყურადღების მოყვარული
mastery	anger	0.250	ოსტატობა
socialist	anger	0.250	სოციალისტური
falsehood	anger	0.250	სიცრუე
complicate	anger	0.250	გართულება
lawyer	anger	0.250	ადვოკატი
untrue	anger	0.250	უტყუარი
nonsense	anger	0.250	უაზრობა
pouting	anger	0.250	ყეფა
witch	anger	0.242	ჯადოქარი
detract	anger	0.242	აკნინებს
obstacle	anger	0.242	დაბრკოლება
halter	anger	0.242	ლაგამი
fenced	anger	0.242	შემოღობილი
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	არ მესმის
vampire	anger	0.242	ვამპირი
ringer	anger	0.242	რინგერი
frowning	anger	0.239	წარბშეკრული
saber	anger	0.238	საბერი
hunger	anger	0.235	შიმშილი
shell	anger	0.234	ჭურვი
wokemeup	anger	0.234	გამაღვიძა
recession	anger	0.234	რეცესია
failing	anger	0.234	წარუმატებელი
dabbling	anger	0.234	მოფერება
politics	anger	0.234	პოლიტიკა
lava	anger	0.234	ლავა
rascal	anger	0.234	ჯიუტი
imtryingtosleep	anger	0.234	ვცდილობ დაძინებას
tariff	anger	0.234	ტარიფი
undesirable	anger	0.231	არასასურველი
darkness	anger	0.227	სიბნელე
versus	anger	0.227	წინააღმდეგ
copycat	anger	0.227	კოპირება
resign	anger	0.227	გადადგეს
soaked	anger	0.226	გაჟღენთილი
unfulfilled	anger	0.225	შეუსრულებელი
abandoned	anger	0.222	მიტოვებული
unattainable	anger	0.221	მიუღწეველი
owing	anger	0.221	დავალიანება
bankruptcy	anger	0.221	გაკოტრება
misconception	anger	0.219	მცდარი წარმოდგენა
tool	anger	0.219	ხელსაწყო
warden	anger	0.219	მცველი
compress	anger	0.219	შეკუმშოს
mosquito	anger	0.219	კოღო
whiny	anger	0.219	ტირილი
somethingigetalot	anger	0.219	რაღაცაიგეტალო
confusion	anger	0.219	დაბნეულობა
unhelpful	anger	0.219	უსარგებლო
twitching	anger	0.219	კანკალი
nosey	anger	0.213	ცხვირიანი
overpriced	anger	0.212	ზედმეტად ფასიანი
adder	anger	0.212	შემკრები
harry	anger	0.212	ჰარი
shortage	anger	0.212	დეფიციტი
melodrama	anger	0.212	მელოდრამა
possession	anger	0.206	ფლობა
desert	anger	0.206	უდაბნო
overplayed	anger	0.206	გადაჭარბებული თამაში
unpaid	anger	0.203	გადაუხდელი
powerless	anger	0.203	უძლური
sentence	anger	0.203	სასჯელი
inefficient	anger	0.203	არაეფექტური
arraignment	anger	0.203	სასამართლო განხილვა
pout	anger	0.203	პუტკუნა
unlucky	anger	0.203	უიღბლო
rook	anger	0.203	როკი
backbone	anger	0.203	ხერხემალი
uninvited	anger	0.203	დაუპატიჟებელი
court	anger	0.199	სასამართლო
endless	anger	0.198	გაუთავებელი
adverts	anger	0.197	რეკლამები
distracted	anger	0.197	გაფანტა
delay	anger	0.197	დაგვიანებით
misstatement	anger	0.197	არასწორი განცხადება
misunderstanding	anger	0.195	გაუგებრობა
inadmissible	anger	0.191	დაუშვებელია
excite	anger	0.191	აღელვებს
lightning	anger	0.189	ელვა
preclude	anger	0.188	გამორიცხავს
mournful	anger	0.188	სამწუხარო
insecure	anger	0.188	არასაიმედო
incase	anger	0.188	შემთხვევაში
mutter	anger	0.182	ჩურჩულით
pare	anger	0.182	გაპარვა
rating	anger	0.182	რეიტინგი
claimant	anger	0.182	მოსარჩელე
insist	anger	0.182	დაჟინებით
mistress	anger	0.182	ბედია
distracting	anger	0.182	ყურადღების გადატანის
opium	anger	0.180	ოპიუმი
deserve	anger	0.176	იმსახურებს
willful	anger	0.176	განზრახ
treat	anger	0.175	მკურნალობა
insists	anger	0.175	ამტკიცებს
excitation	anger	0.172	აღგზნება
mighty	anger	0.172	ძლიერი
liberate	anger	0.172	გაათავისუფლე
indecisive	anger	0.172	გადამწყვეტი
hormonal	anger	0.172	ჰორმონალური
peice	anger	0.172	ნაჭერი
gibberish	anger	0.172	ჭკუა
misplace	anger	0.172	არასწორი ადგილი
fee	anger	0.172	საფასური
thanksalot	anger	0.172	დიდი მადლობა
fleece	anger	0.172	საწმისი
yelp	anger	0.168	ყვირილი
mule	anger	0.167	ჯორი
unequal	anger	0.167	არათანაბარი
hamstring	anger	0.167	ბარძაყის ძვალი
bargaining	anger	0.167	ვაჭრობა
insufficiency	anger	0.167	უკმარისობა
insignificant	anger	0.167	უმნიშვნელო
attentionseekers	anger	0.163	ყურადღების მაძიებლები
coop	anger	0.156	თანამშრომლობა
rheumatism	anger	0.156	რევმატიზმი
forearm	anger	0.156	წინამხარი
indifference	anger	0.156	გულგრილობა
underpaid	anger	0.152	ნაკლებანაზღაურებადი
involvement	anger	0.152	ჩართულობა
justthebeginning	anger	0.152	მხოლოდ დასაწყისი
disinformation	anger	0.152	დეზინფორმაცია
uncertain	anger	0.152	გაურკვეველი
bee	anger	0.152	ფუტკარი
attorney	anger	0.152	ადვოკატი
pretending	anger	0.152	თავის მოჩვენება
campaigning	anger	0.151	კამპანია
hopelessness	anger	0.149	უიმედობა
feeling	anger	0.147	განცდა
legalized	anger	0.145	ლეგალიზებული
caution	anger	0.145	სიფრთხილით
sterling	anger	0.141	სტერლინგი
morals	anger	0.141	მორალი
subsidy	anger	0.141	სუბსიდირება
obliging	anger	0.141	ავალდებულებს
wimpy	anger	0.140	დაღლილი
bummer	anger	0.139	ბუმბერაზი
saloon	anger	0.136	სალონი
blemish	anger	0.136	ნაკლი
misspell	anger	0.136	მართლწერის შეცდომა
repay	anger	0.136	გადაიხადე
surcharge	anger	0.136	დამატებითი გადასახადი
geez	anger	0.136	გეზი
birch	anger	0.135	არყის
noob	anger	0.133	noob
honk	anger	0.133	ზარი
orchestra	anger	0.132	ორკესტრი
wireless	anger	0.125	უკაბელო
competitive	anger	0.125	კონკურენტუნარიანი
standstill	anger	0.125	გაჩერება
inattention	anger	0.121	უყურადღებობა
reversal	anger	0.121	შეცვლა
lace	anger	0.118	მაქმანი
elbow	anger	0.117	იდაყვი
instinctive	anger	0.112	ინსტინქტური
chant	anger	0.111	გალობა
gnome	anger	0.109	ჯუჯა
lonely	anger	0.109	მარტოხელა
tolerate	anger	0.106	მოითმენს
management	anger	0.102	მენეჯმენტი
advocacy	anger	0.100	ადვოკატირება
moral	anger	0.094	მორალური
roadworks	anger	0.091	საგზაო სამუშაოები
honest	anger	0.087	პატიოსანი
gent	anger	0.076	ჯენტ
forgetful	anger	0.076	დავიწყებული
liquor	anger	0.075	ლიქიორით
money	anger	0.074	ფული
hood	anger	0.071	კაპოტი
curriculum	anger	0.063	სასწავლო გეგმა
words	anger	0.062	სიტყვები
smell	anger	0.061	სუნი
playful	anger	0.061	მხიარული
opera	anger	0.061	ოპერა
elf	anger	0.061	ელფი
nurture	anger	0.059	აღზრდა
trumpet	anger	0.059	საყვირი
counsellor	anger	0.059	მრჩეველი
asleeep	anger	0.059	ეძინა
birthplace	anger	0.051	დაბადების ადგილი
ribbon	anger	0.047	ლენტი
youth	anger	0.045	ახალგაზრდობა
vote	anger	0.045	ხმის მიცემა
cash	anger	0.039	ნაღდი ფული
wannasleep	anger	0.031	ძილი მინდა
waffle	anger	0.030	ვაფლი
dame	anger	0.030	ქალბატონი
buffet	anger	0.029	ბუფეტი
celebrity	anger	0.026	სახელგანთქმული
sisterhood	anger	0.015	და-ძმა
autocorrect	anger	0.015	ავტოკორექტირება
musical	anger	0.011	მუსიკალური
tree	anger	0.000	ხე
anticipation	anticipation	0.859	მოლოდინი
excited	anticipation	0.859	აღელვებული
excitement	anticipation	0.820	მღელვარება
anticipate	anticipation	0.820	განჭვრეტა
eagerness	anticipation	0.812	მონდომება
exciting	anticipation	0.797	ამაღელვებელი
expectant	anticipation	0.789	მომლოდინე
thrilling	anticipation	0.781	ამაღელვებელი
hope	anticipation	0.773	იმედი
quest	anticipation	0.766	ქვესტი
countdown	anticipation	0.750	უკუთვლა
start	anticipation	0.750	დაწყება
anticipatory	anticipation	0.750	მოსალოდნელი
adventure	anticipation	0.750	თავგადასავალი
expectance	anticipation	0.750	მოლოდინი
climax	anticipation	0.742	კულმინაცია
prophecy	anticipation	0.742	წინასწარმეტყველება
expect	anticipation	0.742	ველით
excite	anticipation	0.742	აღელვებს
arouse	anticipation	0.742	აღგზნება
eager	anticipation	0.742	მონდომებული
ejaculation	anticipation	0.734	ეაკულაცია
birth	anticipation	0.734	დაბადების
announcement	anticipation	0.734	განცხადება
expectancy	anticipation	0.727	მოლოდინი
expecting	anticipation	0.727	ელოდება
imminent	anticipation	0.727	გარდაუვალი
liberation	anticipation	0.727	განთავისუფლება
urgent	anticipation	0.727	სასწრაფო
trepidation	anticipation	0.719	მოწიწება
reunion	anticipation	0.719	გაერთიანება
prospection	anticipation	0.719	პროსპექცია
voyage	anticipation	0.719	ვოიაჟი
prospect	anticipation	0.719	პერსპექტივა
aspire	anticipation	0.719	მისწრაფება
rapture	anticipation	0.711	აღტაცება
suspense	anticipation	0.711	შეჩერება
journey	anticipation	0.711	მოგზაურობა
kiss	anticipation	0.711	კოცნა
enthusiasm	anticipation	0.711	ენთუზიაზმი
yearning	anticipation	0.711	ლტოლვა
ecstasy	anticipation	0.711	ექსტაზი
mystery	anticipation	0.711	საიდუმლო
prospective	anticipation	0.703	პერსპექტიული
frantic	anticipation	0.703	გაბრაზებული
destination	anticipation	0.703	დანიშნულების ადგილი
excitation	anticipation	0.703	აღგზნება
lottery	anticipation	0.703	ლატარია
hopeful	anticipation	0.703	იმედიანი
thrill	anticipation	0.703	მღელვარება
progress	anticipation	0.703	პროგრესი
urgency	anticipation	0.703	სასწრაფოობა
tantalizing	anticipation	0.703	ტანჯული
liberate	anticipation	0.695	გაათავისუფლე
hurry	anticipation	0.695	იჩქარეთ
explore	anticipation	0.695	გამოკვლევა
advance	anticipation	0.695	წინსვლა
vacation	anticipation	0.695	შვებულება
sex	anticipation	0.695	სექსი
achievement	anticipation	0.695	მიღწევა
readiness	anticipation	0.695	მზადყოფნა
expectation	anticipation	0.695	მოლოდინი
prediction	anticipation	0.695	წინასწარმეტყველება
arrival	anticipation	0.695	ჩამოსვლა
allure	anticipation	0.688	მიმზიდველობა
ecstatic	anticipation	0.688	ენერგიული
approaching	anticipation	0.688	ახლოვდება
honeymoon	anticipation	0.680	თაფლობის თვე
roulette	anticipation	0.680	რულეტკა
uprising	anticipation	0.680	აჯანყება
holiday	anticipation	0.672	დღესასწაული
crescendo	anticipation	0.672	კრეშჩენდო
celebrating	anticipation	0.672	ზეიმობს
wishful	anticipation	0.672	სურვილისამებრ
waiting	anticipation	0.664	ელოდება
invitation	anticipation	0.664	მოწვევა
rescue	anticipation	0.664	გადარჩენა
impending	anticipation	0.664	მოსალოდნელია
winning	anticipation	0.664	გამარჯვების
craving	anticipation	0.664	ლტოლვა
winnings	anticipation	0.664	მოგება
triumph	anticipation	0.664	ტრიუმფი
orgasm	anticipation	0.664	ორგაზმი
marriage	anticipation	0.656	ქორწინება
bridal	anticipation	0.656	საქორწილო
victory	anticipation	0.656	გამარჯვება
courtship	anticipation	0.656	შეყვარებულობა
gain	anticipation	0.656	მოგება
aspiring	anticipation	0.656	მიისწრაფვის
strive	anticipation	0.656	ისწრაფოდეს
reward	anticipation	0.656	ჯილდო
celebration	anticipation	0.656	ზეიმი
jackpot	anticipation	0.656	ჯეკპოტი
bridegroom	anticipation	0.656	სიძე
fortune	anticipation	0.656	ბედი
tomorrow	anticipation	0.648	ხვალ
rising	anticipation	0.648	იზრდება
inheritance	anticipation	0.648	მემკვიდრეობა
alertness	anticipation	0.648	სიფხიზლე
crowning	anticipation	0.648	გვირგვინი
aspiration	anticipation	0.648	სწრაფვა
delivery	anticipation	0.648	მიწოდება
opportunity	anticipation	0.648	შესაძლებლობა
intrigue	anticipation	0.648	ინტრიგა
prescient	anticipation	0.648	წინასწარმეტყველი
treasure	anticipation	0.648	საგანძური
erotic	anticipation	0.641	ეროტიკული
revolution	anticipation	0.641	რევოლუცია
launch	anticipation	0.641	გაშვება
reckoning	anticipation	0.641	გაანგარიშება
prognosis	anticipation	0.641	პროგნოზი
happiness	anticipation	0.641	ბედნიერება
celebrated	anticipation	0.641	აღინიშნა
receiving	anticipation	0.641	მიღება
possibility	anticipation	0.641	შესაძლებლობა
expedition	anticipation	0.641	ექსპედიცია
bride	anticipation	0.641	პატარძალი
engaged	anticipation	0.641	დაკავებული
anxious	anticipation	0.641	შეშფოთებულია
hype	anticipation	0.641	აჟიოტაჟი
spectacular	anticipation	0.641	სანახაობრივი
award	anticipation	0.641	ჯილდო
prepare	anticipation	0.633	მოამზადე
coming	anticipation	0.633	მოდის
graduation	anticipation	0.633	დამთავრება
destiny	anticipation	0.633	ბედისწერა
miracle	anticipation	0.633	სასწაული
beware	anticipation	0.633	უფრთხილდი
succeed	anticipation	0.633	წარმატების მიღწევა
passionate	anticipation	0.633	ვნებიანი
birthday	anticipation	0.633	დაბადების დღე
passion	anticipation	0.633	ვნება
ominous	anticipation	0.633	ავბედითი
captivate	anticipation	0.633	დატყვევება
vision	anticipation	0.633	ხედვა
delight	anticipation	0.633	აღფრთოვანება
curious	anticipation	0.633	ცნობისმოყვარე
firstborn	anticipation	0.633	პირმშო
await	anticipation	0.633	დაელოდე
triumphant	anticipation	0.625	ტრიუმფალური
escape	anticipation	0.625	გაქცევა
optimism	anticipation	0.625	ოპტიმიზმი
retirement	anticipation	0.625	საპენსიო
foresee	anticipation	0.625	განჭვრეტა
inspiration	anticipation	0.625	შთაგონების
ripen	anticipation	0.625	მომწიფდეს
gift	anticipation	0.625	საჩუქარი
revival	anticipation	0.625	აღორძინება
lust	anticipation	0.625	ვნება
risky	anticipation	0.617	სარისკო
foreboding	anticipation	0.617	წინათგრძნობა
bloom	anticipation	0.617	აყვავება
verge	anticipation	0.617	პირას
embrace	anticipation	0.617	ჩახუტება
destined	anticipation	0.617	განზრახული
surprisingly	anticipation	0.617	საოცრად
ambition	anticipation	0.617	ამბიცია
simmering	anticipation	0.617	შუშხუნა
enchanting	anticipation	0.617	მომაჯადოებელი
foresight	anticipation	0.617	წინდახედულება
lookout	anticipation	0.609	ფრთხილად
anxiety	anticipation	0.609	შფოთვა
forecast	anticipation	0.609	პროგნოზი
seductive	anticipation	0.609	მაცდუნებელი
bonus	anticipation	0.609	ბონუსი
succeeding	anticipation	0.609	წარმატებული
matrimony	anticipation	0.609	ქორწინება
magical	anticipation	0.609	ჯადოსნური
alerts	anticipation	0.609	გაფრთხილებები
winner	anticipation	0.602	გამარჯვებული
applicant	anticipation	0.602	განმცხადებელი
fulfillment	anticipation	0.602	შესრულება
deserve	anticipation	0.602	იმსახურებს
inspire	anticipation	0.602	შთააგონებს
foreseen	anticipation	0.602	გათვალისწინებული
intended	anticipation	0.602	განკუთვნილი
boomerang	anticipation	0.602	ბუმერანგი
picnic	anticipation	0.602	პიკნიკი
longing	anticipation	0.602	ლტოლვა
revenge	anticipation	0.602	შურისძიება
success	anticipation	0.602	წარმატება
diagnosis	anticipation	0.602	დიაგნოზი
visionary	anticipation	0.602	მეოცნებე
prophetic	anticipation	0.602	წინასწარმეტყველური
entertaining	anticipation	0.602	გასართობი
nervous	anticipation	0.602	ნერვული
illuminate	anticipation	0.594	ანათებს
accelerate	anticipation	0.594	აჩქარება
advent	anticipation	0.594	მოსვლა
romance	anticipation	0.594	რომანტიკა
result	anticipation	0.594	შედეგი
arrive	anticipation	0.594	ჩამოსვლა
momentum	anticipation	0.594	იმპულსი
buzz	anticipation	0.594	ზუზუნი
rekindle	anticipation	0.594	აღორძინება
preparedness	anticipation	0.594	მზადყოფნა
acquiring	anticipation	0.594	იძენს
luck	anticipation	0.594	იღბალი
marry	anticipation	0.594	გათხოვება
predict	anticipation	0.589	იწინასწარმეტყველე
money	anticipation	0.586	ფული
auspices	anticipation	0.586	ეგიდები
uplift	anticipation	0.586	ამაღლება
fiesta	anticipation	0.586	ფიესტა
enjoying	anticipation	0.586	ტკბება
preparation	anticipation	0.586	მომზადება
raffle	anticipation	0.586	გათამაშება
investigation	anticipation	0.586	გამოძიება
progression	anticipation	0.586	პროგრესირება
overdue	anticipation	0.586	ვადაგადაცილებული
crave	anticipation	0.586	სწყურია
impatient	anticipation	0.586	მოუთმენელი
enthusiast	anticipation	0.586	ენთუზიასტი
flirt	anticipation	0.586	ფლირტი
seek	anticipation	0.586	ეძიოს
sequel	anticipation	0.586	გაგრძელება
presumption	anticipation	0.586	ვარაუდი
delightful	anticipation	0.586	ლაღი
gambling	anticipation	0.586	აზარტული თამაშები
