English Word	Emotion	Emotion-Intensity-Score	Finnish Word
treadmill	anticipation	0.234	juoksumatto
board	anticipation	0.234	hallitus
tree	anticipation	0.227	puu
sundial	anticipation	0.227	aurinkokello
paralysis	anticipation	0.211	halvaus
cement	anticipation	0.203	sementti
worm	anticipation	0.203	mato
organization	anticipation	0.203	organisaatio
lagging	anticipation	0.180	jäljessä
neutral	anticipation	0.148	neutraali
cannibalism	disgust	0.953	kannibalismi
mutilation	disgust	0.930	silpominen
molestation	disgust	0.914	ahdistelu
incest	disgust	0.914	insesti
rape	disgust	0.906	raiskata
gonorrhea	disgust	0.906	tippuri
cannibal	disgust	0.898	kannibaali
rot	disgust	0.891	mätää
corpse	disgust	0.883	ruumis
massacre	disgust	0.883	verilöyly
excrement	disgust	0.883	ulosteet
barf	disgust	0.875	barf
slaughter	disgust	0.875	teurastus
slaughterhouse	disgust	0.867	teurastamo
incestuous	disgust	0.859	insesti-
sewerage	disgust	0.859	viemäröinti
filth	disgust	0.859	saasta
bigot	disgust	0.859	kiihkoilija
rancid	disgust	0.859	eltaantunut
infestation	disgust	0.852	tartunta
plague	disgust	0.852	rutto
holocaust	disgust	0.852	holokausti
bloodthirsty	disgust	0.852	verenhimoinen
rotting	disgust	0.844	mätää
fecal	disgust	0.844	uloste
maggot	disgust	0.844	toukka
feces	disgust	0.844	ulosteet
murder	disgust	0.839	murhata
asshole	disgust	0.836	kusipää
homicide	disgust	0.836	murha
enslaved	disgust	0.836	orjuutettu
infanticide	disgust	0.836	lapsenmurha
perverted	disgust	0.828	kieroutunut
excretion	disgust	0.828	erittyminen
gore	disgust	0.828	gore
slaughtering	disgust	0.828	teurastus
torture	disgust	0.828	kiduttaa
contaminate	disgust	0.821	saastuttaa
revolting	disgust	0.820	vastenmielinen
gory	disgust	0.820	veristä
shit	disgust	0.820	paska
terrorist	disgust	0.820	terroristi
murderer	disgust	0.820	murhaaja
repugnant	disgust	0.820	vastenmielinen
manure	disgust	0.820	lantaa
pervert	disgust	0.820	perverssi
diarrhoea	disgust	0.820	ripuli
grotesque	disgust	0.820	groteski
desecration	disgust	0.820	häpäiseminen
faeces	disgust	0.812	ulosteet
slavery	disgust	0.812	orjuutta
sewer	disgust	0.812	viemäri
cadaver	disgust	0.812	ruumis
manslaughter	disgust	0.812	tappo
dismemberment	disgust	0.812	pilkkominen
vomit	disgust	0.812	oksentaa
perverse	disgust	0.805	perverssi
repulsive	disgust	0.805	vastenmielinen
hemorrhage	disgust	0.805	verenvuoto
sewage	disgust	0.797	jätevettä
filthy	disgust	0.797	likainen
diseased	disgust	0.797	sairaana
depravity	disgust	0.797	turmeltuneisuus
carcass	disgust	0.795	ruho
decompose	disgust	0.789	hajota
gruesome	disgust	0.789	hirvittävä
mutilated	disgust	0.789	silvottu
puke	disgust	0.789	oksentaa
herpes	disgust	0.789	herpes
decayed	disgust	0.789	rappeutunut
dung	disgust	0.789	lantaa
vermin	disgust	0.789	syöpäläiset
murderous	disgust	0.789	murhaaja
parasite	disgust	0.789	loinen
horrific	disgust	0.789	kauheaa
carnage	disgust	0.781	verilöyly
malaria	disgust	0.781	malaria
slime	disgust	0.781	lima
flatulence	disgust	0.781	ilmavaivat
pestilence	disgust	0.781	rutto
crap	disgust	0.781	paska
monstrosity	disgust	0.781	hirviö
loathsome	disgust	0.773	inhottava
toxic	disgust	0.773	myrkyllinen
morgue	disgust	0.773	ruumishuone
pus	disgust	0.773	mätä
herpesvirus	disgust	0.773	herpesvirus
leprosy	disgust	0.773	lepra
insidious	disgust	0.773	salakavala
cruel	disgust	0.766	julma
regurgitation	disgust	0.766	regurgitaatio
anthrax	disgust	0.766	pernarutto
xenophobia	disgust	0.766	muukalaisviha
repugnance	disgust	0.766	vastenmielisyyttä
lynch	disgust	0.766	lynkkailla
revulsion	disgust	0.766	vastenmielisyyttä
whore	disgust	0.766	huora
dissection	disgust	0.759	dissektio
mucous	disgust	0.758	limainen
canker	disgust	0.758	syöpä
slum	disgust	0.758	slummi
infectious	disgust	0.758	tarttuva
evil	disgust	0.758	paha
phlegm	disgust	0.758	limaa
cruelty	disgust	0.758	julmuutta
perversion	disgust	0.758	perversio
sinister	disgust	0.750	synkkä
leeches	disgust	0.750	iilimatoja
corrupting	disgust	0.750	korruptoivaa
decomposition	disgust	0.750	hajoaminen
abomination	disgust	0.742	kauhistus
stinking	disgust	0.742	haiseva
bile	disgust	0.742	sappi
demonic	disgust	0.742	demoninen
deranged	disgust	0.742	häiriintynyt
abhorrence	disgust	0.742	vastenmielisyyttä
soiled	disgust	0.742	likainen
mucus	disgust	0.742	lima
septic	disgust	0.742	septinen
sickening	disgust	0.742	sairasta
demon	disgust	0.742	demoni
cancer	disgust	0.734	syöpä
obese	disgust	0.734	ylipainoinen
degeneracy	disgust	0.734	rappeutumista
despicable	disgust	0.734	halveksittava
atrocity	disgust	0.734	julmuutta
foul	disgust	0.734	virheellinen
sicken	disgust	0.734	sairastua
crucifixion	disgust	0.734	ristiinnaulitseminen
terrorism	disgust	0.734	terrorismia
repulsion	disgust	0.727	vastenmielisyyttä
morbidity	disgust	0.727	sairastuvuus
dysentery	disgust	0.727	punatauti
enema	disgust	0.727	peräruiske
bacterium	disgust	0.727	bakteeri
dirty	disgust	0.727	likainen
adultery	disgust	0.727	aviorikos
contamination	disgust	0.727	saastuminen
grisly	disgust	0.727	kammottava
diabolical	disgust	0.727	pirullinen
autopsy	disgust	0.719	ruumiinavaus
barbaric	disgust	0.719	barbaarinen
vulgar	disgust	0.719	mautonta
entrails	disgust	0.719	sisälmykset
disgust	disgust	0.719	inho
lewd	disgust	0.719	rivo
muck	disgust	0.719	sonta
bowels	disgust	0.719	suolet
garbage	disgust	0.719	roska
deterioration	disgust	0.719	heikkeneminen
contagion	disgust	0.719	tartunta
vicious	disgust	0.719	ilkeä
disfigured	disgust	0.719	vääristynyt
pungent	disgust	0.719	pistävä
gross	disgust	0.719	ällöttävä
bloodshed	disgust	0.714	verenvuodatusta
gag	disgust	0.711	gag
pollute	disgust	0.711	saastuttaa
nausea	disgust	0.711	pahoinvointi
tyrant	disgust	0.711	tyranni
wretched	disgust	0.711	kurja
mortification	disgust	0.711	häpeä
violent	disgust	0.711	väkivaltainen
poisoned	disgust	0.711	myrkytetty
nauseate	disgust	0.703	kuvottaa
slimy	disgust	0.703	limainen
grope	disgust	0.703	hipelöidä
slut	disgust	0.703	lutka
nasty	disgust	0.703	ilkeä
disgusting	disgust	0.703	ällöttävä
depraved	disgust	0.703	turmeltunut
porn	disgust	0.703	porno
hateful	disgust	0.703	vihamielinen
vulgarity	disgust	0.703	mauttomuus
noxious	disgust	0.703	haitallista
grime	disgust	0.703	lika
constipation	disgust	0.703	ummetus
secretion	disgust	0.703	eritys
poisoning	disgust	0.703	myrkytys
despotism	disgust	0.703	despotismi
measles	disgust	0.696	tuhkarokko
contagious	disgust	0.695	tarttuva
obesity	disgust	0.695	lihavuus
wart	disgust	0.695	syylä
hate	disgust	0.695	vihaa
hellish	disgust	0.695	helvettiä
scum	disgust	0.695	saasta
suicidal	disgust	0.695	itsemurha-
wretch	disgust	0.695	raukka
abuse	disgust	0.695	väärinkäyttö
waste	disgust	0.695	jätettä
intestinal	disgust	0.695	suoliston
heartworm	disgust	0.688	sydänmato
ooze	disgust	0.688	tihkua
treason	disgust	0.688	maanpetoksesta
contaminated	disgust	0.688	saastunut
smut	disgust	0.688	sommi
disease	disgust	0.688	sairaus
rabid	disgust	0.688	yltiöpäinen
deformed	disgust	0.680	epämuodostunut
hell	disgust	0.680	helvetti
soulless	disgust	0.680	sieluton
cholera	disgust	0.680	kolera
bestial	disgust	0.680	eläimellinen
antichrist	disgust	0.680	antikristus
freakish	disgust	0.680	omituinen
germ	disgust	0.680	alkio
detest	disgust	0.680	inhota
pollution	disgust	0.680	saastuminen
grimy	disgust	0.680	likainen
abhorrent	disgust	0.680	vastenmielistä
hatred	disgust	0.680	vihaa
abominate	disgust	0.680	inhota
sickness	disgust	0.680	sairaus
hideous	disgust	0.672	hirveä
dictatorship	disgust	0.672	diktatuuri
loathful	disgust	0.672	inhottava
greasy	disgust	0.672	rasvainen
dilapidated	disgust	0.672	rappeutunut
inhuman	disgust	0.672	epäinhimillistä
loathing	disgust	0.672	inho
obscene	disgust	0.672	säädytöntä
cess	disgust	0.670	cess
devil	disgust	0.664	paholainen
deformity	disgust	0.664	epämuodostuma
nauseous	disgust	0.664	pahoinvointia
deadly	disgust	0.664	tappava
swine	disgust	0.664	sika
discrimination	disgust	0.664	syrjintää
abominable	disgust	0.664	inhottavaa
masochism	disgust	0.664	masokismi
heretic	disgust	0.664	harhaoppinen
latrines	disgust	0.656	käymälät
corruption	disgust	0.656	korruptiota
poisonous	disgust	0.656	Varo myrkyllistä
horror	disgust	0.656	kauhu
nefarious	disgust	0.656	ilkeä
bacteria	disgust	0.656	bakteerit
horrible	disgust	0.656	kamalaa
trash	disgust	0.656	roskakoriin
abortion	disgust	0.656	abortti
death	disgust	0.656	kuolema
prejudiced	disgust	0.656	ennakkoluuloinen
poison	disgust	0.656	myrkyttää
oppression	disgust	0.656	sortoa
goo	disgust	0.656	goo
victimized	disgust	0.656	uhriksi joutunut
mange	disgust	0.656	mange
sludge	disgust	0.648	lietettä
trashy	disgust	0.648	roskainen
vindictive	disgust	0.648	kostonhimoinen
horrid	disgust	0.648	hirveä
ugly	disgust	0.648	ruma
immoral	disgust	0.648	moraalitonta
bitch	disgust	0.648	narttu
outhouse	disgust	0.648	ulkohuussi
detestation	disgust	0.648	inhoa
horrifying	disgust	0.641	kauhistuttava
laxative	disgust	0.641	laksatiivinen
unsightly	disgust	0.641	ruma
derogatory	disgust	0.641	halventavaa
slop	disgust	0.641	litku
malfeasance	disgust	0.641	väärinkäytöksiä
spew	disgust	0.641	oksentaa
pimple	disgust	0.641	näppylä
criminality	disgust	0.641	rikollisuus
indecency	disgust	0.641	säädyttömyys
cystic	disgust	0.641	kystinen
villainous	disgust	0.641	häijy
queasy	disgust	0.633	sekaisin
mildew	disgust	0.633	hometta
oppressive	disgust	0.633	ahdistava
prostitution	disgust	0.633	prostituutio
secrete	disgust	0.633	erittää
ulcer	disgust	0.633	haavauma
rat	disgust	0.633	rotta
bigoted	disgust	0.633	kiihkoileva
perpetrator	disgust	0.633	tekijä
doomsday	disgust	0.633	tuomiopäivä
sinful	disgust	0.633	syntinen
degrading	disgust	0.625	alentavaa
ghastly	disgust	0.625	kamala
suffering	disgust	0.625	kärsimystä
obscenity	disgust	0.625	törkeys
devilish	disgust	0.625	pirullinen
disgraceful	disgust	0.625	häpeällistä
persecution	disgust	0.625	vaino
contemptible	disgust	0.625	halveksittavaa
cuckold	disgust	0.625	aisankannattaja
stools	disgust	0.625	ulosteet
dastardly	disgust	0.625	ilkeästi
sin	disgust	0.625	synti
gluttony	disgust	0.625	mässäily
bloated	disgust	0.625	paisunut
fungus	disgust	0.625	sieni
aghast	disgust	0.625	kauhistuneena
diaper	disgust	0.617	vaippa
malicious	disgust	0.617	ilkeä
polygamy	disgust	0.617	moniavioisuus
dying	disgust	0.617	kuolee
termite	disgust	0.617	termiitti
fat	disgust	0.617	rasvaa
deceit	disgust	0.617	petos
atrocious	disgust	0.617	julmaa
guillotine	disgust	0.617	giljotiini
tetanus	disgust	0.617	jäykkäkouristus
spoil	disgust	0.617	pilata
crusty	disgust	0.617	kärttyisä
sickly	disgust	0.617	sairaalloinen
louse	disgust	0.617	täi
strangle	disgust	0.617	kuristaa
betrayal	disgust	0.617	pettäminen
loathe	disgust	0.617	vihata
wench	disgust	0.617	narttu
infect	disgust	0.617	tartuttaa
violently	disgust	0.609	väkivaltaisesti
brothel	disgust	0.609	bordelli
drool	disgust	0.609	kuolata
bleeding	disgust	0.609	verenvuotoa
deform	disgust	0.609	muuttaa muotoaan
ghetto	disgust	0.609	getto
sabotage	disgust	0.609	sabotoida
venomous	disgust	0.609	myrkyllinen
abhor	disgust	0.609	inhoaa
slander	disgust	0.609	herjata
hostile	disgust	0.609	vihamielinen
musty	disgust	0.602	ummehtunut
illicit	disgust	0.602	laitonta
ugliness	disgust	0.602	rumuus
unwashed	disgust	0.602	pesemätön
swampy	disgust	0.602	soinen
deprivation	disgust	0.602	riistäminen
poaching	disgust	0.602	salametsästystä
hag	disgust	0.602	akka
infidel	disgust	0.602	uskoton
imprisonment	disgust	0.602	vankeutta
traitor	disgust	0.602	petturi
lunacy	disgust	0.602	hulluutta
queasiness	disgust	0.594	levottomuutta
hostility	disgust	0.594	vihamielisyys
repelling	disgust	0.594	hylkivä
intoxicated	disgust	0.594	päihtynyt
thug	disgust	0.594	roisto
catastrophe	disgust	0.594	katastrofi
lunatic	disgust	0.594	hullu
misery	disgust	0.594	kurjuutta
venom	disgust	0.594	myrkky
butcher	disgust	0.594	lihakauppias
toilet	disgust	0.594	WC
blister	disgust	0.594	rakkula
lurid	disgust	0.594	karmea
slug	disgust	0.594	etana
gut	disgust	0.594	suolisto
sinner	disgust	0.594	syntinen
deceitful	disgust	0.594	petollinen
epidemic	disgust	0.594	epideeminen
deteriorated	disgust	0.586	huonontunut
lavatory	disgust	0.586	wc
unclean	disgust	0.586	epäpuhdas
prostitute	disgust	0.586	prostituoitu
incubus	disgust	0.586	incubus
appalling	disgust	0.586	kauhistuttavaa
dreadful	disgust	0.586	kauheaa
pornography	disgust	0.586	pornografiaa
harass	disgust	0.586	häiritä
squeamish	disgust	0.578	pikkutarkka
expulsion	disgust	0.578	karkottaminen
unfaithful	disgust	0.578	uskoton
offensive	disgust	0.578	loukkaava
hypocrite	disgust	0.578	tekopyhä
humiliating	disgust	0.578	nöyryyttävä
larceny	disgust	0.578	varkaus
ruinous	disgust	0.578	tuhoisa
retard	disgust	0.578	hidastaa
rash	disgust	0.578	ihottuma
flea	disgust	0.578	kirppu
debauchery	disgust	0.578	irstailu
fiend	disgust	0.578	piru
quagmire	disgust	0.578	suohon
conspirator	disgust	0.578	salaliittolainen
sick	disgust	0.578	sairas
mangle	disgust	0.578	mankeli
dogsick	disgust	0.570	koirasairas
egregious	disgust	0.570	törkeä
flog	disgust	0.570	ruoskia
despise	disgust	0.570	halveksia
treacherous	disgust	0.570	petollinen
oppress	disgust	0.570	sortaa
swamp	disgust	0.570	suo
messy	disgust	0.570	sotkuinen
spit	disgust	0.570	sylkeä
dank	disgust	0.570	kostea
bastard	disgust	0.570	paskiainen
devastating	disgust	0.570	tuhoisa
serpent	disgust	0.570	käärme
loo	disgust	0.562	vessa
indecent	disgust	0.562	säädytöntä
insanity	disgust	0.562	hulluutta
stealing	disgust	0.562	varastamista
terrible	disgust	0.562	kauhea
tyrannical	disgust	0.562	tyrannimainen
humiliation	disgust	0.562	nöyryytystä
snake	disgust	0.562	käärme
sloppy	disgust	0.562	huolimaton
sinning	disgust	0.562	syntiä
harmful	disgust	0.562	haitallista
harlot	disgust	0.562	portto
sordid	disgust	0.562	surkea
enemy	disgust	0.562	vihollinen
alcoholism	disgust	0.562	alkoholismi
awful	disgust	0.562	kauheaa
ruthless	disgust	0.562	häikäilemätön
scoundrel	disgust	0.562	roisto
bloody	disgust	0.555	verinen
flabby	disgust	0.555	vetelä
odious	disgust	0.555	vastenmielistä
beastly	disgust	0.555	hirveä
collusion	disgust	0.555	salainen
ridicule	disgust	0.555	pilkkaa
discriminating	disgust	0.555	syrjivä
unattractive	disgust	0.555	houkuttelematon
insufferable	disgust	0.555	sietämätön
segregate	disgust	0.555	erottaa
arsenic	disgust	0.555	arseeni
threatening	disgust	0.555	uhkaava
atrophy	disgust	0.555	surkastuminen
varicella	disgust	0.555	vesirokko
slayer	disgust	0.555	tappaja
distaste	disgust	0.555	vastenmielistä
coward	disgust	0.555	pelkuri
robbery	disgust	0.555	ryöstö
wickedness	disgust	0.555	pahuus
anathema	disgust	0.547	anthema
malevolent	disgust	0.547	pahantahtoinen
sty	disgust	0.547	sty
pillage	disgust	0.547	ryöstö
thief	disgust	0.547	varas
suffocating	disgust	0.547	tukahduttava
condemnation	disgust	0.547	tuomitseminen
deleterious	disgust	0.547	vahingollista
slur	disgust	0.547	sotkua
purgatory	disgust	0.547	kiirastuli
attacking	disgust	0.547	hyökkäämällä
burglar	disgust	0.547	murtovaras
ogre	disgust	0.547	ogre
coercion	disgust	0.547	pakko
vesicular	disgust	0.547	vesikulaarinen
miserable	disgust	0.547	kurja
bitterly	disgust	0.547	katkerasti
sneer	disgust	0.539	ivata
greedy	disgust	0.539	ahne
gob	disgust	0.539	gob
repellant	disgust	0.539	hylkivä
jealous	disgust	0.539	mustasukkainen
drunken	disgust	0.539	humalainen
shame	disgust	0.539	häpeä
thrash	disgust	0.539	thrash
fatty	disgust	0.539	rasvainen
liar	disgust	0.539	valehtelija
imprisoned	disgust	0.539	vangittu
sloth	disgust	0.539	laiskiainen
repudiation	disgust	0.539	kieltäminen
disgrace	disgust	0.539	häpeä
infidelity	disgust	0.539	uskottomuus
pig	disgust	0.539	sika
lethal	disgust	0.536	tappava
burnt	disgust	0.531	palanut
brawl	disgust	0.531	rähinä
withered	disgust	0.531	kuihtunut
blemish	disgust	0.531	tahra
hydrocephalus	disgust	0.531	vesipää
aberration	disgust	0.531	poikkeama
smuggler	disgust	0.531	salakuljettaja
painful	disgust	0.531	tuskallista
condescension	disgust	0.531	alentuminen
intolerant	disgust	0.531	suvaitsematon
blasphemous	disgust	0.531	jumalanpilkkaa
lying	disgust	0.531	valehtelee
hanging	disgust	0.531	riippuva
travesty	disgust	0.531	irvikuva
ruined	disgust	0.531	pilalla
intrusive	disgust	0.531	tunkeileva
disintegrate	disgust	0.531	hajota
destructive	disgust	0.531	tuhoisa
neurotic	disgust	0.531	neuroottinen
disparaging	disgust	0.523	väheksyvä
blighted	disgust	0.523	pilaantunut
intolerance	disgust	0.523	suvaitsemattomuutta
mistress	disgust	0.523	emäntä
avarice	disgust	0.523	ahneus
disgraced	disgust	0.523	häpeäksi
derogation	disgust	0.523	poikkeus
rubbish	disgust	0.523	roskat
accusation	disgust	0.523	syytös
incarceration	disgust	0.523	vangitseminen
tortious	disgust	0.516	kiusallinen
dishonor	disgust	0.516	häpeä
stink	disgust	0.516	haista
grim	disgust	0.516	synkkä
rob	disgust	0.516	ryöstää
defraud	disgust	0.516	huijata
sump	disgust	0.516	öljypohja
cringe	disgust	0.516	säikähtää
vulture	disgust	0.516	korppikotka
deplorable	disgust	0.516	valitettavaa
mite	disgust	0.516	punkki
eradication	disgust	0.516	hävittäminen
degrade	disgust	0.516	hajota
gutter	disgust	0.516	kouru
convict	disgust	0.516	tuomittu
remains	disgust	0.516	jäännökset
betray	disgust	0.516	pettää
daemon	disgust	0.516	demoni
sham	disgust	0.509	huijausta
distasteful	disgust	0.508	vastenmielistä
prisoner	disgust	0.508	vanki
dreadfully	disgust	0.508	hirveästi
worthless	disgust	0.508	arvoton
crude	disgust	0.508	raakaa
delirium	disgust	0.508	delirium
incurable	disgust	0.508	parantumaton
smelling	disgust	0.508	haiseva
idiocy	disgust	0.508	typeryys
resentment	disgust	0.508	kaunaa
bombed	disgust	0.508	pommitettu
blob	disgust	0.508	möykky
cheat	disgust	0.508	huijata
schizophrenia	disgust	0.508	skitsofrenia
rejection	disgust	0.508	hylkääminen
belittle	disgust	0.508	vähätellä
glut	disgust	0.508	glut
disaster	disgust	0.508	katastrofi
distress	disgust	0.508	tuskaa
pest	disgust	0.508	tuholainen
endemic	disgust	0.508	endeeminen
theft	disgust	0.500	varkaus
banish	disgust	0.500	karkottaa
mire	disgust	0.500	suota
flagrant	disgust	0.500	räikeä
derision	disgust	0.500	pilkkaaminen
dirt	disgust	0.500	lika
screaming	disgust	0.500	huutaa
offense	disgust	0.500	rikkomus
jealousy	disgust	0.500	kateutta
bribery	disgust	0.500	lahjonta
polemic	disgust	0.500	polemiikkaa
blight	disgust	0.500	vitsaus
impeach	disgust	0.500	syyttää virkavirheestä
bitterness	disgust	0.500	katkeruutta
taboo	disgust	0.500	tabu
duress	disgust	0.500	pakko
goblin	disgust	0.500	Hiisi
shackle	disgust	0.500	kahle
idolatry	disgust	0.500	epäjumalanpalvelus
greed	disgust	0.500	ahneus
impurity	disgust	0.500	epäpuhtaudet
tirade	disgust	0.500	vuodatus
idiot	disgust	0.492	idiootti
boil	disgust	0.492	kiehua
unconscionable	disgust	0.492	kohtuutonta
disreputable	disgust	0.492	huonomaineinen
robber	disgust	0.492	rosvo
malign	disgust	0.492	parjata
wreck	disgust	0.492	tuhota
recession	disgust	0.492	lama
gorge	disgust	0.492	rotko
leer	disgust	0.492	leer
ill	disgust	0.492	sairas
squirm	disgust	0.492	kiemurtelu
raging	disgust	0.484	raivoaa
servile	disgust	0.484	serviili
mess	disgust	0.484	sotku
nappy	disgust	0.484	vaippa
possessed	disgust	0.484	omistettu
unbearable	disgust	0.484	sietämätön
occult	disgust	0.484	okkultismi
contraband	disgust	0.484	salakuljetus
snarl	disgust	0.484	sotkea
mutiny	disgust	0.484	kapina
mad	disgust	0.484	hullu
affliction	disgust	0.484	vaivaa
stain	disgust	0.484	tahra
animosity	disgust	0.484	vihamielisyyttä
contempt	disgust	0.484	halveksuntaa
tramp	disgust	0.484	kulkuri
nepotism	disgust	0.484	nepotismi
disrespectful	disgust	0.484	epäkunnioittava
defamation	disgust	0.484	kunnianloukkaus
inexcusable	disgust	0.484	anteeksiantamaton
aversation	disgust	0.484	vastenmielisyyttä
wasteful	disgust	0.484	tuhlaava
offender	disgust	0.484	rikoksentekijä
subjugation	disgust	0.484	alistaminen
illegality	disgust	0.477	laittomuus
dismal	disgust	0.477	synkkä
criminal	disgust	0.477	rikollinen
unpleasant	disgust	0.477	epämiellyttävä
palsy	disgust	0.477	halvaus
antagonistic	disgust	0.477	antagonistinen
pathetic	disgust	0.477	säälittävä
uncaring	disgust	0.477	piittaamaton
suppression	disgust	0.477	tukahduttaminen
immorality	disgust	0.477	moraalittomuus
mockery	disgust	0.477	pilkkaaminen
outrage	disgust	0.469	raivoa
mocking	disgust	0.469	pilkkaaminen
wallow	disgust	0.469	rypeä
cough	disgust	0.469	yskä
arrogant	disgust	0.469	ylimielinen
angry	disgust	0.469	vihainen
poverty	disgust	0.469	köyhyys
grating	disgust	0.469	ritilä
livid	disgust	0.469	raivoissaan
aggravation	disgust	0.469	paheneminen
repellent	disgust	0.469	hylkivä
perspiration	disgust	0.469	hiki
banishment	disgust	0.469	karkotus
furious	disgust	0.469	raivoissaan
shoddy	disgust	0.469	surkea
banshee	disgust	0.469	banshee
deceive	disgust	0.461	pettää
fool	disgust	0.461	typerys
quack	disgust	0.461	puoskari
distorted	disgust	0.461	vääristynyt
spider	disgust	0.461	hämähäkki
unjustifiable	disgust	0.461	perusteeton
deplore	disgust	0.461	valitettavaa
spurious	disgust	0.461	harhaanjohtava
perdition	disgust	0.461	kadotuksen
muddy	disgust	0.461	mutainen
fraudulent	disgust	0.461	petollinen
scar	disgust	0.461	arpi
prick	disgust	0.461	ääliö
insulting	disgust	0.461	loukkaavaa
plunder	disgust	0.461	ryöstää
recklessness	disgust	0.461	piittaamattomuudesta
stigma	disgust	0.453	stigma
disparage	disgust	0.453	väheksyä
unthinkable	disgust	0.453	mahdotonta ajatella
disingenuous	disgust	0.453	epärehellistä
bane	disgust	0.453	hirviö
dishonest	disgust	0.453	epärehellinen
aphid	disgust	0.453	kirva
elimination	disgust	0.453	poistaminen
cur	disgust	0.453	cur
selfish	disgust	0.453	itsekäs
eschew	disgust	0.453	välttää
dire	disgust	0.453	kauheaa
indignation	disgust	0.453	närkästystä
antipathy	disgust	0.453	antipatia
alienate	disgust	0.453	vieraannuttaa
mosquito	disgust	0.445	hyttynen
piles	disgust	0.445	paalut
pious	disgust	0.445	hurskas
lie	disgust	0.445	valehdella
opium	disgust	0.445	oopiumia
smell	disgust	0.445	haju
iniquity	disgust	0.445	vääryys
caries	disgust	0.445	kariesta
despair	disgust	0.445	epätoivo
recalcitrant	disgust	0.445	vastahakoinen
egotistical	disgust	0.445	egoistinen
wasted	disgust	0.445	hukkaan
vacuous	disgust	0.445	tyhjiä
bankruptcy	disgust	0.445	konkurssi
garish	disgust	0.445	räikeä
obnoxious	disgust	0.438	vastenmielinen
ashamed	disgust	0.438	hävettää
abject	disgust	0.438	surkea
sticky	disgust	0.438	tahmea
scream	disgust	0.438	huutaa
hopelessness	disgust	0.438	toivottomuutta
homeless	disgust	0.438	kodittomia
shun	disgust	0.438	karttaa
inmate	disgust	0.438	vanki
alien	disgust	0.438	ulkomaalainen
hog	disgust	0.438	sika
aversion	disgust	0.438	vastenmielisyys
abnormal	disgust	0.438	epänormaalia
cursing	disgust	0.430	kiroilevaa
undesirable	disgust	0.430	ei-toivottua
denounce	disgust	0.430	irtisanoa
witch	disgust	0.430	noita
creature	disgust	0.430	olento
lusty	disgust	0.430	reipas
illegal	disgust	0.430	laitonta
debris	disgust	0.430	roskia
callous	disgust	0.430	tunteeton
reflux	disgust	0.430	refluksi
adverse	disgust	0.430	haitallisia
shameless	disgust	0.430	häpeämätön
separatist	disgust	0.430	separatisti
trickery	disgust	0.430	huijausta
falsity	disgust	0.430	valheellisuus
pall	disgust	0.430	pall
defiance	disgust	0.430	uhmaa
incredulous	disgust	0.430	epäuskoinen
curse	disgust	0.430	kirous
pompous	disgust	0.422	mahtipontinen
socialist	disgust	0.422	sosialisti
mistrust	disgust	0.422	epäluottamus
infantile	disgust	0.422	infantiili
wasting	disgust	0.422	tuhlaamista
hairy	disgust	0.422	karvainen
nicotine	disgust	0.422	nikotiini
denunciation	disgust	0.422	irtisanominen
collapse	disgust	0.422	romahdus
untidy	disgust	0.422	epäsiisti
ferocious	disgust	0.422	hurja
ammonia	disgust	0.422	ammoniakkia
carelessness	disgust	0.422	huolimattomuus
impure	disgust	0.422	epäpuhdasta
contentious	disgust	0.422	kiistanalainen
bum	disgust	0.422	pylly
affront	disgust	0.422	loukkaus
offend	disgust	0.422	loukata
tarnish	disgust	0.422	tahrata
idiotic	disgust	0.422	typerä
badness	disgust	0.422	pahuus
delinquent	disgust	0.422	rikollinen
swarm	disgust	0.422	parvi
hypertrophy	disgust	0.422	hypertrofia
gush	disgust	0.422	purskahtaa
tasteless	disgust	0.422	mauton
bovine	disgust	0.422	nautaa
slush	disgust	0.422	sohjoa
litigious	disgust	0.414	riita-asioita
dishonesty	disgust	0.414	epärehellisyys
vegetative	disgust	0.414	kasvullinen
unfavorable	disgust	0.414	epäsuotuisa
displacency	disgust	0.414	siirtymä
illegitimate	disgust	0.414	laitonta
sour	disgust	0.414	hapan
socialism	disgust	0.414	sosialismi
disobey	disgust	0.414	olla tottelematon
drivel	disgust	0.414	ajeleminen
vampire	disgust	0.414	vampyyri
neglected	disgust	0.414	laiminlyöty
murky	disgust	0.414	hämärä
ignorant	disgust	0.406	tietämätön
disgruntled	disgust	0.406	tyytymätön
discontinuity	disgust	0.406	katkonaisuus
dislike	disgust	0.406	ei pidä
unlawful	disgust	0.406	laitonta
wrongdoing	disgust	0.406	väärinteko
shoplifting	disgust	0.406	myymälävarkauksia
recidivism	disgust	0.406	uusintarikollisuutta
outcast	disgust	0.406	hylkiö
bogus	disgust	0.406	vääriä
displeasure	disgust	0.406	tyytymättömyyttä
repel	disgust	0.406	torjua
falsify	disgust	0.406	vääristää
ungrateful	disgust	0.406	kiittämätön
unkind	disgust	0.406	epäystävällinen
phony	disgust	0.406	tekaistu
prosecution	disgust	0.406	syytteeseenpano
woe	disgust	0.398	voi
averse	disgust	0.398	vastenmielinen
loon	disgust	0.398	kuikkalinnu
worsening	disgust	0.398	paheneminen
paucity	disgust	0.398	niukkuutta
unnatural	disgust	0.398	luonnoton
amphetamines	disgust	0.398	amfetamiinit
senseless	disgust	0.398	järjetön
