Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic ,Language
20190275,,,N-3-2019,"As to pensioners, better than the unmaterialized weghdi of EFA.",1,positive,joy,0,0,0,0,2
20190276,,,N-3-2019,An excellent budget for the Maltese: a people with a short-range vision at best. Shove short-term gains at their face without any long-term solutions in sight. They're just basically throwing money to solve the symptoms rather than address the root of issues.,1,negative,disgust,1,0,0,0,0
20190277,,,N-3-2019,"Back in my childhood, when salaries were like Lm 25 per week, we paid for everything - tuition, exams, uniforms. Nowadays, kids have a/c in their bedroom, their own TV and computer, but Government deems it necessary to aboslish exam fees. Go figure.",1,negative,surprise,0,0,0,0,0
20190278,,,N-3-2019,"Quote: ""Il-Gvern irid li mhux biss iżid l-ispazji miftuħa fejn jirrikrejaw ruħhom ilfamilji, speċjalment it-tfal, iżda li l-ispazji eżistenti jinżammu tajjeb. Fissnin li għaddew, federazzjonijiet sportivi nazzjonali investew f’postijiet 91 simili u għaddewhom lill-Kunsilli Lokali. Sfortunatament, għal raġunijiet differenti, numru minn dawn l-open spaces u pitches ma ġewx miżmuma tajjeb u llum uħud minnhom ma jistgħux jintużaw bl-aħjar mod jew saħansitra huma postijiet fejn iweġġgħu t-tfal. SportMalta identifikat 18- il post simili fi 15-il lokalita madwar Malta u Għawdex. Il-Gvern se jimbarka fi programm ta’ sentejn li matulhom dawn l-open spaces u pitches se jsiru mill-ġdid b’ investiment ta’ €600,000."" Bis-serjeta'??? € 600,000? Il-gvern ghadu kemm nefaq € 14-il miljun f'shooting range ta Kandja li bhalissa qeghda fi stat ta abbandun. Ma ninsewx, li din kellha tiswa' € 7 miljuni, bilhaqq, u hadd ghadu ma tana kont ta kif marru hekk zmerc. Wara tberbieqa bhall dik, il-ministru jigi jalloka € 600,000 ghal spazji miftiha!!! Mela ma vera jafx kemm jiswa' ix-xoghol!!! U hallina, sur Ministru. BTW...fejn huma u kemm huma l-flus allokat ghat-tkomplija tas-shooting range li weghedtna qabel l-ahhar elezzjoni??",1,negative,disgust,0,0,0,0,2
20190279,,,N-3-2019,"€2.33 increase for everyone! Someone who makes €1,500 per week will now get €1502.33 and someone on €115 per week will get €117.33. Viva Labour!",1,negative,sadness,0,1,0,0,2
20190280,,20190279,N-3-2019,"There was a time when the old PN governments used to give increases that worked on percentages. Thus, if the percentage was set at 3%, your person earning €115 per week would now get €118.45, an increase of €3.45, while your hypothetical friend ""who makes €1,500 per week"" would be getting €1,545 an increase of €45 per week!",1,positive,joy,0,0,0,1,0
20190281,,20190280,N-3-2019,"You and all of us are living now and not in"" there was a time "". The €2.33 and the €4 given to pensioners will not help anyone "" who is living now "" to live any better. Food basics i.e food that low income families and pensioners consume most have had their prices increased before the budget bread, milk, gas ,pastizzi ,veg and fruit have all gone up in prices.",1,negative,sadness,0,0,0,0,2
20190282,,,N-3-2019,With €2.33c a DAY raise the present LOW cost-of-living has been beheaded and how! We will save thousands of euros to invest in govt. bonds @ 10%! WOW!🤩🤪,1,negative,disgust,0,1,0,0,0
20190283,,,N-3-2019,"So we are increasing University stipends, and yet we still pay Visiting Lecturers a measly €15 an hour for tutorials! This is a country that has gone completely in reverse.",1,negative,surprise,0,0,0,0,0
20190284,,,N-3-2019,https://uploads.disquscdn.com/images/b7f47ed780efe203751e22130967d6e386cf55476205cd83a8dd614dafdfa860.jpg,0,neutral,anticipation,0,0,0,1,3
20190285,,,N-3-2019,Bless you Labour. You guys are amazing and have a heart of gold. I am so glad you are running Parliament. Wish there were more Governments in the world like the current Maltese party. Viva Joseph Muscat.,1,positive,trust,0,0,0,0,0
20190286,,,N-3-2019,"Marelli gate x'budget dan, kulhadd kuntent dalghodu :)",1,positive,joy,0,1,0,0,2
20190287,,,N-3-2019,No mention of giving free medication to other chronic diseases which are not yet under the scheme as had been promised. Osteoporosis to mention one of them.,1,negative,sadness,0,0,1,0,0
20190288,,,N-3-2019,"dan is surplus kollu , u dan il gid kollu , umbaghad nikkuntentaw bil karawett ! 2.33 euro zieda ?",1,negative,disgust,0,1,0,0,2
20190289,,20190288,N-3-2019,Skont il C.O.L.A. bhal-dejjem kemm gvern u kemm iehor jekk ma tafx kun af.,1,neutral,trust,0,0,1,1,1
20190290,,,N-3-2019,https://uploads.disquscdn.com/images/a9649fc5806f8a16e48f13507864d8499e2e90bed2dbc3ab4f5519b74b6e6e5b.jpg,0,neutral,anticipation,0,0,0,1,3
20190291,,,N-3-2019,"""People caring for somebody over 85 will be eligible for a carer’s allowance"" ... This must be a game-changer for such carers. Where did the age of 85 come from? .. The whole thing is farce, a smoke-screen. How on Earth does this individual sleep at night?",1,negative,anger,0,1,0,0,0
20190292,,20190291,N-3-2019,Under the bed....24X7!,1,negative,surprise,0,1,0,1,0
20190293,,,N-3-2019,"If €2.33 weekly is enough for the workers, why do people like Zammit Lewis need €100 per hour? The government should lower these fat salaries, they are not justified,",1,negative,disgust,0,0,0,0,0
20190294,,,N-3-2019,"The handfull of Pn trolls are trying to redicule this budget, but the majority of the nation are saying ""thanks God for Joseph Muscat. Nivvutalu bil qalb"".",1,positive,trust,0,0,0,0,2
20190295,,,N-3-2019,Work full time with no children and no benefits from the budget ... great!,1,negative,sadness,0,1,1,0,0
20190296,,20190295,N-3-2019,Well someone has to pay for them... just joking. On a serious note those who can't afford children should not have them.,1,neutral,anticipation,0,0,1,1,0
20190297,,,N-3-2019,"It's so funny to watch the Maltese thinking they're some big country that everyone's looking at, copying the UK's budget day with a stupid briefcase. In reality, no one cares and as usual they have nothing original to contribute culturally or politically. Copying everything from everyone else but failing to execute it every time.",1,negative,disgust,0,0,0,0,0
20190298,,20190297,N-3-2019,"Why are you such a miserable negative person cassar, cheer up life's too short.",1,positive,sadness,0,0,0,1,0
20190299,,,N-3-2019,"This year's budget was indeed a lousy and worse one I ever followed! It did not compensate us pensioners against the cost of living as prices of necessary daily requirements are shooting up day by day! With only 2.17 euros weekly increase in our pensions is not enough to cover the exaggerated high cost of certain products like the bread,dairy products,medicines etc...which are getting dearer each day! I suggest Premier Joey to review the cost of living as for us the poor pensioners is shooting up so severely thus makes it very difficult to cope with that mere increase of 2.17Euros increase in this year's budget! GRANPINTO Hamrun",1,negative,disgust,0,0,1,0,0
20190300,,,N-3-2019,"Qtajt nifsi naqra. Buget pożittiv, u kif!",1,positive,joy,0,0,0,0,2
20190301,,,N-4-2019,What about all those public service employees that earn a reduced NI pension and deprived from 2/3 pension which after all they paid contributions ?. This was a daylight robbery by mintoff and was never adjusted by subsequent governments since 1979.,1,negative,disgust,0,0,0,0,0
20190302,,20190301,N-4-2019,"I do not understand your point. As far as I know The Labour Party under Mintoff introduced pensions, and it was again Mintoff's MLP who introduced 2/3 pension!",1,positive,surprise,0,0,0,1,0
20190303,,20190302,N-4-2019,"""What about all those public service employees that earn a reduced NI pension and deprived from 2/3 pension which after all they paid contributions ?.""",1,negative,disgust,0,0,0,0,0
20190304,,20190302,N-4-2019,"What about the 2/3 pension capping applicable only to workers? BUT not to parliamentarians, Prime Ministers and President of the Republic, besides the judiciary? That was also done by Mr Mintoff and Co in 1979!",1,negative,surprise,0,0,1,1,0
20190305,,20190302,N-4-2019,"You are right about Mintoff introducing pensions to those who didn't have one, but he also deprived those who had a service pension from from a full National Insurance Pension although they paid to the last cent all the contributions to have a full pension. The service pension has nothing to do with the National Insurance Pension.",1,negative,sadness,0,0,0,1,0
20190306,,20190302,N-4-2019,"You do not have a real 2/3 pension unless you were employed with the government prior to 1979, are an MP or member of the judiciary. All others are capped.",1,neutral,anticipation,0,0,1,1,0
20190307,,20190301,N-4-2019,You referring for those who opted for a lump sum?,1,neutral,anticipation,0,0,0,1,0
20190308,,20190301,N-4-2019,And what about those employees that paid more than the requested NI and are getting nothing for those extra NI payments? They simply earn the same amount as those that paid the minimum required NI payments for the 2/3 pension.,1,negative,anticipation,0,0,0,1,0
20190309,,,N-4-2019,"Nothing announced to stop the discrimination against foreigners and foreign businesses, particularly by Maltese banks.",1,negative,disgust,0,0,1,0,0
20190310,,20190309,N-4-2019,Maybe we should all pull out.,1,negative,anger,0,1,0,1,0
20190311,,20190310,N-4-2019,Good idea. Malta is already overpopulated!,1,negative,surprise,0,0,0,1,0
20190312,,20190310,N-4-2019,You came because it was good! You will stay because it is better!,1,positive,joy,0,0,0,1,0
20190313,,20190312,N-4-2019,You and your sarcasm,1,negative,anger,0,0,0,1,0
20190314,,20190309,N-4-2019,What would you suggest?,1,neutral,anticipation,0,0,0,0,0
20190315,,20190314,N-4-2019,"I suggest a decent increase for ALL workers - The proposed €2.33 weekly increase in an insult. A further insult is hearing PM Muscat blaming the previous administration, when this is his 7th Budget.",1,negative,anger,0,0,0,0,0
20190316,,20190315,N-4-2019,Would you suggest a €500 weekly increase to all?,1,neutral,surprise,0,1,0,1,0
20190317,,20190315,N-4-2019,reminder......and were all returned...,1,positive,joy,0,0,0,1,0
20190318,,20190315,N-4-2019,NO! NOT AT ALL! Inform yourself.,1,negative,anger,0,0,0,1,0
20190319,,20190315,N-4-2019,Ant. Pavia - Please inform us who were those who did not return them.,1,neutral,surprise,0,0,1,1,0
20190320,,20190315,N-4-2019,Kindly refer to Parliamentary questions/answers!,1,neutral,anger,0,0,0,1,0
20190321,,20190315,N-4-2019,According to the PM yes.,1,neutral,trust,0,0,0,1,0
20190322,,20190315,N-4-2019,"Explain yourself, if you can.",1,neutral,anticipation,0,0,0,1,0
20190323,,20190315,N-4-2019,try this.https://youtu.be/1JjvggL5iSQ,0,neutral,anticipation,0,0,0,1,0
20190324,,20190315,N-4-2019,perhaps you'll believe Joseph! <video> Muscat jammetti li l-onorarja kienet irritornata kollha,1,positive,anticipation,0,1,0,1,2
20190325,,20190315,N-4-2019,i think its better a 100 eur per hour job,1,positive,disgust,0,1,0,1,0
20190326,,20190315,N-4-2019,"Prefer 13,000 a month (and not returnable like the 500).",1,neutral,joy,0,1,0,1,0
20190327,,20190315,N-4-2019,"At least the FULL COST of €13,000 was profitable for Malta. Surely the €2500 monthly was an added wasteful burden which simply added to the then, already burgeoning National debt.",1,negative,anger,0,0,0,1,0
20190328,,20190315,N-4-2019,"How were the 13,000 profitable for Malta?! we know nothing about her 'work' in China. We were never told what she brought to Malta. The PM never revealed the great work done by this saleman(sic) Malta Enterprise her supposed employers don't even have a record of her work! When reporters called her company in Shangai they were told no one of that name worked there! is she still receiving that sum? no one knows.",1,negative,disgust,0,0,0,1,0
20190329,,20190315,N-4-2019,"or 100 euros per hour?! or 13,000 euros a month for doing nothing? then everyone would be able to go to Monaco and spend 11,000 euros in three days!",1,negative,disgust,0,1,0,1,0
20190330,,20190315,N-4-2019,Have you ever heard of COLA ? Don't you know that the givernment does not decide the COLA since this is worked out according to a formula created years ago by all stakeholders ?,1,neutral,surprise,0,0,1,0,0
20190331,,20190315,N-4-2019,"""created years ago"" means that a recalculation is long overdue",1,negative,anticipation,0,0,0,0,0
20190332,,20190315,N-4-2019,"Ye, it is a good screen to hide behind.",1,negative,anger,0,1,0,1,0
20190333,,20190315,N-4-2019,"The proposed COLA is based on a mechanism that was introduced and agreed upon by both parties. Consider yourself lucky that your government applies that to EVERYBODY in the country. Other countries don't do that, they leave it up to the unions. It's not an insult to say that the previous government didn't raise the pensions or the children's allowances for years and years, it's a fact. Now, here's my suggestion to you and other whiners, IF you're working and your salary/wage is not enough to live on, get a better paying job, if you're retired and you didn't plan ahead while you were working and paying next to nothing in rent, try and make do with what you have, after all you're the one to blame for your predicament, not the government and not the taxpayers.",1,positive,disgust,0,0,1,0,0
20190334,,20190315,N-4-2019,"The previous government removed the 2/3 COLA for pensioners and gave them the full rise. pensioners over 75 were given a 300 euro bonus each year. pensioners who wished to continue working could do so without losing any of their pension. a supplimetary pension was given to those with a certain income. not to mention the services made available to the elderly like telecare. meals on wheels handyman service, home help etc.",1,positive,joy,0,0,0,1,0
20190335,,20190309,N-4-2019,As at last week you were all up in arms against foreigners in Malta. It seems that today you have found a measure to use them against the Government. When will you grow up Cassar??,1,negative,surprise,0,0,0,1,0
20190336,,20190309,N-4-2019,"Malta belongs to the Maltese, not to the foreigners.",1,negative,anger,0,0,1,1,0
20190337,,20190336,N-4-2019,Tell that to those who voted for EU accession since now Malta belongs to 500 million EU citizens !,1,negative,sadness,0,0,0,1,0
20190338,,20190337,N-4-2019,I thought that laborites are now proud to be the first in everything in the EU?,1,neutral,anticipation,0,1,0,1,0
20190339,,20190337,N-4-2019,"Eddy there were also Labour Ministers who not only voted for joining Europe, but worked hard to convince the Labour Party Supporters to vote 'Yes For Europe.' I can mention that the late and lamented Minister Joe Grima had a programme on TVM, and invited two Staunch P. N. suppoters Ivan Bartolo who is presently a P.N. Member of Parliament, and myself to take part in his program. There was another Labour Minister who also voted to join the European Union and this was Lino Spiteri. I may add that once Malta was accepted as an E.U. Member there were three Labour Members of Parliament who jumped on the Band Wagon and contested to become Members of the European Parliament, and these were Joe Muscat, Alfred Sant, and if I am not mistaken, the third one was Attard Montalto. To add insult to injury the Nationalist Party had elected only two candidates.",1,positive,surprise,0,0,0,1,0
20190340,,20190336,N-4-2019,Correction. Used to belong.,1,neutral,anticipation,0,0,0,1,0
20190341,,,N-4-2019,"""Dr Muscat said he was proud to lead a government which had again not taken anything from the people"". Dr Muscat's government does NOT need the budget to take ""anything from the people"". As an example, the increase in fuel (which is also an increase in excise duty) was not included in the last Budget.",1,negative,disgust,0,0,1,0,0
20190342,,20190341,N-4-2019,"Alfred Mangion, permit me to add that Joe Muscat took a lot from the people. It is enough to mention the hundredrs - if not thousands of unskilled Labour supporters, apart from appoining many many staunch Labour supporters in very high and important positions earning unbelieveable salaries. We might as well mention the fact that He has never taken any action on those who openedPanamacountries, which includes Konrod Mizzi, Keith Casco, and Egrant, the last one being opened differently from the first two.",1,negative,disgust,0,0,0,1,0
20190343,,,N-4-2019,Malta is on the rights tracks and the jump for the better can be seen in every department even if some they dont admit it just becouse they are anti labour. Dont go and wreck the progress thats been made and still being made as we speak.,1,positive,joy,0,0,1,1,0
20190344,,,N-4-2019,Our rent has doubled in the past three years. Nothing has changed for us with this budget.,1,negative,sadness,0,0,0,0,0
20190345,,,N-4-2019,X'lussu ta budget :),1,positive,joy,0,0,0,0,2
20190346,,20190345,N-4-2019,Qed jghix fil lussu min qed jaghmel il miljuni minn xi deal tal gvern kuljum u il gahan jikkuntenta bic cejca.,1,negative,anger,0,0,0,1,2
20190347,,20190345,N-4-2019,"Lussu min qieghed jaqla xi mitt Euro is-siegha fuq konsulenzi tal gvern, Zammit Lewis, Deborah Schembri, Adrian Hillman biex insemmu ftit ghal issa.",1,negative,disgust,0,0,0,1,2
20190348,,20190347,N-4-2019,There are crooks everywhere...,1,negative,fear,0,0,0,1,0
20190349,,,N-4-2019,"Scraps to Lazarus from the table of those with their snouts in the national cornucopia enjoying multiple high salaries, generous perks, handsome retainers and prospects of uncapped multiple pensions. These are the crumbs thrown down when the economy is said to be booming. It's booming for the few, alright, but those who barely survive will see no improvement in their miserable lives.",1,negative,sadness,0,0,0,0,0
20190350,,,N-4-2019,"Għolla l-fuel, għolla l-ħobż, għolla l-prodotti tal-ħalib, ġab lin-nies jgħixu fit-toroq, cheap labour, barranin kemm alla ħalaq, kriminalita galor...ma ħadilna xejn qal!",1,negative,disgust,1,0,0,0,2
20190351,,20190350,N-4-2019,sorry all of this is happening cause we joined your beloved EU during EFA reign remember!!,1,negative,sadness,0,0,0,1,0
20190352,,20190351,N-4-2019,Then why are we still in the EU? Should be easy for an ex-ant-EU government to take us out. Some must have found it very profitable.,1,negative,anger,1,0,0,1,0
20190353,,,N-4-2019,"Everywhere I go there are people from all over the world busily working, literally from all over the world, Ghana, UK, Italy, Serbia, Ukraine, Nigeria...you name it. In restaurants, in shops, in public transport & taxis on building sites ...everywhere you look. They can't speak Maltese but so what our kids have the Matsec and know their Dun Karm by heart which is important. Restaurants & cafes are all full even spilling onto pavements and roads; hard luck no parking drive around the block or get a blue sticker if you know someone. Over the years the Maltese have invested wisely in property they are now reaping the rewards with rents up to €500 just for a room in Sliema & other places. Valletta is a huge sonic boom. Luxury beach clubs and lidos all along the coast - tuna slime is not a real problem, they have the pool. The Japs want their tuna without the slime. Towers reaching for the sky bringing more millionaire tenants more expat workers more money. Maltese great meaningful jobs with Government & public entities protecting your data. Mater Dei plenty of security, who needs nurses? Teachers have cushy job, have nothing to teach - kids know it all already. Maltese career women out to work can afford to do their nails and visit the dietician. Men can watch football on Sky. Everyone contacts on Facebook & Twitter. Don't need to talk. Pastizzi for lunch only gone up a few cents. Can buy foreign vegetables galore and avoid the local pesticides. PL MPs now opt for elitist private schools, Ryan Air is cheap, and YES we have moved on since Mintoff. Socialist is Capitalist and PN is what? Thank God one thing hasn't changed - we all end up in a rectangular box, and best of all you don't have to pay for it yourself.",1,negative,sadness,0,0,0,1,0
20190354,,,N-4-2019,Malta Nghixu Success Fil-Korruzzjoni.!!,1,negative,anger,0,1,0,1,1
20190355,,,N-5-2019,Imma mhux hekk kien qalilna Xmun! Lampi homor; Gas down ghal gol-hajt; hrafa tas-seklu; Bailout bhal Cipru; Kju ta nies biex jirregistraw ghax-xoghol; Issa wasalt fi stat li nithassru! Miskin! Jahasra! Spiccut ghal kollox!,1,negative,anger,0,1,1,0,2
20190356,,20190355,N-5-2019,Il-lejla naraw LOL,1,positive,joy,0,1,0,0,2
20190357,,20190356,N-5-2019,Biex qed tidhaq cittadin?,1,negative,surprise,0,0,0,1,1
20190358,,20190357,N-5-2019,B'halqi,1,neutral,joy,0,1,0,1,1
20190359,,20190356,N-5-2019,Trid tisma’ wkoll lolli p,1,positive,joy,0,1,0,1,2
20190360,,20190359,N-5-2019,"Kollu smajtu irrid nara sew ghaliex hemm affarijiet li l-Gvern sema imma hemm ohrajn bhal penzjoni taz-zewgt terzi li ma semmax, Joseph Muscat qed jibqa jiddiskrimina kontra hafna penzjonannti tac-civil wara li ta the real 2/3 tal-paga u l-ohrajn le",1,negative,anger,0,0,0,0,2
20190362,,,N-5-2019,Lol ! Ma Joseph spicca....u spicca bil-Kbir !,1,positive,joy,0,1,0,1,2
20190363,,,N-5-2019,"Min jaf x'jingibed mill inieher bhallissa - tant xoghol, tant srum barranin li ntlaqghu buex isdir hsara lil Malta, u xorta johorgu figuri b'sahhithom hekk.",1,positive,joy,1,0,0,0,1
20190365,,,N-5-2019,😉,1,positive,joy,0,0,0,1,3
20190366,,,N-5-2019,"If it had not already happened well before today, the Simple Simon demolition phenomenon would have started NOW! BYE BYE XMUN! BYE BYE GHARUCASA!",1,negative,disgust,0,0,1,1,2
20190367,,,N-5-2019,Expect a barrage of envious hateful shouts from the hate full EU club fed by the DCGs gang and the Arriva Buses Fiasco kid,1,negative,sadness,0,0,0,0,0
20190368,,,N-5-2019,"AAA economical performance really, when competent and fiscally responsible governments are at the helm these are the results. Long gone are the days of austerity with GonziPN.",1,positive,trust,0,0,0,0,0
20190369,,,N-5-2019,Bis-sahha ta' Simon l-inkompetenti li farrak kull ma miss.,1,negative,anger,0,0,0,1,1
20190370,,,N-5-2019,"With all this flaunting about the SURPLUS, how is society to gain in the long run? How are pensioners, families, the most vulnerable and the public at large being helped to improve their standard of living? What kind of a face-lift the environment is to experience in the coming year? Are we going to experience further depletion of what's left of it?",1,negative,anticipation,0,0,0,0,0
20190371,,20190370,N-5-2019,Gahan no additional taxes lolli p,1,negative,joy,0,1,0,0,2
20190372,,20190370,N-5-2019,"Gia qed igawdi 1. Xoghol prekarju 2. Joqghod fil garaxxijiet 3. Hawn min lanqas ghanndu biex jiekol ikla SURA kuljum 4. Jinfethu il-Victory Kitchens pero il-lejla dak li ha Joseph Muscat 56 snin Ilu €4000 tax credits, wara sitt snin imiss lil haddiem, lil batut u l-fqir",1,negative,disgust,0,1,0,0,2
20190373,,20190372,N-5-2019,"Lackeys know no better, they're only meant to praise the all mighty for affording them leftover crumbs.",1,negative,anger,0,0,1,0,0
20190375,,,N-5-2019,"Just to remind you that national dept has exceeded 5.7 billion euro. We mundane citizens will be lucky to get €2.33. What if we made no surplus? Most probably we would have had to cash in our personal belongings. Only fools fall in exaltation for a SURPLUS that meant nothing, except for the chosen few as heads of boards, corporations etc getting hundreds of thousands for a figure-head position.",1,negative,disgust,0,0,0,0,0
20190376,,20190375,N-5-2019,Issa jhabblu rashom il-ministri tal-PN lolli p,1,positive,joy,0,1,0,1,2
20190377,,20190370,N-5-2019,"Pensioners got their FIRST raise in 25 years Minimum Wage increased W&E rohos b 25+% FREE (for the families) Child Care, because the government pays for it FREE (for the families) School Transport FREE (for the families) School Exams Imma kif torqod bil-lejl jew thares f'merha meta taf li l-gid qed jitqassam mhux bhal fi zmienkhom?!?!",1,positive,trust,0,0,0,0,2
20190378,,20190370,N-5-2019,Gahan,1,negative,anger,0,0,0,1,1
20190379,,20190370,N-5-2019,Kieku il-PeNe mgherreq taghkhom kellu surplus.....ma kienx ikun hemm ghalfejn ikecci il-haddiema u jbiegh il-kazini u jissellef bic-cedoli.,1,negative,disgust,0,0,1,1,2
20190380,,,N-5-2019,"Prosit, Gvern li jahdem ma' poplu habrieki. Mixjin il quddiem, pass pass.",1,positive,trust,0,0,0,0,1
20190381,,,N-5-2019,These are the red lights that bitter Simon predicted in 2013: his political demise.?,1,negative,sadness,0,0,0,0,0
20190382,,,N-5-2019,"But dear Minister, I hope tonight's budget will address the needs of the very poor indeed. At this day and age nationalists should not work 5 jobs to afford a pizza. Nationalists should not be sooooo poor that they can afford only one pair of shoes. Nationalists should not be soooooo poor that they are dying of hunger. According to their leader, taparsi leader, insomma dak, they are hovering along the poverty line poor sods. Help them please.",1,negative,sadness,1,0,1,0,2
20190383,,,N-5-2019,Ara kif ipixxu tahthom u jisparpaljawhom il-PN kieku kellhom jerghu jghaddu mill-bieb ta' Kastilja,1,negative,anticipation,0,0,0,1,1
20190384,,,N-5-2019,Prosit tassew. Issa hu hsieb il fqir u l batut li emmen fikom u li jaf jispicca jorqod f nofs ta triq minhabba l gholi fil prezz tal kera u propjeta. Ma nitilfux r ruh tal partit.,1,positive,fear,0,0,1,0,1
20190385,,,N-5-2019,".......in spite of all the harm done by Casa-Coke, Simonfalz, Metsola, the Bidnija Vice, and Co.",1,negative,disgust,0,0,0,0,0
20190386,,,N-5-2019,"Finanzi fis-sod li juri bżulija,għaqal u ħeġġa għax-xogħol, ħaġa li Gonzi qatt ma' kellu fil-kabinet,kif qal hu stess.",1,positive,trust,0,0,1,0,1
20190388,,,N-5-2019,Oh! Paccuk,1,negative,surprise,1,0,0,1,2
20190389,,20190388,N-5-2019,"INT BIS-SERJETA'?!?!?! In most of the EU/€urozone, Taxes are in the 40+% range........how much do YOU pay;25 to 35%? Be honest JUST FOR ONCE!",1,positive,surprise,0,0,0,0,2
20190391,,,N-5-2019,WHAT INTELLIGENCE?!?! You hog the Board and LIE through your teeth for reasons only YOU know. Jaqaw......tlift xi zejza kbira meta gejtu mkaxra l-barra fit-2013?!?! Enjoy oblivion in your ever-shrinking echo chamber!,1,negative,disgust,1,0,0,1,2
20190392,,,N-5-2019,"Lol dak wiehed mill-erba li dejjem jigu approved il-comments taghhom fuq it-Times of PN, aww ridt nghid Malta. Echo chamber ghad dwejjaq tan-nazzjonalisti.",1,negative,anger,0,1,0,1,2
20190393,,,N-5-2019,From Trading Economics.....Malta ranks 24TH and lower than the EU Average that is the 20TH highest! Rank Country Last Previous Highest Lowest 1 Sweden 61.85 Dec-18 61.85 61.85 51.50 % 2 Denmark 55.80 Dec-18 55.80 65.90 55.40 % 3 Austria 55.00 Dec-18 55.00 55.00 50.00 % 4 Belgium 53.70 Dec-18 53.70 60.60 53.70 % 5 Netherlands 52.00 Dec-18 52.00 60.00 52.00 % 6 Finland 51.60 Dec-18 51.60 62.20 49.00 % 7 Slovenia 50.00 Dec-18 50.00 50.00 41.00 % 8 Luxembourg 48.78 Dec-18 48.78 51.30 39.00 % 9 Ireland 48.00 Dec-18 48.00 48.00 41.00 % 10 Portugal 48.00 Dec-18 48.00 48.00 40.00 % 11 Germany 47.50 Dec-18 47.50 57.00 44.30 % 12 Iceland 46.30 Dec-18 46.30 46.90 35.70 % 13 France 45.00 Dec-18 45.00 59.60 45.00 % 14 Greece 45.00 Dec-18 45.00 45.00 40.00 % 15 Spain 45.00 Dec-18 45.00 56.00 43.00 % 16 United Kingdom 45.00 Dec-18 45.00 50.00 40.00 % 17 Italy 43.00 Dec-18 43.00 51.00 43.00 % 18 Euro area 41.50 Dec-18 42.40 49.00 38.80 % 19 Switzerland 40.00 Dec-18 40.00 40.40 40.00 % 20 European Union 38.60 Dec-18 39.20 47.00 38.00 % 21 Norway 38.52 Dec-18 38.52 47.50 38.52 % 22 Croatia 36.00 Dec-18 36.00 56.10 36.00 % 23 Cyprus 35.00 Dec-18 35.00 40.00 30.00 % 24 Malta 35.00 Dec-18 35.00 35.00 35.00 % 25 Turkey 35.00 Dec-18 35.00 40.00 35.00 % 26 Poland 32.00 Dec-18 32.00 45.00 32.00 % 27 Latvia 31.40 Dec-18 23.00 31.40 23.00 % 28 Slovakia 25.00 Dec-18 25.00 42.00 19.00 % 29 Liechtenstein 24.00 Feb-18 24.00 24.00 17.01 % 30 Albania 23.00 Dec-18 23.00 25.00 10.00 % 31 Czech Republic 22.00 Dec-18 22.00 43.00 15.00 % 32 Estonia 20.00 Dec-18 20.00 26.00 20.00 % 33 Isle of Man 20.00 Dec-18 20.00 20.00 18.00 % 34 Moldova 18.00 Dec-18 18.00 20.00 18.00 % 35 Ukraine 18.00 Dec-18 18.00 20.00 13.00 % 36 Hungary 15.00 Dec-18 15.00 44.00 15.00 % 37 Lithuania 15.00 Dec-18 15.00 33.00 15.00 % 38 Serbia 15.00 Dec-18 15.00 15.00 10.00 % 39 Belarus 13.00 Dec-18 13.00 30.00 12.00 % 40 Russia 13.00 Dec-18 13.00 13.00 13.00 % 41 Bosnia and Herzegovina 10.00 Dec-18 10.00 10.00 5.00 % 42 Bulgaria 10.00 Dec-18 10.00 50.00 10.00 % 43 Kosovo 10.00 Dec-18 10.00 10.00 10.00 % 44 Macedonia 10.00 Dec-18 10.00 24.00 10.00 % 45 Romania 10.00 Dec-18 16.00 48.00 10.00 % 46 Montenegro 9.00 Dec-18 9.00 9.00 9.00 %,0,positive,sadness,0,0,0,1,0
20190394,,20190389,N-5-2019,Mela t-taxxi dawk biss?,1,neutral,surprise,0,0,0,1,1
20190395,,,N-5-2019,So be happy about it. Even so if people with mobile and TV still live in garages / in cars because they cannot afford high rents.,1,negative,fear,0,1,0,0,0
20190396,,20190395,N-5-2019,"....but they still afford to buy their Lotto and Super5 tickets, right?",1,negative,anticipation,0,1,0,1,0
20190397,,,N-5-2019,Shouldn't most of those figures in the text (in 2017...) be billions? What a waste of time this rag can be sometimes.,1,negative,disgust,0,0,1,0,0
20190398,,20190397,N-5-2019,"Oh they were billions, they were billions in the red prior to 2013.",1,negative,anger,0,0,0,1,0
20190399,,20190398,N-5-2019,"Thank God then, because that's why the MLP inherited a well oiled economy that the country is reaping benefits from which labour have failed to add to, as usual. You don't actually believe things are firing on all cylinders because of anything that lout Joseph has done since being in government, do you?",1,positive,disgust,1,0,1,1,0
20190400,,20190399,N-5-2019,"LOL !!!!! unemployment was at an time high, the Eu was threatening with excessive deficit procedures, international agencies were downgrading Malta credit rating at every corner....manufacturing was closing down shop in Malta and the employers associations were complaining that Malta was losing its competitivity. If that’s well oiled for you, then I am the Pope !",1,negative,anger,0,1,0,1,0
20190401,,20190399,N-5-2019,"Yes Father, and all the while, labour supporters were all peeing themselves worrying about the hordes of Sicilians who were coming to take you away. Now, you can't get enough of the gravy train. As for manufacturing, that was so yesterday's labour.",1,negative,anger,0,1,0,1,0
