afinn_score,obj_score,exclamation_score,question_score,ellipsis_score,comma_score,period_score,anger_score,anticipation_score,disgust_score,fear_score,joy_score,sadness_score,surprise_score,trust_score,pos_score,neg_score,vader_neg,vader_neu,vader_pos,vader_compound,Target
1.0,0.7827380952380952,0.0,0.023809523809523808,0.0,0.09523809523809523,0.047619047619047616,0.023809523809523808,0.07142857142857142,0.0,0.023809523809523808,0.07142857142857142,0.023809523809523808,0.023809523809523808,0.09523809523809523,0.14285714285714285,0.07142857142857142,0.142,0.722,0.136,0.1384,1
5.0,0.8777777777777778,0.0,0.022222222222222223,0.0,0.1,0.06666666666666667,0.0,0.044444444444444446,0.011111111111111112,0.011111111111111112,0.044444444444444446,0.0,0.044444444444444446,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.033,0.857,0.11,0.9137,2
4.0,0.8625,0.0,0.1,0.0,0.2,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.2,0.3,0.2,0.06,0.731,0.209,0.5667,0
9.0,0.6295454545454545,0.0,0.0,0.0,0.07272727272727272,0.05454545454545454,0.03636363636363636,0.03636363636363636,0.0,0.01818181818181818,0.09090909090909091,0.05454545454545454,0.03636363636363636,0.07272727272727272,0.14545454545454545,0.09090909090909091,0.163,0.768,0.069,-0.8823,3
4.0,0.7442660550458715,0.0,0.0,0.0,0.11009174311926606,0.05504587155963303,0.0,0.06422018348623854,0.027522935779816515,0.009174311926605505,0.03669724770642202,0.009174311926605505,0.01834862385321101,0.07339449541284404,0.10091743119266056,0.045871559633027525,0.092,0.84,0.068,-0.3979,4
12.0,0.6617647058823529,0.0,0.0,0.0,0.13725490196078433,0.0784313725490196,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.058823529411764705,0.0392156862745098,0.0392156862745098,0.09803921568627451,0.11764705882352941,0.0784313725490196,0.08,0.629,0.292,0.9633,1
0.0,0.8421052631578947,0.0,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.07894736842105263,0.05263157894736842,0.07894736842105263,0.02631578947368421,0.0,0.07894736842105263,0.02631578947368421,0.02631578947368421,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.0,0.909,0.091,0.7712,2
-5.0,0.69,0.0,0.24,0.0,0.24,0.04,0.0,0.04,0.08,0.04,0.04,0.04,0.04,0.08,0.16,0.16,0.187,0.67,0.144,-0.5862,6
0.0,0.8152173913043478,0.0,0.0,0.0,0.08695652173913043,0.08695652173913043,0.043478260869565216,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.08695652173913043,0.049,0.904,0.047,-0.0258,4
0.0,0.8333333333333334,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,4
-1.0,0.8472222222222222,0.0,0.0,0.0,0.05555555555555555,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.05555555555555555,0.027777777777777776,0.08333333333333333,0.067,0.933,0.0,-0.5267,3
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.545,0.3384,0
1.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.769,0.231,0.4019,4
2.0,0.8392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.818,0.182,0.4404,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-2.0,0.625,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.5,0.25,0.307,0.467,0.227,-0.296,4
-6.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.881,0.119,0.0,-0.8126,3
2.0,0.875,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.477,0.523,0.5093,1
-2.0,0.23863636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.298,0.702,0.0,-0.6249,1
-4.0,0.375,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.485,0.198,0.317,-0.4003,4
1.0,0.8920454545454546,0.0,0.0,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.045454545454545456,0.0,0.871,0.129,0.6369,4
5.0,0.875,0.0,0.0,0.0,0.19230769230769232,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.0,0.045,0.822,0.133,0.571,1
-1.0,0.765625,0.020833333333333332,0.0,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.020833333333333332,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332,0.08333333333333333,0.041666666666666664,0.0,0.908,0.092,0.7177,1
-12.0,0.5347222222222222,0.0,0.0,0.0,0.08333333333333333,0.027777777777777776,0.027777777777777776,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.196,0.777,0.027,-0.8519,4
-3.0,0.3611111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.242,0.758,0.0,-0.4939,4
-2.0,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.071,0.729,0.2,0.4286,1
2.0,0.7638888888888888,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.718,0.282,0.6249,4
-3.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,1.0,0.0,0.0,4
-2.0,0.34375,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.492,0.328,0.2023,3
3.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
6.0,0.7965116279069767,0.0,0.046511627906976744,0.0,0.09302325581395349,0.0,0.0,0.06976744186046512,0.023255813953488372,0.023255813953488372,0.046511627906976744,0.0,0.0,0.11627906976744186,0.11627906976744186,0.06976744186046512,0.0,0.816,0.184,0.9013,1
-1.0,0.875,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.167,0.833,0.0,-0.1027,2
0.0,0.9772727272727273,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.847,0.153,0.6714,0
3.0,0.7370689655172413,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655,0.06896551724137931,0.019,0.884,0.097,0.672,3
-2.0,0.765625,0.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.375,0.0,0.128,0.872,0.0,-0.3597,3
0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
-6.0,0.6948529411764706,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0.0,0.08823529411764706,0.0,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.058823529411764705,0.058823529411764705,0.20588235294117646,0.14705882352941177,0.05,0.758,0.192,0.8957,4
4.0,0.7828947368421053,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.033,0.763,0.204,0.7993,3
3.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.896,0.104,0.4215,3
-2.0,0.8295454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.162,0.838,0.0,-0.4404,3
0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.81,0.19,0.0,-0.6458,4
0.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,2
0.0,0.6151315789473685,0.02631578947368421,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.0,0.07894736842105263,0.10526315789473684,0.07894736842105263,0.037,0.73,0.233,0.9078,1
2.0,0.7158505154639175,0.020618556701030927,0.0,0.0,0.08762886597938144,0.03608247422680412,0.030927835051546393,0.05670103092783505,0.02577319587628866,0.07731958762886598,0.08247422680412371,0.041237113402061855,0.07216494845360824,0.1134020618556701,0.15979381443298968,0.07731958762886598,0.088,0.802,0.11,0.8578,1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-4.0,0.9765625,0.0625,0.0625,0.0,0.1875,0.0625,0.125,0.0625,0.0625,0.1875,0.0,0.125,0.0,0.1875,0.125,0.1875,0.201,0.713,0.086,-0.6476,5
5.0,0.6484375,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0625,0.125,0.0,0.0,0.1875,0.125,0.0625,0.0,0.737,0.263,0.8338,4
2.0,0.8392857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.857,0.143,0.3612,6
1.0,0.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.5,0.25,0.25,0.5,0.25,0.255,0.329,0.415,0.5269,7
0.0,0.375,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.833,0.167,0.2023,1
0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
6.0,0.39285714285714285,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.16,0.651,0.189,0.1275,1
0.0,0.9583333333333334,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2.0,0.7142857142857143,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.779,0.221,0.5267,1
9.0,0.7608695652173914,0.0,0.043478260869565216,0.0,0.17391304347826086,0.0,0.0,0.08695652173913043,0.0,0.0,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565,0.17391304347826086,0.0,0.097,0.534,0.369,0.9413,3
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-6.0,0.6923076923076923,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.334,0.558,0.108,-0.7236,0
3.0,0.7205882352941176,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.091,0.714,0.195,0.4215,5
0.0,0.4444444444444444,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,1.0,0.0,0.0,6
-2.0,0.7767857142857143,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,1.0,0.0,0.0,4
4.0,0.6041666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.099,0.75,0.151,0.2785,7
0.0,0.9583333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.8125,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.202,0.798,0.0,-0.5122,6
0.0,0.90625,0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,2
0.0,0.7604166666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,1.0,0.0,0.0,3
0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,6
-2.0,0.755,0.0,0.04,0.0,0.12,0.08,0.0,0.2,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.04,0.115,0.885,0.0,-0.7227,2
4.0,0.47058823529411764,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.097,0.643,0.26,0.6492,7
-1.0,0.7426470588235294,0.0,0.0,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.23529411764705882,0.083,0.696,0.221,0.6315,2
0.0,0.5972222222222222,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
-2.0,0.8125,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.368,0.511,0.121,-0.6523,5
2.0,0.7530487804878049,0.04878048780487805,0.0,0.0,0.0975609756097561,0.0,0.04878048780487805,0.024390243902439025,0.024390243902439025,0.07317073170731707,0.0,0.04878048780487805,0.0,0.0,0.07317073170731707,0.07317073170731707,0.032,0.83,0.137,0.8168,0
8.0,0.7195121951219512,0.0,0.04878048780487805,0.0,0.0975609756097561,0.04878048780487805,0.024390243902439025,0.04878048780487805,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.067,0.789,0.144,0.7356,1
-11.0,0.8309426229508197,0.02459016393442623,0.05737704918032787,0.0,0.04918032786885246,0.01639344262295082,0.10655737704918032,0.03278688524590164,0.07377049180327869,0.09016393442622951,0.040983606557377046,0.04918032786885246,0.02459016393442623,0.09836065573770492,0.09016393442622951,0.1557377049180328,0.115,0.829,0.055,-0.9229,4
0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
0.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
2.0,0.7916666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.244,0.4404,2
2.0,0.75,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.244,0.4404,2
0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
-1.0,0.8009259259259259,0.0,0.0,0.0,0.25925925925925924,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.1111111111111111,0.0,0.057,0.881,0.062,0.0516,3
4.0,0.8611111111111112,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.691,0.309,0.7003,2
2.0,0.9375,0.0,0.03571428571428571,0.07142857142857142,0.10714285714285714,0.03571428571428571,0.0,0.17857142857142858,0.0,0.0,0.14285714285714285,0.14285714285714285,0.03571428571428571,0.14285714285714285,0.17857142857142858,0.14285714285714285,0.046,0.869,0.085,0.5267,2
0.0,0.8666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.2,0.0,0.0,0.2,0.26666666666666666,0.0,0.2,0.2,0.26666666666666666,0.082,0.918,0.0,-0.1759,4
2.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179,0.821,0.0,-0.3412,2
0.0,0.9375,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
2.0,0.6785714285714286,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.274,0.726,0.0,-0.4174,7
0.0,0.7960526315789473,0.0,0.0,0.0,0.3157894736842105,0.05263157894736842,0.0,0.15789473684210525,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.0,0.861,0.139,0.6452,7
5.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.318,0.682,0.6476,7
5.0,0.8958333333333334,0.0,0.0,0.0,0.25,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.082,0.487,0.431,0.8519,7
4.0,0.7125,0.3,0.1,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.3,0.0,0.0,0.611,0.389,0.8059,4
9.0,0.7777777777777778,0.0,0.027777777777777776,0.0,0.027777777777777776,0.08333333333333333,0.027777777777777776,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,0.08333333333333333,0.1388888888888889,0.1388888888888889,0.05555555555555555,0.026,0.807,0.167,0.8633,0
4.0,0.875,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.744,0.202,0.7184,2
2.0,0.7361111111111112,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.05555555555555555,0.0,0.027777777777777776,0.1111111111111111,0.027777777777777776,0.084,0.859,0.056,-0.2002,5
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.254,0.746,0.4466,0
0.0,0.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3
1.0,0.4431818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.795,0.205,0.6322,6
0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,3
2.0,0.6770833333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.0,0.0,0.08333333333333333,0.0,0.0,0.4166666666666667,0.3333333333333333,0.0,0.0,0.746,0.254,0.834,4
1.0,0.8863636363636364,0.0,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.178,0.503,0.319,0.5661,5
2.0,0.75,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.823,0.177,0.4215,6
-2.0,0.8333333333333334,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.08333333333333333,0.18,0.82,0.0,-0.5106,1
6.0,0.8472222222222222,0.05555555555555555,0.0,0.037037037037037035,0.18518518518518517,0.018518518518518517,0.018518518518518517,0.09259259259259259,0.0,0.0,0.09259259259259259,0.05555555555555555,0.018518518518518517,0.018518518518518517,0.12962962962962962,0.09259259259259259,0.026,0.848,0.126,0.8713,0
2.0,0.8888888888888888,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.867,0.133,0.5704,2
3.0,0.7954545454545454,0.030303030303030304,0.015151515151515152,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.015151515151515152,0.0,0.07575757575757576,0.015151515151515152,0.015151515151515152,0.10606060606060606,0.13636363636363635,0.030303030303030304,0.015,0.911,0.074,0.8374,4
0.0,0.872093023255814,0.0,0.046511627906976744,0.023255813953488372,0.16279069767441862,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.023255813953488372,0.13953488372093023,0.023255813953488372,0.091,0.894,0.015,-0.7594,4
14.0,0.6924603174603174,0.015873015873015872,0.0,0.07936507936507936,0.14285714285714285,0.047619047619047616,0.0,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.031746031746031744,0.015873015873015872,0.0,0.07936507936507936,0.14285714285714285,0.031746031746031744,0.057,0.748,0.195,0.9506,3
0.0,0.8333333333333334,0.0,0.0,0.0,0.2857142857142857,0.047619047619047616,0.0,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0,0.0,0.09523809523809523,0.19047619047619047,0.14285714285714285,0.107,0.83,0.063,-0.5345,1
0.0,0.6666666666666666,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6
-1.0,0.375,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.605,0.395,0.2401,4
-2.0,0.875,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.148,0.749,0.103,0.0129,4
0.0,0.6521739130434783,0.0,0.0,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,1.0,0.0,0.0,4
1.0,0.8901515151515151,0.0,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.21212121212121213,0.0,0.0,0.15151515151515152,0.0,0.030303030303030304,0.18181818181818182,0.30303030303030304,0.030303030303030304,0.089,0.747,0.165,0.6588,7
-3.0,0.75,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.2727272727272727,0.216,0.6,0.184,-0.2023,3
-3.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.832,0.168,0.2998,3
11.0,0.7198275862068966,0.0,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.13793103448275862,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.10344827586206896,0.1724137931034483,0.034482758620689655,0.031,0.685,0.284,0.9115,1
2.0,0.7583333333333333,0.0,0.0,0.0,0.23333333333333334,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.959,0.041,0.1901,6
3.0,0.7541666666666667,0.03333333333333333,0.0,0.0,0.2,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.03333333333333333,0.13333333333333333,0.03333333333333333,0.0,0.87,0.13,0.7959,7
