Online Post ID,Twitter ID,Related Online Post ID,Source ID,Online Post Text,Subjectivity,Sentiment Polarity,Emotion,Sarcasm,Irony,Negation,Off-topic,Language
20200178,,20200172,N-3-2020,Thabbilx rasek ibghatilna kollox lura . Happy int Happy Kulhadd,1,positive,anticipation,0,1,0,1,2
20200179,,20200172,N-3-2020,"Jintaxxani wkoll fuq il penzjoni il fuq minn €2500, u i bravi MPs jiehdu it 2/3 penzjoni in-full; ghax hemm animali u annimali!!",1,negative,disgust,1,0,0,0,2
20200180,,20200168,N-3-2020,bis surplus li ghandu imissu ghamel torok tad deheb,1,neutral,anger,0,1,0,0,2
20200181,,20200180,N-3-2020,KIf tridhom jinvadu s-Sirja? Ikunu tqal wisq.,1,negative,anticipation,0,1,0,1,1
20200182,,20200180,N-3-2020,"Anke t-TOROK se' jehlu maghkom issa . Ara veru genninkom dan il-Budget, kif qed jghejdu - Rosanne .",1,negative,surprise,0,1,0,1,2
20200183,,20200180,N-3-2020,"It toroq tad deheb qieghdin isiru fil fatt. Meta tqis kemm konna ndumu 8 snin ilu biex naslu u kemm qed ndumu illum, ma tistax ma tghidx li mirakli saru.",1,positive,joy,0,0,1,1,1
20200184,,20200180,N-3-2020,"Int tahseb li d-dejn li ghamlu shabek tal-PN jithallas bix-xejn. Is-surplus hemm qed imur parti minnu! Il-parti l-ohra tmur ghal progetti kollha lil qed isiru inkluzi t-toroq (jew torok, kif tippreferi int).",1,positive,joy,0,1,0,0,2
20200185,,20200168,N-3-2020,"Except for the school transport, it is peanuts compared to the millions flowing into foreign accounts for which Konrot and Keith were caught red handed and yet still holding top government positions! Also, whats the point of distributing a bit of wealth, when we are now officially the most polluted country and have the highest probability amongst EU countries of dying at a younger age due to pollution related diseases?? Money is of no use when you are diagnosed with cancer! Or will you still be applauding these crooks while taking treatment?? Probably so... Go figure!",1,negative,disgust,0,0,0,0,0
20200186,,,N-3-2020,The budget didn't address the fulltime farmers. Also the influx of foreigners being paid as cheap labour.,1,negative,sadness,0,0,1,0,0
20200187,,,N-3-2020,"I am no ecomonics guru, but I believe this to be a popular budget, except for the ''Grant of up to €200,000 for contractors to scrap old machinery and buy new''. This is an insult to the general public, who for the past so many years have been suffering at the hands of these same contractors who would be availing themselves of this public funded grant. This only goes to validate the critisism thrown at the government in relation to MDA and contractors in general. Given the fact that Malta suffers from a sheer lack of enforcement, who is to see that the old machinery is indeed scrapped and not sold off to a new wannabe contractor? Who is to see that the new machinery in indeed brand new and not another imported reject from an overseas company? Would the new machinery be of a particular brand, favouring any particular local business, or a free choice?",1,negative,anger,0,0,1,0,0
20200188,,20200187,N-3-2020,The same scheme exists for the cars....so yes there is a way to check if it is really happening.,1,neutral,anticipation,0,0,0,0,0
20200189,,20200188,N-3-2020,"For a new car is just few hundreds, and you won't get anything if the new car is longer than 4.5m. These are getting 200,000!",1,negative,surprise,0,0,1,0,0
20200190,,20200189,N-3-2020,Does a car and a concrete mixer cost the same? Do they pollute the same?,1,neutral,anticipation,0,1,0,0,0
20200191,,20200189,N-3-2020,"Does a car earn you millions?? Concrete mixers, cranes, trucks are all destroying our country and pouring millions of Euros in the pockets of contractors! YES, THEY SHOULD USE SOME OF THEIR PROFITS FOR THE GENERAL PUBLIC AND NOT JUST EXPLOIT OUR HOMELAND!",1,negative,anger,0,0,1,0,0
20200192,,20200189,N-3-2020,Some people use their car to earn millions too.... And there is a scheme to change your car to a less polluting one.....same goes for the trucks etc.,1,neutral,anticipation,0,0,0,1,0
20200193,,20200189,N-3-2020,"ok, agree, so why is this grant for the developers only???",1,negative,surprise,0,0,0,0,0
20200194,,20200189,N-3-2020,To whom else? There is a grant to change your car to electric too. Do you wish to add some other sectors?,1,neutral,anticipation,0,0,0,0,0
20200195,,20200189,N-3-2020,"What I wish, is NOT to see my hard earned taxes going into the pockets of the developers when theirs are already overflowing with millions, and considering that they already pretty much own all of Malta and the government itself! Can you grant me that wish???",1,negative,anger,0,0,1,0,0
20200196,,20200188,N-3-2020,Not with our type of enforcement.,1,negative,sadness,0,0,1,1,0
20200197,,20200196,N-3-2020,It's been going on for years...so it is tested.,1,neutral,trust,0,0,0,1,0
20200198,,20200196,N-3-2020,"Lack of enforcement has, yes, you are right!!!",1,negative,anger,0,0,0,1,0
20200199,,20200187,N-3-2020,Plus most importantly it is not specified that the new machinery has to be electrically powered.,1,negative,surprise,0,0,1,0,0
20200200,,20200199,N-3-2020,"To be fair, I don't believe that there is yet electrically powered construction machinery.",1,neutral,anticipation,0,0,1,0,0
20200201,,20200199,N-3-2020,Ghandek xi makkenarju jahdem hekk - John ? Jekk jaghmluh jahdem bl-arja jew bil-gass taqbel ?,1,neutral,surprise,0,1,0,1,1
20200202,,20200201,N-3-2020,"Yes gas power should do the job, assuming it is safe. I doubt air could power a heavy vehicle for long enough to be useful though.",1,neutral,anticipation,0,0,0,0,0
20200203,,,N-3-2020,For some people one wonders if the sky is the limit!!!,1,neutral,anticipation,0,1,0,1,0
20200204,,,N-3-2020,"A budget that patches the past, but NOT the future. Same old complaints will resurface again as inflation is moving faster than these benefits.",1,negative,fear,0,0,1,0,0
20200205,,,N-3-2020,"They say there is need for more and more workers...I ask...why doesn't the government make part-time work more attractive? How about reducing the tax rate of part-time work, especially for those that are plagued with a home loan?",1,neutral,anticipation,0,0,1,0,0
20200206,,,N-3-2020,"A very good budget that surpasses ALL the others in times gone by in helping the needy, pensioners and workers and students alike without ANY tax added. Keep up the good work.",1,positive,joy,0,0,0,0,0
20200207,,,N-3-2020,This: ''No permit... but unbuilt apartments already up for sale in Sannat'' https://timesofmalta.com/articles/view/no-permit-but-apartments-already-up-for-sale-in-sannat.742221,1,negative,disgust,0,0,0,1,0
20200208,,,N-3-2020,"Has anyone spared a thought to people living on Chronic sickness benefit, such as with mental health issues.",1,negative,sadness,0,0,0,0,0
20200209,,20200208,N-3-2020,tessa. i sympathise with these patients and others with various other sicknesses. at least there is a start with cancer patients. i trust other sicknesses will be addressed soon,1,neutral,anticipation,0,0,0,0,0
20200210,,20200208,N-3-2020,No I am sorry. Contractors are more important.,1,negative,sadness,0,1,0,0,0
20200211,,20200210,N-3-2020,"Love or hate them, your choice. But the industry is a major employer and a sustancial part of Malta's economy, like other countries after all. Any help from goverment will be welcomed, the same goes for other sectors of the economy.",1,positive,joy,0,0,0,0,0
20200212,,20200211,N-3-2020,"No doubt the construction industry is A major player in the Maltese economy, so much so that it has made its players, and I mean ALL players, very rich!!! High flying businesses shouldn't be subsidised from public money.",1,negative,anger,0,0,1,0,0
20200213,,,N-3-2020,Although do not agree with this hefty hand-out to already very rich construction contractors I hope that a proper auditing system will be put in place to ascertain that the money is truly used to replace old polluting machinery and not diverted towards buying the second or the third luxurious car.,1,negative,anticipation,0,0,1,0,0
20200214,,20200213,N-3-2020,Don't hold your breath.,1,neutral,anticipation,0,1,1,1,0
20200215,,,N-3-2020,"So let me get this straight, property buyers who are struggling get an increase tax cap of 25k, which does not even begin to reflect the increase in property prices as it is close to impossible to find property under 175k nowadays, whilst contractors who have made millions off of property buyers, get up to 200k grant to fix their polluting machinery? Do I get a grant to fix my polluting car, or a fine for having a polluting car in the first place? Why not tax them for having polluting machinery? That should incentivise them enough.",1,negative,anger,0,0,1,0,0
20200216,,,N-3-2020,"Why should the general public, from the taxes payed, be subsidizing the building contractors? The same contractors who, with the help of the PA, are destroying all that the same taxpayers need for better living? Is this some sort of payback from taxpayers money to the MDA for 'services rendered? Why should taxpayers subsidize the same building contractors who with absolute impunity treat everyone with complete disregard and pump exhaust, dust, noise and increase traffic jams with their equipment which the same taxpayers have to support with their hard earned cash? Why should the taxpayers subsidize the building contractors who in their majority have complete disregard for health and safety measures resulting in weekly injuries having again to be paid for in treatment costs by the taxpayers? Why is the victim being forced to subidize the aggressor? Why should the taxpayers subsidized those who are taking their 'breath' away?",1,negative,anger,0,0,0,0,0
20200217,,,N-3-2020,For the 6th year promising a multitude of projects that never happen but the blind servile lot truly believe that this corrupt government of ours is doing something new each budget just by mentioning them.,1,negative,disgust,0,0,0,0,0
20200218,,,N-3-2020,"Whatever has been said in the budget, what surprises most is; how long we are going to continue having Governments presenting budgets as if its Halloween and we share treats? The Government should be making the Strategic decisions to direct the Country. Considering all the hype the cut of date for stopping combustion engines driven vehicles has not be published, but than we were informed about the electrical rate reduction to charge electric cars!! The Government should create the mechanisms which will ensure that workers pensioners etc benefit from economic growth without having to wait for the Budget day bonanza or lack of it. As an example; how will a 40 Euro tax rebate or a 15 Euro one time payment for 1 year to compensate to increased the cost of living effect workers earning 35,000 Euros plus?",1,negative,sadness,0,0,0,0,0
20200219,,,N-3-2020,"as usual...those who work hard and declare everything are given the stick. Budget that takes care of those poor, seemingly poor, low earners, and seemingly low earners. Lucky those self employed that can evade tax and can make their own 'benefits'.",1,negative,disgust,0,0,0,0,0
20200220,,20200219,N-3-2020,"I mean under this admin they have benefited from lower income taxes, free childcare, schemes like first time buyer and second time buyer(which are not used by the poor). Not to mention that helping those most in need helps the community you live in too. But I suppose if you dont get an income tax reduction EVERY year it means they re not helping you",1,positive,anger,0,0,1,0,0
20200221,,20200220,N-3-2020,"Every one is free to interpret the measures how these impact him or her directly. I don't use child care and I don't buy houses. I am all for helping the poor but if you can't see that there are loads of looters that cheat the system then your idea is very narrow. I am tired paying sums of money on taxes only to have a misery of a pension while some self employed (are you one?) purchase the ""second property"" and the third rather than paying their dues . Well this country is in this shape because of perople like you Frans. They are blinded by their political emblem.",1,negative,sadness,0,0,1,0,0
20200222,,,N-3-2020,"Poor and pensioners and disabled -the main beneficiaries of this budget who, in contrast-were forgotten and put on the freeze for 25 long years by successive PN Illuminati!",1,positive,joy,0,0,0,0,0
20200223,,,N-3-2020,"Cost of living increase is at 0.50 cents a day while some others receive 5,000 euros a day in their secret offshore companies. #17Black And some Labour Trolls still perpetuate the lie about the 500 euros extra paid to PN MPs under the Gonzi administration without acknowledging that the incentive was scrapped and the 500 euros paid were returned to the full by all MPs. Muscat thrives on his supporters' ignorance of the facts.",1,negative,disgust,0,0,0,0,0
20200224,,,N-3-2020,"Where does one plan to dump the scrapped machinery of the contractors, after the tax payers foot the bill for scrappage?",1,neutral,fear,0,0,0,0,0
20200225,,20200224,N-3-2020,Same place they scrap the cars i would imagine. Remember the scrappage scheme for cars?,1,neutral,anticipation,0,0,0,0,0
20200226,,,N-3-2020,"Why not €5,000-- a day in our bank accounts? Or do we have a law for the Gods and one for the animals?",1,negative,disgust,0,1,1,0,0
20200227,,,N-3-2020,"TO THE FUTURE OR TO THE PAST? Banning single use plastics increases paper, cardboard and wood. Are trees no longer useful? Budget talks about space technology but then puts us 40 years back in time! I remember buying nofs ratal (400 g) macaroni and a cockroach comes out from the drawer where the grocer man kept the pasta. Those were different times when life was much less stressful, women were at home and you had a grocer at every corner, hence you did not need to make a month's shopping at one go. I also remember edible oil spilling out from an old whisky bottle. With today's' wide selection of goods, how can you carry 40 or more plastic containers (one for cereals as Dr Joseph Musact suggested) at the same time?? Definitely it would be hard to make shopping on foot...",1,negative,fear,0,0,1,0,2
20200228,,,N-3-2020,What about Huntington's disease? Why should a sufferer who is younger than 60 years old be shut out from a home just because of his or her age??,1,negative,sadness,0,0,0,0,0
20200229,,,N-3-2020,The one day extra leave is over and above the other two extra we received last year? Can someone confirm that now we actually have 3 extra days of leave? By the way in 2020 we are loosing 5 days as 5 feasts fall on a weekend!! And this year 2019 we lost 8 in total.,1,neutral,anticipation,0,0,0,0,0
20200230,,,N-3-2020,Every Pl budget--year after year-- is another nail in the PN's coffin!!,1,positive,joy,0,1,0,0,0
20200231,,,N-3-2020,"Those who want to understand the innings of this budget, shall understand. For the red eyed boys, it's always a God send. I will just ask you one small thing - try to make some basic calculations on how you benefit from this budget on a yearly basis, and tell me whether you have a straight face when saying 'Oh my gosh this was the best budget ever made'.",1,negative,disgust,0,1,0,0,0
20200232,,,N-3-2020,"It was a lousy 2020 budget for all mankind! People out there would have had expected MUCH MORE from their beloved Joey! Our beloved Premier Joey distributed peanuts to the people that by reason were expecting much and much more from the Government they applauded which repeatedly boasting all the time by the Labour slogan as ""laqwa zmien u l-kbir ghadu gej""! I was disappointed about this year's budget outcome! GRANPINTO Hamrun",1,negative,disgust,0,0,0,0,2
20200233,,,N-4-2020,The developers are happy. Why aren't we not surprised?,1,negative,sadness,0,0,1,0,0
20200234,,20200233,N-4-2020,Spot on Stephen. The Fat Cats getting fatter!,1,negative,anger,0,1,0,0,0
20200235,,20200234,N-4-2020,You misunderstood the whole point Tabone,1,negative,sadness,0,0,0,1,0
20200236,,20200233,N-4-2020,"The only way to truly gauge a budget is from the developers! If they are happy, then the budget is a fiasco! ...simply because the government cannot serve both it's people and it's benefactors at the same time. It is clear that once again, the government chose to protect it's sponsors rather than look out for the people!",1,negative,disgust,0,0,0,0,0
20200237,,20200233,N-4-2020,Cant believe what your short sighted vision leads to say,1,negative,disgust,0,0,1,1,0
20200238,,20200237,N-4-2020,Are you surprised that this government had once again made the MDA happy? If yes then do you live in Malta?,1,negative,surprise,0,1,0,0,0
20200239,,,N-4-2020,"Budget 2020: Developers 'satisfied', educators not The title says it all. Does anyone need to make further comments?",1,neutral,sadness,0,0,1,0,0
20200240,,20200239,N-4-2020,"And yet, most people who complain about developers greed keep voting labour",1,negative,anger,0,0,0,1,0
20200241,,20200240,N-4-2020,and there lies the biggest problem. it's not the corrupt government but the support it is given by the majority that is the biggest tragedy of this country. Sometimes democracy fails.,1,negative,sadness,0,0,1,1,0
20200242,,20200241,N-4-2020,"Quite so, Victor! It is practically impossible to entice brainwashed minds to step back! Very unfortunate!",1,negative,sadness,0,1,0,1,0
20200243,,,N-4-2020,"Teachers think that the world revolves around them, at least their Union does. Most of them do an excellent job and their dedication is second to none, but mixing eduction with politics is not a good cocktail. Only last year they successfully negotiated substantial increase in their salaries. Is it enough? Perhaps not, but should their union resort to political rhetoric, which is wiser to steer away from?",1,negative,disgust,0,0,1,0,0
20200244,,20200243,N-4-2020,No the world evolves around the developers instead. In fact all the measures that they had suggested found their way in the budget,1,negative,disgust,0,0,0,0,0
20200245,,20200243,N-4-2020,"But it seems you're fine with developers and politics mixing up, right?",1,negative,disgust,0,0,0,0,0
20200246,,20200243,N-4-2020,"Education as almost every sector of society cannot be separated from politics. in fact whenever something like the distribution of tablets or the free transport of students is implemented the minister comes out boasting. As for the 'increase' agreed on last year, ask the teachers how substantial that was and what price they are paying for it.",1,negative,anger,0,0,0,0,0
20200247,,20200243,N-4-2020,"Actually, the world revolves around the developers!!! .... and LGBT too by the way. The rest of us are fish food!",1,negative,anger,0,0,0,0,0
20200248,,20200243,N-4-2020,What would we do without properly trained teachers and educators,1,neutral,anticipation,0,0,1,1,0
20200249,,20200243,N-4-2020,Well said. A very valid comment.,1,positive,joy,0,0,0,1,0
20200250,,,N-4-2020,"Social assistance of up to 200,000 euros to a developer who wants to buy a new crane or a new bulldozer. Its as good as the Gozo Ministry subsidising yacht owners to put down their yachts for the summer. But thank God you can decide you can now afford another baby with a bonus of one euro a day. Muscat & Co have a heart of gold.",1,negative,disgust,1,0,0,0,0
20200252,,,N-4-2020,"Well, it's wrong because our country is a sh#t hole thanks to these same developers exploiting our beautiful homeland for millions in profits! If the government had balls, it should have banned these crappy second hand machinery, originally destined for the scrapyard, ages ago, and forced developers to use some of their profits to actually buy new greener machinery in the first place!!!!! Thats how things are done in a modern country, not the other way round!!!",1,negative,anger,0,0,1,0,0
20200254,,20200252,N-4-2020,"The only reason it's not easy is because the developers finance the political party into power, and thus the government is submissive to them, and not the people. Thats why!",1,negative,disgust,0,0,0,1,0
20200255,,,N-4-2020,"An intelligent reply, unbiased and true.",1,positive,trust,0,0,0,1,0
20200256,,20200250,N-4-2020,"Usual nonsense I'm afraid. Have you ever been following a piece of construction equipment leaving a huge cloud of black thick smoke behind it? If not, you must be one of those who never get out of the house. If yes, you should have a little gratitude towards this government eho cares about us citizens.",1,neutral,disgust,0,0,0,0,0
20200257,,,N-4-2020,A budget to keep the rich happy.......especially the developers and hoteliers. A budget for the ultra-capitalist!,1,negative,disgust,0,0,0,0,0
20200259,,,N-4-2020,"They provide work for imported workers, who work for (less than) minimum wage.",1,neutral,anticipation,0,0,0,1,0
20200260,,20200259,N-4-2020,What you failed to include in your comment is that those imported workers you are referring to are contributing significantly towards continuous increments in our GDP and your pension fund.,1,neutral,anger,0,0,0,1,0
20200261,,,N-4-2020,"You should go out more often. How many Maltese do you see in these establishments???? In reality, they provide work for the cheap foreign laborers at the expense of our homeland and standard of living, who in turn need accommodation, pushing the property prices to sky high levels and levering our locals out from every buying a home. Now the government is going to use the hard earned taxes of these same locals to get them into the market without needing to reduce the property prices, thus ensuring the developers continue to rake in their millions!!! For those with brains, the entire budget revolves around the developers, not the Maltese citizens! That is why they are the only ones happy!!!! ..apart from the brainwashed that cheer like sheep to everything Joey says!",1,negative,anger,0,0,1,0,0
20200262,,,N-4-2020,A very valid and intelligent comment,1,positive,joy,0,0,0,1,0
20200263,,,N-4-2020,The problem is that THEY are running the government!,1,negative,anger,0,0,0,1,0
20200265,,20200263,N-4-2020,"That too; but weren't they ""providing work for thousands in the private sector"" according to you, even at that time? Does your opinion change with the ""wind""?",1,negative,anger,0,0,1,1,0
20200266,,20200257,N-4-2020,I disagree completely with your conclusion.,1,negative,sadness,0,0,0,1,0
20200267,,,N-4-2020,"Of course developers are satisfied. There are still a few scraps of land left, and we need more buildings as opposed to open space. Why waste virgin land for people to enjoy fresh air and a walk, I much prefer the sight of concrete blocks than a sunset on a natural landscape. Nothing dodgy there. I'm sure it's all above board because we all know they are as honest as the day is long",1,negative,disgust,0,1,0,0,0
20200268,,,N-4-2020,Contractors are happy too because they are getting massive grants to replace their old polluting machinery. When they change the machinery will they have to scrap the old units or are they going to be allowed to sell them on to less fortunate contractors who do not have any machinery as yet? Visit Gozo and see the old trucks and lorries that years ago operated in Malta,1,negative,sadness,0,0,0,0,0
20200269,,,N-4-2020,"Of course the developers are happy. The government forked out his revenue to them that he would have otherwise collected, to prolong the property market crash until the next election.",1,negative,anticipation,0,0,0,0,0
20200270,,,N-4-2020,"The heading simply summarises the ills of these islands. Kompli ċapċap, Ġaħan!",1,negative,disgust,1,0,0,0,2
20200272,,,N-4-2020,Of course!! He's going to make you a 'sinjur żgħir'! What more can you ask for? While he and the crooks of his gang continue to become 'Sinjuri KBAR'! I tell you again - Kompli ċapċap Ġaħan!!,1,negative,disgust,1,0,0,1,2
20200273,,,N-4-2020,"Looking forward to the recession sweeping across Europe. Let's see how satisfied and smug the developers are once it get's here. Of course we'll end up with ghost towns like in Spain. But at least it'll be affordable to buy and rent a property, as opposed to the over inflated prices we have now.",1,negative,anticipation,0,0,0,0,0
20200274,,,N-4-2020,It is very nice that now Contractors will get hold of tax payers money to update their trucks and get even richer.. well done Minister!!,1,negative,anger,0,1,0,0,0
20200275,,,N-4-2020,"The reason why we keep voting Labour is simple. Besides the fact that there is no alternative, this government has done things that we only dreamt of under the previous administration. Who would have told us that a budget will only give to the people without taking one cent? And yet, gratitude is not an option for some, clearly.",1,positive,joy,0,0,1,0,0
20200276,,,N-5-2020,I am expecting an outright ban on ODZ applications and controls over concrete use (which is making a lot of environmental harm) together with plastic bottles intiative announced multiple times.,1,neutral,anticipation,0,0,0,0,0
20200277,,20200276,N-5-2020,"Yes our cars are poluters not trucks vans and all other commercial vehicles. This nothing more than taxing the middle class. Those driving big mercs, audis and bmws do not care",1,negative,anger,0,0,1,0,0
20200278,,20200277,N-5-2020,Ps cars that we need to go to work at 4am while they tax us for overtime but hey say thank u cause for the first 100hrs it s just 15% together with a further 18% of vat and your usual Ni and stuff :-) say thank u to the overlords and say sorry for being upset BE GRATEFUL ps we ll take a jet to watch a football match and our yacht is given 26% rebate cause you plebes get work.,1,negative,disgust,0,1,0,0,0
20200279,,20200276,N-5-2020,I bet we will hear nothing of the sort.,1,neutral,anticipation,0,0,0,1,0
20200281,,,N-5-2020,"See, I was right! Who is bitter now?",1,negative,anticipation,0,0,0,1,0
20200282,,,N-5-2020,The prime minister who wrecked havoc on Malta's environment speaks about sustainability. Weird gets weirder.,1,negative,disgust,0,0,0,0,0
20200284,,,N-5-2020,Why do you need to insult? Are you not able to make a point logically?,1,negative,sadness,0,0,1,1,0
20200286,,,N-5-2020,"Allow me to rephrase: ""If anyone has valid criticism keep it to your self if you do not want to become the target of a tsunami of insults and hate speech from Labour's trolls."" This is how Labour operates. By attempting to shut people up with insults.",1,negative,anger,0,0,0,1,0
20200287,,20200286,N-5-2020,"Anyone shutting you up? PL won the election partly because it didn't shut up BS or his sidekicks,let alone insignificant you. And remember the Nats claiming that a major cause if the drubbing they got was because of the blogger? And then they have the cheek to accuse the PL for getting rid of her! May I offer some bit of advice Mr T? Refuse anything that you may gain from the budget as a protest.",1,negative,anger,0,0,0,1,0
20200288,,20200287,N-5-2020,Refuse anything that you may gain from the budget as a protest. you say. Typical Labour backward mentality. I achieve and I acquire through my own skills and abilities. I do not need the pathetic handouts of any politician.,1,negative,anger,0,0,1,1,0
20200289,,20200287,N-5-2020,Well said. More so if they are the handouts from rampantly corrupt politicians. Some people do not have even a shred of dignity are willing to sell their souls to this corrupt lot.,1,negative,disgust,0,0,1,1,0
20200290,,20200287,N-5-2020,"Boqq...so if you're a pensioner you would you would not accept the rise ,would you? So you refuse a budget without any taxes? And your skills and abilities are in question if you vote for the guy who told you 'hallihom ha jghholew il-prezzijiet ' or the other guy who said with a smile on his face 'Se nivvota bil-qalb biex jgholew il-kontijiet tad-dawl u l-ilma. ' And etc etc ... You Nats have all gone bonkers. Perfect description of the Natty party given by the ToM sister paper years ago ---'In-Nats is-sahta ta' Malta'. No wonder that the majority keeps growing.",1,negative,anger,0,0,1,1,2
20200291,,20200287,N-5-2020,"If I were a pensioner I would be relying on the resources that I would have build up myself over the years. I would not be eagerly expecting the budget for a few extra euros. Frankly for many years now I completely ignore the budget. Unlike many Labour and PN supporters, I am not a parasite and never will be.",1,neutral,anger,0,0,1,0,0
20200292,,20200287,N-5-2020,So receiving a rise in your pension makes you a parasite? LOL. Boy.are you one mixed up guy.,1,negative,disgust,0,0,0,1,0
20200293,,20200287,N-5-2020,Getting a government a job when you do not deserve it is being a parasite.,1,negative,disgust,0,0,1,1,0
20200294,,20200287,N-5-2020,"Are you a pensioner? If so tell how how many times your pension has increased in the last six years and by how much, excluding the cost of living increase.",1,neutral,sadness,0,0,0,0,0
20200295,,20200287,N-5-2020,"It's been increased every budget. Under the Nats not even once. One expects it from the party that was against pensions declaring that if senior citizens were given a pension they would spend it on drink. Cost of living increase is also a Labour introduction. And if you're a pensioner you would be standing at some street corner begging for alms had the Nats had their way. Read your history,Carmel.",1,negative,anger,0,0,0,0,0
20200297,,20200287,N-5-2020,"You don't expect the govt to buy you a new electric car do you? Guess you want to keep polluting the place by continuing to use your old banger and to hell with the environment ! Just to show your hypocrisy . If the govt does nothing you accuse it of abandoning the environment and if it does take steps to improve it (as all the rest of civilised countries are doing) you accuse it of introducing taxes and acting against you. Just read carefully what is written up here . Electric cars are bound to get cheaper and you'll have concessions if you buy one. Also they are cheaper to run over time. You can start saving now for your future car but if you still won't be able to afford one in 20 years' time .then hard luck. It has always been like that .Can't stop progress just because you cannot afford an electric car. You Nats are real funny people ,aren't you?",1,negative,disgust,0,0,1,0,0
20200298,,20200287,N-5-2020,"Before spouting insults, check your facts. An electric car will never be cheaper nor more environmentally friendly, it will only please simple minds that think exhaust from cars are the only harmful emissions. Batteries are very toxic and dangerous to produce, the slaves of the modern world are building these batteries having their youth stolen from them. They are very expensive and unreliable such that they will render a car into scrap within 5 years against the standard 10 of today's cars, do we have plans for recycling - not really as the most toxic components have very little to recycle. And to run, not really cheaper cause as soon as you are going to start charging your car, you will be running into the most expensive electricity band. Finally, the energy has to be produced somewhere else with the resulting pollution. A simple calculation which takes into account energy losses over the grid and battery poor performance will eventually yield an ageing electric car into another polluting banger. As for hydrogen run cars, not proven feasible yet.",1,negative,sadness,0,0,1,0,0
20200299,,20200287,N-5-2020,"Whatever you say. You're the expert (according to you). I'm not saying that electric cars are saviours of the environment ,but they lessen pollution. And if they didn't have advantages no one would be buying them .",1,neutral,anticipation,1,0,1,0,0
20200301,,20200287,N-5-2020,"In every other country in the world electric cars are catching on. The advantages outweigh the disadvantages ----cheaper to run, reduced taxes , no emission tax ,no congestion tax and so on. Just ask people who have one when are abroad. Meanwhile if you want to continue polluting with your old beloved banger go on a desert island and live by yourself. And the poorer side (the PL voters according to you) don't give a running f...k to what expect.",1,positive,joy,0,0,0,0,0
20200303,,20200287,N-5-2020,They will be sooner or later. Now adapt or you're caput.,1,negative,sadness,0,0,0,1,0
20200304,,20200287,N-5-2020,"Haven't we already gone over this? A used Nissan leaf is €10k. That's cheaper than a Toyota Vitz. And don't tell me the battery is expensive, you'll probably upgrade the car before you need a new battery, and even if you do change it you'll more than make up for it over they years by spending much less on electricity than you do now on petrol, and spending much less on services since there's no engine oil, filters or spark plugs to change. Also, you can keep using your old car as long as you want. The law will only ban imports of new petrol, diesel and hybrid cars. Basically anyone can keep buying used cars with petrol and diesel until the last one is scrapped or the number of non-electric cars is so small that you can't buy fuel or parts for them any more.",1,positive,anticipation,0,0,1,0,0
20200306,,20200287,N-5-2020,"Well, as such this actually benefits the public more. It means people will have to build/buy and park in garages instead of using precious street parking - thus freeing up street parking for people who are visiting. The alternative is doing what they do in the UK - making all parking spaces paid, by installing parking meters on every street. Then everyone will rush out to buy a garage to save €2 a day, and people with 7 cars will sell all the ones they don't need instead of hogging all the spots on the road.",1,positive,anticipation,0,0,0,0,0
20200308,,20200287,N-5-2020,"Not necessarily. You have the option of parking on the street and paying to use the public charging stations. They are more expensive than charging at home but still cheaper than petrol per km driven. And then you have alternative options - rent a car with GoTo (€0.28/min.), or ride-share with Cool (€5 per trip including driver). I think in a few decades we won't even need cars any more.",1,positive,anticipation,0,0,1,0,0
20200309,,20200287,N-5-2020,"Buy one seeing as how you're not on the poorer side. Stop moaning and save up for one like I did when buying my first car. So what should I say ---I had been saving for a couple of years to buy a new car for the family and just when I had enough for a down payment ,the Nat minister Dalli (may God grant him long life to enjoy the fruit of his ....) devalued the Maltese pound adding more than a thousand to the price. When I complained he told me that he had the best interest of the country at heart (would you have believed him,Mr T?)",1,negative,anger,0,0,0,1,0
20200310,,20200287,N-5-2020,When will you be forced to buy an electric car?,1,neutral,anticipation,0,0,0,0,0
20200312,,20200287,N-5-2020,"Let's wait and see what he says before getting all excited. Scooter good idea ,Malta doesn't see much rain.",1,positive,anticipation,0,0,1,0,0
20200313,,20200286,N-5-2020,Mghadkhomx tmorru republic street tkantaw va fanculo ruhi ?,1,negative,disgust,0,1,1,1,3
20200314,,20200313,N-5-2020,"Le ---haduh huma, rahhal. Tghidx kemm hadu gost Casa u l-BS. Dan Toni l-imdejjaq qed igorr ghax ma jistax jixtri karrozza tal-eletriku. Possibbli wara 25 sena ta' gvern Nazzi wiehed ma jaffordjax karrozza gdida? Qed taqra l-qrid li hawn f'dil-comment board ,Rahhal? Aqra tat-ToM ha tara xi qrid . Iktar minn wiehed b'darstu tugghu. U dan ghadhom ma semghux id-dettalji tal-budget. Ara l-lumi kif se jiskarsa u kemm se tkisser nuts il-girlfriend.",1,negative,disgust,0,1,1,1,2
20200315,,20200313,N-5-2020,Hahahahahahahaha Issa fqajtni.....haduh huma l-va fanculo ! Hahahahahahhahaha Hallihom jeqirdu. Is-Soltu erba min-nies b-elf isem differenti ha jidhru hafna. Torpedo f’nofs il-poppa u jinzlu dritti dritti fil-qiegh !,1,negative,disgust,0,0,0,1,3
